Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Fabijan Buntić,hr CRO,GK,26-309,15.0,332,427,77.8,8991,6675,79,79,100.0,150,151,99.3,102,194,52.6,0,0.0,0.0,0.0,0,6,0,0,0,Matches
Anderson Jesus,br BRA,DF,28-303,14.9,483,570,84.7,10441,4416,122,139,87.8,291,309,94.2,68,113,60.2,0,0.1,0.1,-0.1,2,33,1,0,26,Matches
Samuel Essende,fr FRA,FW,25-341,14.6,166,239,69.5,2087,455,108,149,72.5,45,58,77.6,3,6,50.0,0,0.2,0.8,-0.2,7,10,3,1,15,Matches
Samu,pt POR,"MF,FW",27-253,14.6,576,768,75.0,10386,4048,252,292,86.3,225,281,80.1,74,139,53.2,1,2.4,3.4,-1.4,30,77,24,4,114,Matches
Bruno Wilson,pt POR,DF,27-003,14.0,591,693,85.3,13269,5892,140,156,89.7,341,367,92.9,107,160,66.9,0,0.0,0.3,0.0,1,69,4,1,49,Matches
Tomás Costa Silva,pt POR,DF,24-076,13.5,529,721,73.4,8883,3652,274,304,90.1,189,249,75.9,53,124,42.7,2,2.1,2.2,-0.1,20,29,28,20,43,Matches
Nuno Gonçalo Moreira,pt POR,"FW,MF",24-197,9.9,217,316,68.7,3512,1287,117,142,82.4,61,94,64.9,28,57,49.1,2,2.4,2.1,-0.4,22,29,16,4,51,Matches
Matías Lacava,ve VEN,"FW,MF",21-067,9.0,157,211,74.4,2278,580,82,96,85.4,56,70,80.0,6,14,42.9,2,0.8,1.2,1.2,7,7,11,3,19,Matches
Matheus Pereira,br BRA,"DF,MF",23-009,10.6,379,550,68.9,6380,2977,212,236,89.8,123,173,71.1,37,106,34.9,0,0.2,0.5,-0.2,8,31,12,4,39,Matches
Diogo Nascimento,pt POR,MF,21-058,10.2,414,488,84.8,7402,1479,188,215,87.4,162,179,90.5,50,66,75.8,0,0.1,0.3,-0.1,6,42,4,1,52,Matches
João Escoval,pt POR,DF,26-236,6.4,213,283,75.3,4364,1999,72,85,84.7,101,122,82.8,38,65,58.5,0,0.1,0.2,-0.1,2,17,2,1,14,Matches
Rafael Bustamante,co COL,MF,24-089,5.9,203,236,86.0,3429,1032,87,97,89.7,98,111,88.3,13,20,65.0,0,0.1,0.1,-0.1,3,15,1,0,23,Matches
Pedro Ortiz,es ESP,MF,23-133,5.7,195,231,84.4,3469,1052,79,91,86.8,94,103,91.3,18,24,75.0,0,0.0,0.1,0.0,0,23,0,0,21,Matches
Aleksandar Busnić,rs SRB,"MF,FW",26-026,4.9,139,179,77.7,2631,776,50,63,79.4,65,76,85.5,19,25,76.0,0,0.0,0.1,0.0,0,9,1,0,16,Matches
Alberto Soro,es ESP,"MF,FW",24-296,2.5,70,93,75.3,1190,305,28,36,77.8,35,40,87.5,5,8,62.5,0,0.0,0.1,0.0,2,5,2,1,17,Matches
Alexis Méndez,us USA,"MF,FW",23-115,2.5,106,137,77.4,1698,485,56,61,91.8,40,47,85.1,8,23,34.8,1,0.5,0.2,0.5,7,15,4,0,22,Matches
Kiko Bondoso,pt POR,"FW,MF",28-043,2.1,55,74,74.3,770,230,37,44,84.1,12,18,66.7,3,3,100.0,0,0.3,0.2,-0.3,6,5,1,1,8,Matches
Orest Lebedenko,ua UKR,DF,25-098,2.1,69,98,70.4,1198,480,32,38,84.2,30,37,81.1,7,19,36.8,0,0.1,0.2,-0.1,3,6,1,0,8,Matches
Hugo Oliveira,pt POR,"MF,DF",21-323,1.5,71,104,68.3,1377,430,29,36,80.6,31,42,73.8,10,20,50.0,1,0.1,0.1,0.9,3,4,2,1,6,Matches
Dylan Saint-Louis,cg CGO,"FW,MF",28-248,2.1,49,79,62.0,749,326,24,33,72.7,14,25,56.0,5,11,45.5,0,0.3,0.3,-0.3,6,5,5,4,9,Matches
Jardel,gw GNB,"FW,MF",26-101,1.8,48,62,77.4,770,240,24,30,80.0,17,21,81.0,5,6,83.3,1,0.5,0.6,0.5,4,6,4,0,12,Matches
Iker Unzueta,es ESP,FW,25-148,0.3,9,15,60.0,150,45,3,6,50.0,6,9,66.7,0,0,,0,0.0,0.0,0.0,0,1,1,0,2,Matches
Osama Rashid,iq IRQ,"MF,FW",31-351,0.2,22,26,84.6,441,176,6,7,85.7,10,13,76.9,5,5,100.0,0,0.0,0.2,0.0,1,3,1,1,2,Matches
Squad Total,,,25.4,15.0,5093,6600,77.2,95865,39037,2101,2435,86.3,2196,2595,84.6,664,1208,55.0,10,10.3,13.3,-0.3,140,447,128,47,568,
Opponent Total,,,26.9,15.0,5808,7316,79.4,103220,40159,2614,2947,88.7,2456,2878,85.3,591,1105,53.5,14,13.4,13.3,0.6,152,478,124,34,616,
