Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Fabijan Buntić,hr CRO,GK,26-309,15.0,427,265,162,32,0,0,0,0,0,0,0,0,332,0,1,Matches
Anderson Jesus,br BRA,DF,28-303,14.9,570,550,19,17,1,2,0,0,0,0,0,0,483,1,4,Matches
Samuel Essende,fr FRA,FW,25-341,14.6,239,222,15,0,1,0,6,1,0,0,0,0,166,2,9,Matches
Samu,pt POR,"MF,FW",27-253,14.6,768,627,135,61,10,10,72,13,40,15,14,1,576,6,16,Matches
Bruno Wilson,pt POR,DF,27-003,14.0,693,658,34,27,2,10,4,0,0,0,0,0,591,1,2,Matches
Tomás Costa Silva,pt POR,DF,24-076,13.5,721,583,133,9,2,4,66,124,0,0,0,0,529,5,19,Matches
Nuno Gonçalo Moreira,pt POR,"FW,MF",24-197,9.9,316,282,34,15,3,3,45,1,18,10,4,0,217,0,9,Matches
Matías Lacava,ve VEN,"FW,MF",21-067,9.0,211,209,1,0,2,1,22,1,0,0,0,0,157,1,9,Matches
Matheus Pereira,br BRA,"DF,MF",23-009,10.6,550,447,100,12,0,10,42,87,1,1,0,0,379,3,21,Matches
Diogo Nascimento,pt POR,MF,21-058,10.2,488,477,9,3,0,3,9,5,0,0,0,0,414,2,9,Matches
João Escoval,pt POR,DF,26-236,6.4,283,227,55,11,0,5,3,44,0,0,0,0,213,1,3,Matches
Rafael Bustamante,co COL,MF,24-089,5.9,236,230,6,6,0,0,3,0,0,0,0,0,203,0,2,Matches
Pedro Ortiz,es ESP,MF,23-133,5.7,231,219,10,10,0,1,1,0,0,0,0,0,195,2,1,Matches
Aleksandar Busnić,rs SRB,"MF,FW",26-026,4.9,179,170,9,7,0,2,1,2,0,0,0,0,139,0,6,Matches
Alberto Soro,es ESP,"MF,FW",24-296,2.5,93,88,3,0,0,2,6,3,0,0,0,0,70,2,4,Matches
Alexis Méndez,us USA,"MF,FW",23-115,2.5,137,123,13,2,0,0,13,2,9,5,3,0,106,1,2,Matches
Kiko Bondoso,pt POR,"FW,MF",28-043,2.1,74,72,1,0,0,1,3,1,0,0,0,0,55,1,5,Matches
Orest Lebedenko,ua UKR,DF,25-098,2.1,98,74,23,3,0,0,6,20,0,0,0,0,69,1,2,Matches
Hugo Oliveira,pt POR,"MF,DF",21-323,1.5,104,78,26,1,1,1,7,25,0,0,0,0,71,0,3,Matches
Dylan Saint-Louis,cg CGO,"FW,MF",28-248,2.1,79,75,4,1,0,1,15,2,1,1,0,0,49,0,1,Matches
Jardel,gw GNB,"FW,MF",26-101,1.8,62,58,4,1,0,0,1,2,0,0,0,0,48,0,1,Matches
Iker Unzueta,es ESP,FW,25-148,0.3,15,15,0,0,0,0,1,0,0,0,0,0,9,0,0,Matches
Osama Rashid,iq IRQ,"MF,FW",31-351,0.2,26,24,2,2,0,0,1,0,0,0,0,0,22,0,0,Matches
Squad Total,,,25.4,15.0,6600,5773,798,220,22,56,327,333,69,32,21,1,5093,29,129,
Opponent Total,,,26.9,15.0,7316,6526,775,249,12,46,295,292,82,39,33,0,5808,15,144,
