Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Fabijan Buntić,hr CRO,GK,26-309,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Anderson Jesus,br BRA,DF,28-303,14.9,0,9,1,11.1,0.6,0.07,0.0,0.0,11.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Samuel Essende,fr FRA,FW,25-341,14.6,7,36,15,41.7,2.46,1.02,0.19,0.47,13.9,0,0,0,4.5,4.5,0.13,2.5,2.5,Matches
Samu,pt POR,"MF,FW",27-253,14.6,2,26,7,26.9,1.78,0.48,0.0,0.0,25.4,4,2,3,4.1,1.7,0.07,-2.1,-1.7,Matches
Bruno Wilson,pt POR,DF,27-003,14.0,0,14,3,21.4,1.0,0.21,0.0,0.0,11.2,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
Tomás Costa Silva,pt POR,DF,24-076,13.5,0,7,4,57.1,0.52,0.3,0.0,0.0,18.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Nuno Gonçalo Moreira,pt POR,"FW,MF",24-197,9.9,1,27,6,22.2,2.72,0.6,0.04,0.17,20.5,1,0,0,1.6,1.6,0.06,-0.6,-0.6,Matches
Matías Lacava,ve VEN,"FW,MF",21-067,9.0,0,10,3,30.0,1.11,0.33,0.0,0.0,18.5,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Matheus Pereira,br BRA,"DF,MF",23-009,10.6,1,6,2,33.3,0.57,0.19,0.17,0.5,27.5,0,0,0,0.3,0.3,0.05,0.7,0.7,Matches
Diogo Nascimento,pt POR,MF,21-058,10.2,0,17,6,35.3,1.66,0.59,0.0,0.0,19.7,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
João Escoval,pt POR,DF,26-236,6.4,0,5,0,0.0,0.79,0.0,0.0,,9.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Rafael Bustamante,co COL,MF,24-089,5.9,0,7,0,0.0,1.18,0.0,0.0,,27.8,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Pedro Ortiz,es ESP,MF,23-133,5.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Aleksandar Busnić,rs SRB,"MF,FW",26-026,4.9,0,1,0,0.0,0.21,0.0,0.0,,22.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Alberto Soro,es ESP,"MF,FW",24-296,2.5,1,4,2,50.0,1.58,0.79,0.25,0.5,17.9,0,0,0,0.6,0.6,0.16,0.4,0.4,Matches
Alexis Méndez,us USA,"MF,FW",23-115,2.5,0,6,2,33.3,2.43,0.81,0.0,0.0,28.5,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Kiko Bondoso,pt POR,"FW,MF",28-043,2.1,0,2,0,0.0,0.93,0.0,0.0,,7.6,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
Orest Lebedenko,ua UKR,DF,25-098,2.1,0,1,0,0.0,0.48,0.0,0.0,,25.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Hugo Oliveira,pt POR,"MF,DF",21-323,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dylan Saint-Louis,cg CGO,"FW,MF",28-248,2.1,1,4,1,25.0,1.87,0.47,0.25,1.0,17.3,0,0,0,0.4,0.4,0.1,0.6,0.6,Matches
Jardel,gw GNB,"FW,MF",26-101,1.8,0,5,2,40.0,2.81,1.13,0.0,0.0,20.6,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Iker Unzueta,es ESP,FW,25-148,0.3,0,1,0,0.0,3.46,0.0,0.0,,16.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Osama Rashid,iq IRQ,"MF,FW",31-351,0.2,0,1,1,100.0,4.09,4.09,0.0,0.0,33.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Squad Total,,,25.4,15.0,13,189,55,29.1,12.6,3.67,0.06,0.2,18.8,6,2,3,16.2,13.9,0.07,-3.2,-2.9,
Opponent Total,,,26.9,15.0,22,203,53,26.1,13.53,3.53,0.09,0.36,19.3,10,3,3,18.7,16.3,0.08,3.3,2.7,
