Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Fabijan Buntić,hr CRO,GK,26-309,15.0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,,Matches
Anderson Jesus,br BRA,DF,28-303,14.9,2,0,0,14,9,2,0,10,11,0,0,0,38,35,23,60.3,Matches
Samuel Essende,fr FRA,FW,25-341,14.6,1,0,0,29,26,13,6,2,5,2,0,0,42,61,59,50.8,Matches
Samu,pt POR,"MF,FW",27-253,14.6,3,0,0,29,20,0,72,13,17,0,0,0,91,9,17,34.6,Matches
Bruno Wilson,pt POR,DF,27-003,14.0,1,1,0,19,13,0,4,18,8,0,1,0,49,28,25,52.8,Matches
Tomás Costa Silva,pt POR,DF,24-076,13.5,0,1,0,7,18,0,66,18,31,0,0,0,85,13,12,52.0,Matches
Nuno Gonçalo Moreira,pt POR,"FW,MF",24-197,9.9,1,0,0,10,18,3,45,10,8,1,1,0,52,3,9,25.0,Matches
Matías Lacava,ve VEN,"FW,MF",21-067,9.0,4,1,1,23,14,2,22,6,16,0,0,0,47,5,13,27.8,Matches
Matheus Pereira,br BRA,"DF,MF",23-009,10.6,6,0,0,22,29,0,42,8,9,0,1,0,64,8,6,57.1,Matches
Diogo Nascimento,pt POR,MF,21-058,10.2,2,0,0,22,10,1,9,5,6,0,0,0,73,5,9,35.7,Matches
João Escoval,pt POR,DF,26-236,6.4,5,0,0,10,1,0,3,10,4,0,0,0,21,16,2,88.9,Matches
Rafael Bustamante,co COL,MF,24-089,5.9,1,0,0,6,5,0,3,11,8,0,0,0,39,4,4,50.0,Matches
Pedro Ortiz,es ESP,MF,23-133,5.7,5,0,0,14,4,0,1,4,9,0,0,0,37,4,3,57.1,Matches
Aleksandar Busnić,rs SRB,"MF,FW",26-026,4.9,1,0,0,10,6,0,1,6,6,0,0,0,25,13,8,61.9,Matches
Alberto Soro,es ESP,"MF,FW",24-296,2.5,2,0,0,7,5,0,6,0,4,0,0,0,20,4,5,44.4,Matches
Alexis Méndez,us USA,"MF,FW",23-115,2.5,1,0,0,3,3,3,13,1,2,0,0,0,15,0,5,0.0,Matches
Kiko Bondoso,pt POR,"FW,MF",28-043,2.1,0,0,0,0,5,1,3,1,3,0,0,0,15,0,5,0.0,Matches
Orest Lebedenko,ua UKR,DF,25-098,2.1,0,0,0,2,1,0,6,3,0,0,0,0,11,2,1,66.7,Matches
Hugo Oliveira,pt POR,"MF,DF",21-323,1.5,0,0,0,1,4,0,7,3,2,0,0,0,12,0,2,0.0,Matches
Dylan Saint-Louis,cg CGO,"FW,MF",28-248,2.1,1,0,0,4,1,4,15,0,1,0,0,0,9,1,7,12.5,Matches
Jardel,gw GNB,"FW,MF",26-101,1.8,0,0,0,2,10,0,1,2,1,0,0,0,15,6,9,40.0,Matches
Iker Unzueta,es ESP,FW,25-148,0.3,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,100.0,Matches
Osama Rashid,iq IRQ,"MF,FW",31-351,0.2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0,Matches
Squad Total,,,25.4,15.0,36,3,1,235,202,29,327,131,151,3,3,0,789,218,225,49.2,
Opponent Total,,,26.9,15.0,40,3,0,215,223,15,295,113,155,1,3,1,775,225,218,50.8,
