Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Costinha,pt POR,"MF,DF",23-279,15.0,37,26,12,18,7,15,34,44.1,19,36,6,30,15,52,29,1,Matches
Aderlan Santos,br BRA,DF,34-265,15.0,31,16,22,9,0,17,23,73.9,6,16,11,5,21,52,80,1,Matches
Fábio Conceição,pt POR,"MF,DF",22-246,14.8,20,14,15,3,2,12,24,50.0,12,20,2,18,12,32,21,0,Matches
Amine Oudrhiri,ma MAR,MF,31-056,12.9,20,14,5,12,3,14,19,73.7,5,11,2,9,16,36,12,0,Matches
Josué Sá,pt POR,DF,31-196,11.7,14,8,7,7,0,9,14,64.3,5,14,5,9,13,27,42,0,Matches
Gonçalo Rodrigues,pt POR,MF,26-165,10.8,17,10,1,13,3,9,25,36.0,16,7,0,7,3,20,7,0,Matches
Emmanuel Boateng,gh GHA,FW,27-221,9.6,7,7,2,3,2,0,2,0.0,2,5,0,5,2,9,6,0,Matches
Joca,pt POR,"FW,MF",27-334,6.9,4,2,3,0,1,2,2,100.0,0,4,0,4,5,9,5,0,Matches
Jhonatan,br BRA,GK,32-236,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,Matches
Miguel Nóbrega,pt POR,DF,23-257,7.9,13,10,4,8,1,8,13,61.5,5,9,6,3,11,24,35,0,Matches
Magrão,br BRA,GK,23-229,7.0,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,2,1,Matches
André Pereira,pt POR,FW,28-239,6.5,10,7,1,8,1,4,10,40.0,6,9,0,9,2,12,5,0,Matches
Renato Pantalon,hr CRO,DF,26-064,6.3,8,5,3,4,1,5,8,62.5,3,6,3,3,5,13,20,0,Matches
Leonardo Ruíz,co COL,FW,27-256,6.4,5,5,2,2,1,4,8,50.0,4,2,0,2,3,8,9,0,Matches
Bruno Ventura,pt POR,"FW,MF",22-306,5.3,3,1,2,0,1,2,7,28.6,5,3,0,3,2,5,7,0,Matches
João Graça,pt POR,"MF,FW",28-195,5.2,16,9,4,7,5,7,20,35.0,13,2,1,1,5,21,4,0,Matches
Zé Manuel,pt POR,"MF,FW",33-068,4.5,11,8,3,7,1,5,12,41.7,7,8,0,8,3,14,5,0,Matches
Hernâni Fortes,pt POR,FW,32-132,3.8,0,0,0,0,0,0,4,0.0,4,1,1,0,1,1,1,0,Matches
Savio,br BRA,"DF,MF",28-218,2.8,4,2,2,2,0,3,8,37.5,5,3,1,2,2,6,6,2,Matches
Patrick,br BRA,DF,26-210,1.6,1,0,1,0,0,1,2,50.0,1,4,2,2,4,5,9,0,Matches
Vítor Gomes,pt POR,MF,36-005,1.9,3,2,1,2,0,2,3,66.7,1,5,1,4,0,3,2,0,Matches
Ukra,pt POR,"MF,FW",35-289,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Nuno Namora,pt POR,"DF,MF",25-321,0.3,1,0,0,0,1,1,3,33.3,2,0,0,0,0,1,1,0,Matches
Julien Lomboto,cd COD,MF,21-231,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
Squad Total,,,28.1,15.0,227,147,92,105,30,122,243,50.2,121,166,42,124,125,352,313,5,
Opponent Total,,,26.9,15.0,217,129,93,99,25,121,209,57.9,88,138,34,104,110,327,295,4,
