Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Costinha,pt POR,"MF,DF",23-279,15.0,864,44,212,353,311,35,862,38,16,42.1,20,52.6,350,2420,1128,41,23,6,32,12,403,88,Matches
Aderlan Santos,br BRA,DF,34-265,15.0,1083,109,584,480,25,9,1083,3,1,33.3,2,66.7,562,2423,1140,3,2,0,4,2,686,3,Matches
Fábio Conceição,pt POR,"MF,DF",22-246,14.8,804,27,175,360,281,31,804,49,26,53.1,17,34.7,436,2465,1412,39,35,9,30,15,493,126,Matches
Amine Oudrhiri,ma MAR,MF,31-056,12.9,640,18,122,460,61,1,640,12,3,25.0,6,50.0,361,1654,718,8,7,0,6,3,447,8,Matches
Josué Sá,pt POR,DF,31-196,11.7,751,56,337,373,51,6,751,6,3,50.0,3,50.0,434,2459,1561,17,15,2,9,1,508,4,Matches
Gonçalo Rodrigues,pt POR,MF,26-165,10.8,550,7,59,323,176,13,550,19,7,36.8,6,31.6,293,1656,770,22,21,3,7,7,360,33,Matches
Emmanuel Boateng,gh GHA,FW,27-221,9.6,276,7,25,111,146,48,276,18,5,27.8,13,72.2,162,761,315,11,7,6,30,14,191,44,Matches
Joca,pt POR,"FW,MF",27-334,6.9,252,6,38,115,112,17,252,19,9,47.4,8,42.1,164,1012,520,15,14,5,16,6,166,33,Matches
Jhonatan,br BRA,GK,32-236,8.0,272,225,269,3,0,0,272,0,0,,0,,134,797,385,0,0,0,0,0,102,0,Matches
Miguel Nóbrega,pt POR,DF,23-257,7.9,532,54,228,273,34,8,532,0,0,,0,,266,1471,776,13,2,1,6,1,354,5,Matches
Magrão,br BRA,GK,23-229,7.0,236,209,234,2,0,0,236,0,0,,0,,114,529,286,0,0,0,0,0,98,0,Matches
André Pereira,pt POR,FW,28-239,6.5,259,7,28,141,93,17,259,19,4,21.1,13,68.4,134,619,258,6,5,0,16,7,166,31,Matches
Renato Pantalon,hr CRO,DF,26-064,6.3,421,24,191,208,24,3,421,1,1,100.0,0,0.0,253,1174,628,7,6,0,4,0,303,2,Matches
Leonardo Ruíz,co COL,FW,27-256,6.4,237,8,25,143,71,21,236,12,4,33.3,8,66.7,109,421,118,4,2,2,16,8,164,31,Matches
Bruno Ventura,pt POR,"FW,MF",22-306,5.3,195,4,34,66,95,15,195,5,2,40.0,3,60.0,85,330,140,6,4,3,9,6,125,36,Matches
João Graça,pt POR,"MF,FW",28-195,5.2,278,4,45,161,76,2,278,12,2,16.7,8,66.7,157,951,338,11,9,0,16,6,196,12,Matches
Zé Manuel,pt POR,"MF,FW",33-068,4.5,172,7,27,68,78,20,172,7,1,14.3,5,71.4,90,329,122,5,7,3,14,2,107,22,Matches
Hernâni Fortes,pt POR,FW,32-132,3.8,124,2,11,29,85,11,124,11,3,27.3,6,54.5,69,445,144,7,1,2,9,4,80,33,Matches
Savio,br BRA,"DF,MF",28-218,2.8,280,6,87,157,40,2,280,1,0,0.0,1,100.0,161,902,635,4,3,0,3,1,186,4,Matches
Patrick,br BRA,DF,26-210,1.6,131,15,71,57,5,2,131,1,1,100.0,0,0.0,69,319,163,2,0,0,1,0,88,0,Matches
Vítor Gomes,pt POR,MF,36-005,1.9,124,5,22,89,15,0,124,0,0,,0,,49,258,83,0,0,0,3,1,75,1,Matches
Ukra,pt POR,"MF,FW",35-289,0.7,24,0,3,13,8,0,24,3,0,0.0,3,100.0,11,101,58,2,1,0,2,0,17,5,Matches
Nuno Namora,pt POR,"DF,MF",25-321,0.3,40,0,7,24,9,0,40,0,0,,0,,13,100,74,3,0,0,1,0,20,2,Matches
Julien Lomboto,cd COD,MF,21-231,0.1,6,1,2,4,0,0,6,0,0,,0,,4,10,1,0,0,0,0,0,3,0,Matches
Squad Total,,,28.1,15.0,8551,845,2836,4013,1796,261,8548,236,88,37.3,122,51.7,4480,23606,11773,226,164,42,234,96,5338,523,
Opponent Total,,,26.9,15.0,8522,977,3050,3799,1768,295,8520,273,121,44.3,122,44.7,4451,22011,9969,210,128,56,209,105,5321,475,
