Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Costinha,pt POR,"MF,DF",23-279,15.0,435,639,68.1,7972,3018,194,241,80.5,179,251,71.3,56,102,54.9,3,2.8,2.3,0.2,14,20,20,12,40,Matches
Aderlan Santos,br BRA,DF,34-265,15.0,753,905,83.2,14777,5864,217,245,88.6,463,497,93.2,69,144,47.9,0,0.6,0.1,-0.6,6,33,0,0,42,Matches
Fábio Conceição,pt POR,"MF,DF",22-246,14.8,494,634,77.9,8235,2524,247,284,87.0,201,250,80.4,36,59,61.0,0,2.1,1.7,-2.1,14,31,23,4,55,Matches
Amine Oudrhiri,ma MAR,MF,31-056,12.9,490,563,87.0,8848,2153,211,235,89.8,215,238,90.3,56,70,80.0,0,0.4,0.2,-0.4,8,44,3,0,64,Matches
Josué Sá,pt POR,DF,31-196,11.7,553,649,85.2,10294,3585,214,232,92.2,277,308,89.9,59,98,60.2,0,0.5,0.4,-0.5,5,46,5,3,51,Matches
Gonçalo Rodrigues,pt POR,MF,26-165,10.8,363,467,77.7,6355,1471,173,196,88.3,143,182,78.6,42,71,59.2,0,1.1,1.0,-1.1,14,38,6,0,58,Matches
Emmanuel Boateng,gh GHA,FW,27-221,9.6,110,150,73.3,1567,228,69,85,81.2,28,42,66.7,6,7,85.7,1,0.9,0.6,0.1,8,3,3,1,9,Matches
Joca,pt POR,"FW,MF",27-334,6.9,128,193,66.3,2112,509,54,68,79.4,50,68,73.5,14,38,36.8,1,1.3,0.8,-0.3,7,12,6,2,23,Matches
Jhonatan,br BRA,GK,32-236,8.0,167,254,65.7,4931,3718,30,31,96.8,70,70,100.0,67,152,44.1,0,0.0,0.0,0.0,0,3,0,0,1,Matches
Miguel Nóbrega,pt POR,DF,23-257,7.9,350,449,78.0,7149,2398,106,123,86.2,189,216,87.5,53,97,54.6,0,0.0,0.1,0.0,0,28,2,1,33,Matches
Magrão,br BRA,GK,23-229,7.0,172,223,77.1,4307,2941,35,35,100.0,85,87,97.7,49,96,51.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
André Pereira,pt POR,FW,28-239,6.5,115,166,69.3,1580,386,71,95,74.7,29,39,74.4,7,12,58.3,0,0.2,0.6,-0.2,5,15,2,1,14,Matches
Renato Pantalon,hr CRO,DF,26-064,6.3,313,374,83.7,6127,1681,100,112,89.3,167,179,93.3,42,71,59.2,0,0.1,0.1,-0.1,1,24,1,1,29,Matches
Leonardo Ruíz,co COL,FW,27-256,6.4,122,168,72.6,1855,303,58,74,78.4,33,46,71.7,15,19,78.9,0,0.0,0.2,0.0,1,7,1,1,9,Matches
Bruno Ventura,pt POR,"FW,MF",22-306,5.3,112,153,73.2,1804,486,59,70,84.3,34,42,81.0,13,25,52.0,0,2.1,1.7,-2.1,13,7,3,1,11,Matches
João Graça,pt POR,"MF,FW",28-195,5.2,161,211,76.3,2445,604,80,89,89.9,65,77,84.4,8,26,30.8,0,0.1,0.3,-0.1,3,12,6,1,23,Matches
Zé Manuel,pt POR,"MF,FW",33-068,4.5,75,107,70.1,930,207,45,57,78.9,20,34,58.8,3,5,60.0,0,0.5,0.2,-0.5,7,5,1,0,9,Matches
Hernâni Fortes,pt POR,FW,32-132,3.8,53,88,60.2,1139,483,23,27,85.2,12,25,48.0,17,31,54.8,1,0.9,0.9,0.1,12,3,7,6,4,Matches
Savio,br BRA,"DF,MF",28-218,2.8,199,258,77.1,3616,1143,73,83,88.0,102,124,82.3,21,45,46.7,1,0.9,1.3,0.1,6,20,2,2,25,Matches
Patrick,br BRA,DF,26-210,1.6,89,109,81.7,1581,574,39,43,90.7,40,46,87.0,9,19,47.4,0,0.0,0.0,0.0,0,6,0,0,5,Matches
Vítor Gomes,pt POR,MF,36-005,1.9,81,107,75.7,1397,505,30,37,81.1,42,50,84.0,7,15,46.7,0,0.0,0.1,0.0,0,10,0,0,12,Matches
Ukra,pt POR,"MF,FW",35-289,0.7,13,17,76.5,288,58,2,2,100.0,8,10,80.0,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
Nuno Namora,pt POR,"DF,MF",25-321,0.3,27,36,75.0,465,230,8,10,80.0,19,22,86.4,0,2,0.0,0,0.0,0.0,0.0,0,9,0,0,8,Matches
Julien Lomboto,cd COD,MF,21-231,0.1,3,3,100.0,56,24,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Squad Total,,,28.1,15.0,5378,6923,77.7,99830,35093,2139,2475,86.4,2473,2905,85.1,651,1208,53.9,7,14.4,12.7,-7.4,124,378,91,36,528,
Opponent Total,,,26.9,15.0,5359,7004,76.5,105291,36787,1961,2287,85.7,2601,3033,85.8,718,1341,53.5,17,13.5,13.6,3.5,135,371,108,29,479,
