Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Costinha,pt POR,"MF,DF",23-279,15,15,1350.0,15.0,2.0,3.0,5.0,0.0,2.0,2.0,1.0,0.0,2.3,0.7,2.8,3.5,41.0,40.0,88.0,0.13,0.2,0.33,0.0,0.2,0.15,0.19,0.34,0.05,0.24,Matches
Aderlan Santos,br BRA,DF,34-265,15,15,1350.0,15.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,0.6,1.6,3.0,42.0,3.0,0.13,0.0,0.13,0.13,0.13,0.07,0.04,0.11,0.07,0.11,Matches
Fábio Conceição,pt POR,"MF,DF",22-246,15,15,1333.0,14.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,2.1,3.7,39.0,55.0,126.0,0.07,0.0,0.07,0.07,0.07,0.11,0.14,0.25,0.11,0.25,Matches
Amine Oudrhiri,ma MAR,MF,31-056,15,15,1160.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.4,0.5,8.0,64.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
Josué Sá,pt POR,DF,31-196,13,12,1051.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.5,0.6,17.0,51.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches
Gonçalo Rodrigues,pt POR,MF,26-165,12,12,972.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,1.1,2.4,22.0,58.0,33.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.22,0.12,0.22,Matches
Emmanuel Boateng,gh GHA,FW,27-221,11,9,866.0,9.6,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,5.1,5.1,0.9,6.0,11.0,9.0,44.0,0.31,0.1,0.42,0.31,0.42,0.53,0.1,0.62,0.53,0.62,Matches
Joca,pt POR,"FW,MF",27-334,9,9,623.0,6.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,1.3,1.9,15.0,23.0,33.0,0.14,0.14,0.29,0.14,0.29,0.08,0.19,0.27,0.08,0.27,Matches
Jhonatan,br BRA,GK,32-236,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Miguel Nóbrega,pt POR,DF,23-257,9,8,711.0,7.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,0.0,0.8,13.0,33.0,5.0,0.13,0.0,0.13,0.13,0.13,0.1,0.0,0.1,0.1,0.1,Matches
