Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Costinha,pt POR,"MF,DF",23-279,15.0,35,2.33,26,0,1,3,2,3,7,0.47,6,0,0,0,1,0,Matches
Aderlan Santos,br BRA,DF,34-265,15.0,12,0.8,9,0,0,2,0,1,0,0.0,0,0,0,0,0,0,Matches
Fábio Conceição,pt POR,"MF,DF",22-246,14.8,40,2.7,32,1,2,3,2,0,2,0.14,1,0,0,0,1,0,Matches
Amine Oudrhiri,ma MAR,MF,31-056,12.9,14,1.09,12,0,0,0,0,2,1,0.08,1,0,0,0,0,0,Matches
Josué Sá,pt POR,DF,31-196,11.7,14,1.2,13,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Gonçalo Rodrigues,pt POR,MF,26-165,10.8,29,2.69,15,11,1,1,1,0,4,0.37,3,0,0,1,0,0,Matches
Emmanuel Boateng,gh GHA,FW,27-221,9.6,20,2.08,10,0,2,3,5,0,4,0.42,0,0,1,2,1,0,Matches
Joca,pt POR,"FW,MF",27-334,6.9,20,2.9,18,1,1,0,0,0,2,0.29,2,0,0,0,0,0,Matches
Jhonatan,br BRA,GK,32-236,8.0,1,0.12,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Miguel Nóbrega,pt POR,DF,23-257,7.9,6,0.76,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Magrão,br BRA,GK,23-229,7.0,1,0.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
André Pereira,pt POR,FW,28-239,6.5,16,2.47,9,0,2,4,1,0,1,0.15,0,0,0,1,0,0,Matches
Renato Pantalon,hr CRO,DF,26-064,6.3,5,0.79,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Leonardo Ruíz,co COL,FW,27-256,6.4,12,1.87,6,0,0,4,2,0,0,0.0,0,0,0,0,0,0,Matches
Bruno Ventura,pt POR,"FW,MF",22-306,5.3,20,3.74,11,7,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
João Graça,pt POR,"MF,FW",28-195,5.2,8,1.54,6,0,0,0,1,1,0,0.0,0,0,0,0,0,0,Matches
Zé Manuel,pt POR,"MF,FW",33-068,4.5,12,2.66,7,0,0,2,2,1,1,0.22,1,0,0,0,0,0,Matches
Hernâni Fortes,pt POR,FW,32-132,3.8,18,4.75,5,10,1,0,2,0,1,0.26,1,0,0,0,0,0,Matches
Savio,br BRA,"DF,MF",28-218,2.8,7,2.48,5,2,0,0,0,0,1,0.35,1,0,0,0,0,0,Matches
Patrick,br BRA,DF,26-210,1.6,1,0.63,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Vítor Gomes,pt POR,MF,36-005,1.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ukra,pt POR,"MF,FW",35-289,0.7,2,3.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nuno Namora,pt POR,"DF,MF",25-321,0.3,3,9.31,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Julien Lomboto,cd COD,MF,21-231,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.1,15.0,296,19.73,202,33,11,22,19,9,24,1.6,16,0,1,4,3,0,
Opponent Total,,,26.9,15.0,307,20.47,222,32,15,15,17,6,41,2.73,30,2,3,2,2,2,
