Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Diego Matías Rodríguez,ar ARG,GK,33.0,26.0,8.0,0.31,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Federico Rasmussen,ar ARG,DF,30.0,26.0,13.0,0.5,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Gonzalo Abrego,ar ARG,MF,23.0,23.7,43.0,1.82,31.0,1.0,7.0,2.0,1.0,1.0,4.0,0.17,3.0,0.0,0.0,0.0,0.0,1.0,Matches
Roberto Nicolás Fernández,uy URU,MF,24.0,23.3,,,,,,,,,,,,,,,,,Matches
Pier Barrios,ar ARG,DF,32.0,23.1,23.0,0.99,17.0,1.0,2.0,2.0,1.0,0.0,4.0,0.17,3.0,0.0,0.0,1.0,0.0,0.0,Matches
Lucas Arce,ar ARG,DF,25.0,23.3,50.0,2.15,40.0,5.0,2.0,2.0,1.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Salomón Rodríguez,uy URU,FW,22.0,19.7,49.0,2.49,31.0,0.0,5.0,6.0,6.0,1.0,7.0,0.36,3.0,0.0,0.0,3.0,1.0,0.0,Matches
Hernán López Muñoz,ar ARG,MF,22.0,17.0,87.0,5.12,52.0,15.0,12.0,2.0,5.0,1.0,11.0,0.65,8.0,0.0,1.0,0.0,1.0,1.0,Matches
Tadeo Allende,ar ARG,"FW,MF",23.0,18.2,60.0,3.3,41.0,1.0,11.0,6.0,0.0,1.0,7.0,0.38,3.0,0.0,2.0,2.0,0.0,0.0,Matches
Bruno Leyes,ar ARG,MF,21.0,14.6,18.0,1.23,14.0,0.0,1.0,1.0,1.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Thomas Galdames,cl CHI,DF,24.0,14.4,26.0,1.81,13.0,13.0,0.0,0.0,0.0,0.0,4.0,0.28,2.0,2.0,0.0,0.0,0.0,0.0,Matches
Tomás Conechny,ar ARG,"FW,MF",24.0,15.9,43.0,2.71,33.0,1.0,3.0,4.0,2.0,0.0,7.0,0.44,4.0,0.0,1.0,1.0,1.0,0.0,Matches
Juan Meli,ar ARG,DF,22.0,11.9,,,,,,,,,,,,,,,,,Matches
Juan Andrada,ar ARG,MF,28.0,6.8,7.0,1.04,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Brian Salvareschi,ar ARG,DF,23.0,5.3,4.0,0.75,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matías Ramírez,ar ARG,"MF,FW",23.0,5.7,31.0,5.42,17.0,9.0,2.0,2.0,1.0,0.0,3.0,0.52,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Gianluca Ferrari,ar ARG,DF,25.0,2.5,1.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Cristian Núñez,py PAR,MF,25.0,5.2,11.0,2.11,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Enzo Larrosa,uy URU,"FW,MF",21.0,3.9,13.0,3.34,7.0,0.0,3.0,2.0,1.0,0.0,2.0,0.51,1.0,0.0,1.0,0.0,0.0,0.0,Matches
Luciano Cingolani,ar ARG,FW,21.0,2.0,,,,,,,,,,,,,,,,,Matches
Mateo Mendoza,ar ARG,DF,18.0,1.2,1.0,0.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Silvio Ulariaga,ar ARG,FW,20.0,1.0,,,,,,,,,,,,,,,,,Matches
Claudio Valverde,ar ARG,MF,20.0,1.0,3.0,2.93,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Saracho,ar ARG,GK,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Julián Eseiza,ar ARG,"DF,MF",20.0,1.9,6.0,3.14,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gastón Pedernera,ar ARG,MF,22.0,0.5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Facundo Altamira,,GK,,0.2,,,,,,,,,,,,,,,,,Matches
Enzo Rivamar,ar ARG,MF,20.0,0.2,1.0,4.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,26.0,27.0,499.0,18.48,337.0,52.0,48.0,31.0,22.0,9.0,56.0,2.07,36.0,2.0,5.0,8.0,3.0,2.0,
Opponent Total,,,27.1,27.0,500.0,18.52,327.0,58.0,41.0,33.0,32.0,9.0,47.0,1.74,29.0,5.0,4.0,3.0,6.0,0.0,
