Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Diego Matías Rodríguez,ar ARG,GK,33.0,26.0,2.0,2,2.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1,3.0,11.0,2.0,Matches
Federico Rasmussen,ar ARG,DF,30.0,26.0,64.0,36,41.0,22.0,1.0,35.0,55.0,63.6,20.0,34.0,17.0,17.0,51,115.0,135.0,1.0,Matches
Gonzalo Abrego,ar ARG,MF,23.0,23.7,49.0,30,16.0,27.0,6.0,24.0,58.0,41.4,34.0,37.0,6.0,31.0,21,70.0,21.0,0.0,Matches
Roberto Nicolás Fernández,uy URU,MF,24.0,23.3,,32,,,,,,,,,,,19,,,,Matches
Pier Barrios,ar ARG,DF,32.0,23.1,33.0,18,26.0,6.0,1.0,21.0,37.0,56.8,16.0,28.0,10.0,18.0,17,50.0,78.0,0.0,Matches
Lucas Arce,ar ARG,DF,25.0,23.3,51.0,31,26.0,22.0,3.0,35.0,70.0,50.0,35.0,30.0,4.0,26.0,26,77.0,73.0,0.0,Matches
Salomón Rodríguez,uy URU,FW,22.0,19.7,11.0,7,1.0,8.0,2.0,1.0,13.0,7.7,12.0,16.0,3.0,13.0,3,14.0,11.0,0.0,Matches
Hernán López Muñoz,ar ARG,MF,22.0,17.0,39.0,21,4.0,25.0,10.0,8.0,36.0,22.2,28.0,18.0,1.0,17.0,8,47.0,6.0,0.0,Matches
Tadeo Allende,ar ARG,"FW,MF",23.0,18.2,28.0,20,10.0,12.0,6.0,17.0,40.0,42.5,23.0,13.0,1.0,12.0,9,37.0,9.0,0.0,Matches
Bruno Leyes,ar ARG,MF,21.0,14.6,23.0,14,10.0,13.0,0.0,13.0,30.0,43.3,17.0,21.0,3.0,18.0,31,54.0,20.0,0.0,Matches
Thomas Galdames,cl CHI,DF,24.0,14.4,32.0,16,15.0,16.0,1.0,20.0,33.0,60.6,13.0,26.0,8.0,18.0,22,54.0,29.0,1.0,Matches
Tomás Conechny,ar ARG,"FW,MF",24.0,15.9,25.0,16,7.0,14.0,4.0,12.0,39.0,30.8,27.0,22.0,3.0,19.0,8,33.0,11.0,0.0,Matches
Juan Meli,ar ARG,DF,22.0,11.9,,12,,,,,,,,,,,20,,,,Matches
Juan Andrada,ar ARG,MF,28.0,6.8,12.0,4,2.0,9.0,1.0,8.0,16.0,50.0,8.0,10.0,3.0,7.0,13,25.0,8.0,0.0,Matches
Brian Salvareschi,ar ARG,DF,23.0,5.3,9.0,7,5.0,4.0,0.0,2.0,2.0,100.0,0.0,6.0,3.0,3.0,13,22.0,30.0,0.0,Matches
Matías Ramírez,ar ARG,"MF,FW",23.0,5.7,3.0,2,0.0,2.0,1.0,0.0,8.0,0.0,8.0,6.0,1.0,5.0,6,9.0,5.0,0.0,Matches
Gianluca Ferrari,ar ARG,DF,25.0,2.5,8.0,4,5.0,3.0,0.0,5.0,8.0,62.5,3.0,6.0,4.0,2.0,0,8.0,7.0,0.0,Matches
Cristian Núñez,py PAR,MF,25.0,5.2,22.0,17,11.0,11.0,0.0,9.0,18.0,50.0,9.0,6.0,0.0,6.0,7,29.0,10.0,0.0,Matches
Enzo Larrosa,uy URU,"FW,MF",21.0,3.9,7.0,1,1.0,5.0,1.0,3.0,6.0,50.0,3.0,5.0,0.0,5.0,0,7.0,5.0,0.0,Matches
Luciano Cingolani,ar ARG,FW,21.0,2.0,,5,,,,,,,,,,,1,,,,Matches
Mateo Mendoza,ar ARG,DF,18.0,1.2,6.0,3,6.0,0.0,0.0,3.0,6.0,50.0,3.0,3.0,2.0,1.0,2,8.0,9.0,0.0,Matches
Silvio Ulariaga,ar ARG,FW,20.0,1.0,,0,,,,,,,,,,,0,,,,Matches
Claudio Valverde,ar ARG,MF,20.0,1.0,3.0,1,1.0,1.0,1.0,3.0,6.0,50.0,3.0,4.0,0.0,4.0,1,4.0,3.0,0.0,Matches
Rodrigo Saracho,ar ARG,GK,29.0,1.0,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,3.0,1.0,Matches
Julián Eseiza,ar ARG,"DF,MF",20.0,1.9,3.0,3,2.0,1.0,0.0,3.0,7.0,42.9,4.0,0.0,0.0,0.0,2,5.0,11.0,0.0,Matches
Gastón Pedernera,ar ARG,MF,22.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,Matches
Facundo Altamira,,GK,,0.2,,0,,,,,,,,,,,0,,,,Matches
Enzo Rivamar,ar ARG,MF,20.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,26.0,27.0,431.0,302,192.0,201.0,38.0,224.0,490.0,45.7,266.0,294.0,69.0,225.0,281,712.0,495.0,5.0,
Opponent Total,,,27.1,27.0,559.0,380,272.0,238.0,49.0,307.0,637.0,48.2,330.0,316.0,76.0,240.0,262,821.0,531.0,4.0,
