Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-04-15,18:30,Série A,Matchweek 1,Sat,Away,L,1,2,Bragantino,0.7,2.0,45,3368,Kanu,3-4-3,Maguielson Lima Barbosa,Match Report,
2023-04-24,20:00,Série A,Matchweek 2,Mon,Home,L,1,2,Botafogo (RJ),0.9,0.2,58,27822,Everaldo Stum,5-4-1,Raphael Claus,Match Report,
2023-05-01,20:00,Série A,Matchweek 3,Mon,Away,W,1,0,Vasco da Gama,1.1,0.9,45,19223,Kanu,5-4-1,Flavio Rodrigues de Souza,Match Report,
2023-05-07,16:00,Série A,Matchweek 4,Sun,Home,W,3,1,Coritiba,1.5,0.4,50,37936,Kanu,3-4-3,Bruno Mota Correia,Match Report,
2023-05-10,19:00,Série A,Matchweek 5,Wed,Away,L,0,3,Santos,1.3,2.0,59,7262,Kanu,3-4-3,Wagner do Nascimento Magalhães,Match Report,
2023-05-13,16:00,Série A,Matchweek 6,Sat,Home,L,2,3,Flamengo,1.4,2.2,52,48502,Kanu,3-4-1-2,Paulo Cesar Zanovelli da Silva,Match Report,
2023-05-20,16:00,Série A,Matchweek 7,Sat,Home,D,1,1,Goiás,2.3,0.9,50,32519,Everaldo Stum,3-4-3,Denis da Silva Ribeiro Serafim,Match Report,
2023-05-28,16:00,Série A,Matchweek 8,Sun,Away,L,0,2,Internacional,1.1,0.9,56,19037,Kanu,3-4-3,Wagner do Nascimento Magalhães,Match Report,
2023-06-03,16:00,Série A,Matchweek 9,Sat,Away,D,0,0,Fortaleza,0.3,0.6,45,38338,Kanu,3-5-2,João Vitor Gobi,Match Report,
2023-06-10,18:30,Série A,Matchweek 10,Sat,Home,D,2,2,Cruzeiro,1.4,2.4,48,34019,Kanu,3-4-3,Rodrigo José Pereira de Lima,Match Report,
2023-06-21,21:30,Série A,Matchweek 11,Wed,Home,W,1,0,Palmeiras,1.1,0.8,46,31013,Kanu,4-2-3-1,Wilton Sampaio,Match Report,
2023-06-24,18:30,Série A,Matchweek 12,Sat,Away,L,1,2,Fluminense,1.0,3.0,51,24507,Kanu,4-4-2,Savio Pereira,Match Report,
2023-07-01,18:30,Série A,Matchweek 13,Sat,Home,L,1,2,Grêmio,1.9,2.9,47,34090,Kanu,4-4-2,Marcelo de Lima Henrique,Match Report,
2023-07-08,15:00,Série A,Matchweek 14,Sat,Away,D,1,1,Cuiabá,0.3,1.5,58,10149,Kanu,5-4-1,Wagner do Nascimento Magalhães,Match Report,
2023-07-16,18:30,Série A,Matchweek 15,Sun,Away,L,0,2,Ath Paranaense,1.0,2.2,48,17091,Kanu,4-2-3-1,Rafael Rodrigo Klein,Match Report,
2023-07-22,18:30,Série A,Matchweek 16,Sat,Home,D,0,0,Corinthians,1.4,0.1,59,43716,Kanu,4-3-1-2,André Luiz Skettino Policarpo Bento,Match Report,
2023-07-30,11:00,Série A,Matchweek 17,Sun,Away,D,0,0,São Paulo,0.5,1.8,36,56078,Thaciano,4-2-3-1,Ramon Abatti,Match Report,
2023-08-06,18:30,Série A,Matchweek 18,Sun,Home,W,3,1,América (MG),1.7,0.4,66,34313,Kanu,4-2-3-1,Matheus Delgado Candançan,Match Report,
2023-08-13,11:00,Série A,Matchweek 19,Sun,Away,L,0,1,Atlético Mineiro,0.6,1.1,60,29847,Kanu,4-2-3-1,Savio Pereira,Match Report,
2023-08-20,16:00,Série A,Matchweek 20,Sun,Home,W,4,0,Bragantino,1.8,0.7,47,38452,Kanu,4-2-3-1,Arthur Gomes Rabelo,Match Report,
2023-08-27,16:00,Série A,Matchweek 21,Sun,Away,L,0,3,Botafogo (RJ),1.2,2.3,56,39610,Kanu,4-1-4-1,Flavio de Souza,Match Report,
2023-09-03,18:30,Série A,Matchweek 22,Sun,Home,D,1,1,Vasco da Gama,1.7,1.1,56,46705,Kanu,4-1-4-1,Ramon Abatti,Match Report,
2023-09-14,20:00,Série A,Matchweek 23,Thu,Away,W,4,2,Coritiba,3.8,1.3,45,22961,Kanu,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,
2023-09-18,20:00,Série A,Matchweek 24,Mon,Home,L,1,2,Santos,0.9,2.6,63,41431,Kanu,4-2-3-1,Ramon Abatti,Match Report,
2023-09-30,16:00,Série A,Matchweek 25,Sat,Away,L,0,1,Flamengo,0.5,1.4,35,46472,Kanu,4-2-3-1,Savio Pereira,Match Report,
2023-10-07,16:00,Série A,Matchweek 26,Sat,Away,W,6,4,Goiás,2.0,2.7,37,9001,Thaciano,4-4-2,Raphael Claus,Match Report,
2023-10-18,21:30,Série A,Matchweek 27,Wed,Home,W,1,0,Internacional,2.0,0.6,47,31385,Kanu,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2023-10-21,18:30,Série A,Matchweek 28,Sat,Home,W,2,0,Fortaleza,1.2,0.5,48,44761,Kanu,4-4-2,Rodrigo José Pereira de Lima,Match Report,
2023-10-25,20:00,Série A,Matchweek 29,Wed,Away,L,0,3,Cruzeiro,0.3,2.0,60,36104,Kanu,4-2-3-1,Flavio de Souza,Match Report,
2023-10-28,19:00,Série A,Matchweek 30,Sat,Away,L,0,1,Palmeiras,0.1,1.7,37,33747,Kanu,3-4-3,Rodrigo José Pereira de Lima,Match Report,
2023-10-31,19:00,Série A,Matchweek 31,Tue,Home,W,1,0,Fluminense,0.5,0.7,44,34319,Kanu,4-4-2,Edina Alves Batista,Match Report,
2023-11-04,19:30,Série A,Matchweek 32,Sat,Away,L,0,1,Grêmio,0.9,0.5,58,40154,Thaciano,3-5-1-1,Braulio Machado,Match Report,
2023-11-09,20:00,Série A,Matchweek 33,Thu,Home,L,0,3,Cuiabá,0.7,2.0,62,33931,Kanu,4-2-3-1,Felipe Fernandes de Lima,Match Report,
2023-11-12,18:30,Série A,Matchweek 34,Sun,Home,D,1,1,Ath Paranaense,2.5,0.7,51,33214,Kanu,5-4-1,Rafael Rodrigo Klein,Match Report,
2023-11-24,21:00,Série A,Matchweek 35,Fri,Away,W,5,1,Corinthians,2.7,0.9,35,39403,Kanu,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2023-11-29,20:00,Série A,Matchweek 36,Wed,Home,L,0,1,São Paulo,0.9,1.0,33,46288,Kanu,3-4-3,Braulio Machado,Match Report,
2023-12-03,18:30,Série A,Matchweek 37,Sun,Away,L,2,3,América (MG),3.7,1.2,57,2471,Kanu,3-5-2,Marcelo de Lima Henrique,Match Report,
2023-12-06,21:30,Série A,Matchweek 38,Wed,Home,W,4,1,Atlético Mineiro,1.4,1.1,38,28019,Kanu,3-4-3,Ramon Abatti,Match Report,
