Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Marcos Felipe,br BRA,GK,26.0,37,3330.0,90.0,97.4,37.0,37,90.0,37,0,,0,1.19,49.0,51.0,-2.0,-0.05,0.95,49.5,48.2,1.3,0.04,1.97,Matches
Thaciano,br BRA,"MF,FW",27.0,35,2887.0,82.0,84.4,32.1,35,82.0,16,0,,1,1.26,47.0,40.0,7.0,0.22,1.91,44.2,42.2,2.0,0.06,0.5,Matches
Kanu,br BRA,DF,25.0,33,2909.0,88.0,85.1,32.3,33,88.0,30,0,,0,1.18,42.0,44.0,-2.0,-0.06,0.11,42.7,43.3,-0.6,-0.02,-0.02,Matches
Rezende,br BRA,"MF,DF",28.0,33,2705.0,82.0,79.1,30.1,32,84.0,21,1,24.0,1,1.21,43.0,42.0,1.0,0.03,0.54,41.2,37.0,4.2,0.14,0.75,Matches
Cauly Oliveira Souza,br BRA,"MF,FW",27.0,32,2543.0,79.0,74.4,28.3,30,82.0,17,2,37.0,0,1.22,41.0,36.0,5.0,0.18,1.0,39.0,35.7,3.3,0.12,0.52,Matches
Vitor Hugo,br BRA,DF,31.0,27,2129.0,79.0,62.3,23.7,27,79.0,19,0,,3,1.15,33.0,36.0,-3.0,-0.13,-0.13,31.6,34.9,-3.3,-0.14,-0.33,Matches
Everaldo Stum,br BRA,FW,31.0,33,2178.0,66.0,63.7,24.2,25,80.0,11,8,21.0,1,1.15,29.0,30.0,-1.0,-0.04,0.1,33.4,28.9,4.6,0.19,0.56,Matches
Nicolás Acevedo,uy URU,MF,23.0,31,1970.0,64.0,57.6,21.9,21,84.0,16,10,20.0,3,1.16,20.0,28.0,-8.0,-0.37,-0.68,26.8,29.8,-3.0,-0.14,-0.29,Matches
Gilberto,br BRA,DF,29.0,21,1852.0,88.0,54.2,20.6,21,88.0,18,0,,1,1.48,34.0,28.0,6.0,0.29,0.81,30.6,25.8,4.8,0.23,0.54,Matches
Ademir Santos,br BRA,"FW,MF",27.0,33,1740.0,53.0,50.9,19.3,19,74.0,4,14,24.0,2,1.18,26.0,27.0,-1.0,-0.05,0.06,26.5,26.5,0.1,0.0,0.04,Matches
Yago,br BRA,MF,27.0,25,1363.0,55.0,39.9,15.1,16,75.0,1,9,17.0,2,1.28,27.0,21.0,6.0,0.4,0.79,20.8,19.0,1.8,0.12,0.22,Matches
Gabriel Teixeira,br BRA,"FW,MF",21.0,25,1361.0,54.0,39.8,15.1,15,76.0,2,10,23.0,0,1.15,20.0,26.0,-6.0,-0.4,-0.53,23.3,20.3,3.0,0.2,0.35,Matches
Camilo Cándido,uy URU,DF,27.0,19,1244.0,65.0,36.4,13.8,15,78.0,7,4,18.0,2,1.37,22.0,19.0,3.0,0.22,0.47,18.9,19.0,-0.1,-0.01,0.02,Matches
Gabriel,br BRA,DF,21.0,13,977.0,75.0,28.6,10.9,10,84.0,8,3,44.0,24,0.85,11.0,15.0,-4.0,-0.37,-0.41,10.8,15.0,-4.2,-0.38,-0.51,Matches
David Duarte,br BRA,DF,28.0,11,867.0,79.0,25.4,9.6,10,86.0,7,1,5.0,8,1.0,15.0,16.0,-1.0,-0.1,-0.03,11.7,9.3,2.5,0.26,0.36,Matches
Cicinho,bg BUL,DF,34.0,13,753.0,58.0,22.0,8.4,9,78.0,5,4,12.0,23,1.15,7.0,11.0,-4.0,-0.48,-0.51,8.3,14.2,-6.0,-0.72,-0.9,Matches
Rafael Ratão,br BRA,"FW,MF",27.0,18,779.0,43.0,22.8,8.7,8,73.0,0,10,20.0,2,1.33,15.0,13.0,2.0,0.23,0.4,12.6,12.0,0.6,0.07,0.11,Matches
Vinicius Mingotti,br BRA,FW,23.0,17,659.0,39.0,19.3,7.3,8,67.0,1,9,13.0,14,0.82,6.0,10.0,-4.0,-0.55,-0.58,8.4,12.4,-4.0,-0.55,-0.66,Matches
Vítor Jacaré,br BRA,"DF,MF",23.0,18,855.0,48.0,25.0,9.5,7,90.0,7,11,20.0,8,1.0,11.0,16.0,-5.0,-0.53,-0.6,12.6,10.8,1.7,0.19,0.27,Matches
Jhoanner Chávez,ec ECU,"DF,MF",20.0,10,589.0,59.0,17.2,6.5,7,79.0,5,3,12.0,3,0.8,4.0,12.0,-8.0,-1.22,-1.38,5.5,10.9,-5.3,-0.82,-0.97,Matches
Luciano Juba,br BRA,"DF,MF",23.0,14,647.0,46.0,18.9,7.2,6,80.0,3,8,21.0,3,1.21,11.0,11.0,0.0,0.0,0.1,12.5,7.2,5.3,0.73,0.93,Matches
Matheus Bahia,br BRA,"DF,MF",23.0,12,493.0,41.0,14.4,5.5,6,63.0,1,6,20.0,15,1.67,7.0,3.0,4.0,0.73,0.95,7.1,6.2,0.9,0.15,0.19,Matches
Kayky Chagas,br BRA,"FW,MF",19.0,10,410.0,41.0,12.0,4.6,6,61.0,0,4,11.0,4,0.6,4.0,6.0,-2.0,-0.44,-0.41,4.4,7.3,-2.9,-0.63,-0.69,Matches
Ryan Carlos,br BRA,DF,20.0,9,578.0,64.0,16.9,6.4,5,83.0,2,4,41.0,6,0.56,7.0,10.0,-3.0,-0.47,-0.47,8.8,9.9,-1.2,-0.18,-0.2,Matches
Raul Bicalho,br BRA,DF,23.0,7,321.0,46.0,9.4,3.6,4,72.0,3,3,11.0,9,1.86,7.0,5.0,2.0,0.56,0.71,6.4,5.0,1.5,0.41,0.47,Matches
Arthur Sales,br BRA,"FW,MF",20.0,9,290.0,32.0,8.5,3.2,2,67.0,0,7,22.0,7,0.89,5.0,8.0,-3.0,-0.93,-0.93,4.1,5.6,-1.5,-0.46,-0.49,Matches
Lucas Mugni,ar ARG,"MF,FW",31.0,15,361.0,24.0,10.6,4.0,1,66.0,0,14,21.0,19,1.2,3.0,11.0,-8.0,-1.99,-2.14,3.9,9.3,-5.4,-1.36,-1.5,Matches
