Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Player Link_,Player ID_,Competition
5,Gabriel Arias,CHI,GK,Racing Club,,35,1987,23.7,1.27,0.08,0.04,0.17,0.0,1.19,0.3,-0.08,-0.08,4.09,10.6,38.6,22.4,5.27,30.5,33.5,8.69,43.2,39.5,13.5,0.89,6.5,1.1,1.1,14.3,https://fbref.com/en/players/9f9cbfca/Gabriel-Arias,9f9cbfca,Argentina Liga Profesional
6,Franco Armani,ARG,GK,River Plate,,36,1986,26.0,0.65,0.08,0.04,0.04,0.0,0.83,0.27,0.17,0.17,3.15,6.65,47.4,18.1,5.27,22.8,29.4,6.73,37.7,35.7,12.1,0.69,5.7,0.62,0.62,14.6,https://fbref.com/en/players/b3e42951/Franco-Armani,b3e42951,Argentina Liga Profesional
7,Augusto Batalla,ARG,GK,San Lorenzo,,26,1996,22.0,0.41,0.05,0.0,0.09,0.0,0.69,0.21,0.28,0.28,8.73,20.5,42.7,18.8,2.82,67.1,46.2,8.82,88.7,60.5,11.4,1.73,15.1,0.32,0.32,10.9,https://fbref.com/en/players/fc627681/Augusto-Batalla,fc627681,Argentina Liga Profesional
8,Enrique Bologna,ARG,GK,Defensa y Just,,40,1982,6.0,1.17,0.17,0.0,0.0,0.0,1.22,0.25,0.05,0.06,4.17,10.7,39.1,22.3,3.67,30.6,32.3,9.5,40.4,36.4,16.3,0.67,4.1,0.17,0.17,8.3,https://fbref.com/en/players/33330466/Enrique-Bologna,33330466,Argentina Liga Profesional
9,Jorge Broun,ARG,GK,Rosario Cent,,36,1986,23.0,1.0,0.09,0.0,0.17,0.0,1.08,0.24,0.08,0.08,6.35,13.6,46.8,18.2,3.78,48.1,40.5,9.48,50.9,41.4,17.8,0.74,4.1,0.3,0.3,10.8,https://fbref.com/en/players/6503ae16/Jorge-Broun,6503ae16,Argentina Liga Profesional
10,Leonardo Burián,URU,GK,Vélez Sarsfield,,39,1984,18.5,0.86,0.11,0.0,0.11,0.11,0.76,0.24,0.0,0.0,4.97,11.6,42.8,17.4,2.76,39.9,36.6,9.03,52.1,42.5,13.8,0.49,3.5,0.43,0.43,12.2,https://fbref.com/en/players/c3cc43dc/Leonardo-Burian,c3cc43dc,Argentina Liga Profesional
11,Facundo Cambeses,ARG,GK,Banfield,,25,1997,27.0,1.19,0.07,0.0,0.22,0.04,1.11,0.27,-0.04,-0.04,4.56,12.2,37.3,14.7,3.0,49.0,39.8,7.63,66.0,49.5,14.3,0.52,3.6,0.33,0.33,11.8,https://fbref.com/en/players/0a7c2b06/Facundo-Cambeses,0a7c2b06,Argentina Liga Profesional
12,Dante Campisi,ARG,GK,CA Huracán,,26,1996,2.0,1.5,0.0,0.0,0.5,0.0,1.3,0.32,-0.2,-0.21,8.5,18.0,47.2,25.0,3.5,46.0,37.9,9.0,72.2,55.4,20.0,1.0,5.0,1.0,1.0,12.5,https://fbref.com/en/players/3dff7ccb/Dante-Campisi,3dff7ccb,Argentina Liga Profesional
13,Jorge Carranza,ARG,GK,Instituto Atlético Central Córdoba,,41,1981,16.9,1.18,0.24,0.06,0.12,0.0,1.4,0.27,0.21,0.22,5.8,15.1,38.4,20.8,2.78,53.6,40.4,7.04,56.3,42.2,13.8,1.01,7.3,0.59,0.59,12.2,https://fbref.com/en/players/bd5c46c3/Jorge-Carranza,bd5c46c3,Argentina Liga Profesional
14,Ezequiel Centurión,ARG,GK,River Plate,,25,1997,1.0,3.0,0.0,0.0,0.0,0.0,2.3,0.47,-0.7,-0.67,6.0,8.0,75.0,25.0,7.0,24.0,26.8,11.0,18.2,25.7,15.0,2.0,13.3,1.0,1.0,12.7,https://fbref.com/en/players/d2313e46/Ezequiel-Centurion,d2313e46,Argentina Liga Profesional
15,Lucas Chávez,ARG,GK,CA Huracán,,27,1995,25.0,1.04,0.08,0.0,0.12,0.04,0.96,0.25,-0.04,-0.05,6.36,15.9,39.9,28.8,3.72,42.5,37.3,5.84,63.0,48.7,11.9,1.04,8.7,2.12,2.12,19.6,https://fbref.com/en/players/47e44704/Lucas-Chavez,47e44704,Argentina Liga Profesional
16,Ignacio Chicco,ARG,GK,Colón,,26,1996,27.0,1.22,0.22,0.11,0.15,0.04,1.3,0.24,0.11,0.12,4.41,12.4,35.6,19.2,5.11,35.1,34.6,10.4,54.1,43.1,15.8,0.89,5.6,0.81,0.81,12.8,https://fbref.com/en/players/3723f64a/Ignacio-Chicco,3723f64a,Argentina Liga Profesional
17,Andrés Desábato,ARG,GK,Barracas Central,,32,1990,24.0,1.0,0.08,0.0,0.17,0.04,1.16,0.27,0.2,0.2,5.54,16.4,33.8,23.8,3.88,46.2,39.6,8.08,66.5,49.5,15.2,1.13,7.4,1.5,1.5,15.3,https://fbref.com/en/players/bf3b5c92/Andres-Desabato,bf3b5c92,Argentina Liga Profesional
18,José Devecchi,ARG,GK,Sarmiento,,27,1995,6.0,1.33,0.0,0.0,0.33,0.0,1.42,0.29,0.08,0.08,7.5,17.2,43.7,16.3,3.5,61.2,44.1,8.67,82.7,56.1,17.3,1.17,6.7,0.83,0.83,12.6,https://fbref.com/en/players/5d448a04/Jose-Devecchi,5d448a04,Argentina Liga Profesional
19,Tomás Durso,ARG,GK,Gimnasia ELP,,23,1999,26.0,1.35,0.08,0.0,0.27,0.04,1.16,0.29,-0.15,-0.15,5.31,14.8,35.8,15.7,3.15,61.0,44.9,7.81,67.0,50.7,17.0,0.69,4.1,0.62,0.62,12.2,https://fbref.com/en/players/a7245aa0/Tomas-Durso,a7245aa0,Argentina Liga Profesional
20,Gastón Gómez,ARG,GK,Vélez Sarsfield,,26,1996,8.5,1.29,0.12,0.0,0.24,0.0,1.33,0.28,0.04,0.03,4.47,10.4,43.2,16.5,4.0,44.3,37.6,6.59,46.4,39.5,12.7,0.24,1.9,0.35,0.35,12.8,https://fbref.com/en/players/33c24be0/Gaston-Gomez,33c24be0,Argentina Liga Profesional
21,Javier Hernán García,ARG,GK,Boca Juniors,,36,1987,4.0,1.0,0.0,0.0,0.0,0.0,0.65,0.26,-0.35,-0.34,3.0,10.5,28.6,22.0,3.75,36.4,33.5,5.75,43.5,36.0,8.25,1.0,12.1,0.75,0.75,16.1,https://fbref.com/en/players/55c66abd/Javier-Hernan-Garcia,55c66abd,Argentina Liga Profesional
22,Guido Herrera,ARG,GK,Talleres,,30,1992,27.0,0.85,0.11,0.04,0.07,0.07,1.06,0.25,0.28,0.28,5.93,15.6,38.1,24.3,2.26,50.9,41.4,7.3,43.7,38.5,13.9,1.22,8.8,1.04,1.04,13.0,https://fbref.com/en/players/4b9b1f3a/Guido-Herrera,4b9b1f3a,Argentina Liga Profesional
23,Lucas Hoyos,ARG,GK,Newell's OB,,33,1989,27.0,0.89,0.07,0.07,0.22,0.0,0.96,0.25,0.07,0.08,5.07,13.2,38.5,35.0,2.15,28.6,30.1,6.67,47.2,38.8,12.3,1.07,8.8,1.26,1.26,14.8,https://fbref.com/en/players/848cbc52/Lucas-Hoyos,848cbc52,Argentina Liga Profesional
24,Marcos Ignacio Ledesma,ARG,GK,CC Córdoba,,26,1996,18.0,1.17,0.11,0.0,0.11,0.06,1.34,0.28,0.23,0.23,5.67,20.1,28.2,17.0,3.44,64.1,46.5,10.8,85.1,60.3,17.7,1.39,7.8,1.22,1.22,14.6,https://fbref.com/en/players/97232163/Marcos-Ignacio-Ledesma,97232163,Argentina Liga Profesional
25,Nelson Insfrán,ARG,GK,Gimnasia ELP,,27,1995,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.28,0.0,-0.03,12.0,24.0,50.0,20.0,3.0,65.0,41.3,13.0,84.6,51.5,20.0,1.0,5.0,2.0,2.0,18.0,https://fbref.com/en/players/6a72010c/Nelson-Insfran,6a72010c,Argentina Liga Profesional
26,Federico Lanzillota,ARG,GK,Argentinos Jun,,30,1992,14.0,1.07,0.14,0.07,0.07,0.0,0.9,0.27,-0.17,-0.17,3.5,7.79,45.0,23.8,3.21,23.7,28.8,6.43,33.3,30.5,11.4,0.21,1.9,1.43,1.43,17.1,https://fbref.com/en/players/c2b0169e/Federico-Lanzillota,c2b0169e,Argentina Liga Profesional
27,Nahuel Losada,ARG,GK,Club Atlético Belgrano,,29,1993,25.5,0.94,0.08,0.04,0.16,0.04,1.13,0.26,0.23,0.23,5.65,12.5,45.0,23.2,5.29,36.2,36.3,8.63,48.2,42.9,15.6,1.57,10.1,1.06,1.06,12.6,https://fbref.com/en/players/f07d5b4d/Nahuel-Losada,f07d5b4d,Argentina Liga Profesional
28,Ramiro Macagno,ARG,GK,Platense,,25,1997,22.0,0.82,0.09,0.0,0.0,0.0,0.99,0.28,0.17,0.17,5.32,16.1,33.0,19.6,3.41,52.5,41.8,8.91,65.3,51.6,16.5,1.27,7.7,1.23,1.23,16.6,https://fbref.com/en/players/64293bed/Ramiro-Macagno,64293bed,Argentina Liga Profesional
29,Matías Mansilla,ARG,GK,CC Córdoba,,26,1996,9.0,1.0,0.0,0.0,0.11,0.0,1.14,0.28,0.14,0.14,6.56,21.4,30.6,16.8,3.11,70.2,48.8,11.9,81.3,57.3,15.3,1.67,10.9,0.11,0.11,8.0,https://fbref.com/en/players/30c0c914/Matias-Mansilla,30c0c914,Argentina Liga Profesional
30,Tomás Marchiori,ARG,GK,Tucumán,,27,1995,27.0,1.0,0.11,0.04,0.07,0.04,1.12,0.24,0.16,0.16,5.96,15.1,39.5,15.8,2.85,58.5,43.3,9.37,62.8,46.4,16.6,0.78,4.7,0.22,0.22,10.4,https://fbref.com/en/players/1c00ff13/Tomas-Marchiori,1c00ff13,Argentina Liga Profesional
31,Gonzalo Marinelli,ARG,GK,Tigre,,33,1989,25.0,1.12,0.04,0.0,0.2,0.0,1.14,0.27,0.02,0.02,6.0,14.7,40.8,29.0,2.36,42.8,36.9,5.36,43.3,38.6,13.2,1.2,9.1,1.12,1.12,15.4,https://fbref.com/en/players/d9caf300/Gonzalo-Marinelli,d9caf300,Argentina Liga Profesional
32,Alexis Martin Arias,ARG,GK,Argentinos Jun,,30,1992,13.0,0.54,0.23,0.0,0.08,0.0,0.81,0.18,0.27,0.27,3.31,7.38,44.8,22.8,5.54,23.0,28.2,7.54,28.6,28.2,11.2,0.38,3.4,1.54,1.54,17.5,https://fbref.com/en/players/f2ba9b05/Alexis-Martin-Arias,f2ba9b05,Argentina Liga Profesional
33,Diego Matías Rodríguez,ARG,GK,Godoy Cruz,,33,1989,26.0,1.15,0.27,0.0,0.19,0.04,1.32,0.29,0.2,0.2,8.35,18.0,46.3,21.7,1.81,57.8,44.3,8.77,62.7,47.1,12.2,0.69,5.7,0.65,0.65,12.6,https://fbref.com/en/players/19f4d2c0/Diego-Matias-Rodriguez,19f4d2c0,Argentina Liga Profesional
34,Alejandro Medina,ARG,GK,Arsenal,,35,1987,27.0,1.26,0.19,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/43d66dad/Alejandro-Medina,43d66dad,Argentina Liga Profesional
35,Santiago Mele,URU,GK,CA Unión,,25,1997,16.0,0.94,0.13,0.0,0.06,0.0,1.19,0.27,0.25,0.25,3.94,11.6,33.9,16.0,3.94,44.1,37.6,9.0,50.7,40.9,15.6,0.75,4.8,0.69,0.69,12.6,https://fbref.com/en/players/62849d22/Santiago-Mele,62849d22,Argentina Liga Profesional
36,Sebastián Meza,ARG,GK,Sarmiento,,22,2000,21.0,0.86,0.19,0.0,0.14,0.0,1.22,0.22,0.36,0.36,7.67,18.8,40.9,12.0,1.43,72.7,49.6,11.2,89.4,62.9,18.3,0.62,3.4,0.62,0.62,14.2,https://fbref.com/en/players/a3f3cf7a/Sebastian-Meza,a3f3cf7a,Argentina Liga Profesional
37,Lautaro Morales,ARG,GK,Lanús,,23,1999,8.9,1.01,0.0,0.0,0.0,0.11,0.64,0.3,-0.26,-0.26,5.84,13.1,44.4,22.7,3.26,37.6,33.5,10.9,42.3,36.9,17.5,1.01,5.8,0.22,0.23,10.0,https://fbref.com/en/players/119a4577/Lautaro-Morales,119a4577,Argentina Liga Profesional
38,Sebastián Moyano,ARG,GK,CA Unión,,32,1990,11.0,0.91,0.09,0.0,0.0,0.0,1.03,0.33,0.12,0.12,3.55,11.6,30.5,18.4,3.27,36.1,35.1,7.73,64.7,48.1,11.7,1.18,10.1,0.73,0.73,12.9,https://fbref.com/en/players/e4bcd56b/Sebastian-Moyano,e4bcd56b,Argentina Liga Profesional
39,Rodrigo Rey,ARG,GK,Independiente,,31,1991,27.0,1.19,0.19,0.04,0.33,0.04,1.16,0.27,0.01,0.01,3.81,14.3,26.6,17.1,3.0,54.9,41.5,8.04,61.8,46.6,12.9,1.04,8.0,1.0,1.0,14.7,https://fbref.com/en/players/6436748b/Rodrigo-Rey,6436748b,Argentina Liga Profesional
40,Manuel Roffo,ARG,GK,Instituto Atlético Central Córdoba,,22,2000,10.1,1.49,0.1,0.1,0.0,0.1,1.49,0.25,0.1,0.1,7.03,19.4,36.2,23.3,3.17,56.6,43.3,8.42,74.1,54.6,15.8,1.68,10.6,1.58,1.59,15.5,https://fbref.com/en/players/b50e5848/Manuel-Roffo,b50e5848,Argentina Liga Profesional
41,Santiago Rojas,PAR,GK,Tigre,,26,1996,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.25,0.5,0.51,6.0,16.0,37.5,14.0,1.0,71.4,54.0,8.0,75.0,55.8,8.5,0.5,5.9,0.0,0.0,4.0,https://fbref.com/en/players/6ce17eba/Santiago-Rojas,6ce17eba,Argentina Liga Profesional
42,Sergio Romero,ARG,GK,Boca Juniors,,35,1987,23.0,0.87,0.13,0.0,0.13,0.09,1.26,0.28,0.47,0.48,3.39,9.57,35.5,20.0,4.7,32.2,33.8,7.09,44.2,39.3,11.7,0.7,5.9,0.52,0.52,11.8,https://fbref.com/en/players/1e26e376/Sergio-Romero,1e26e376,Argentina Liga Profesional
43,Daniel Sappa,ARG,GK,Estudiantes,,27,1995,2.0,2.5,0.5,0.0,0.5,0.0,2.25,0.28,-0.25,-0.25,1.0,9.0,11.1,19.5,5.0,41.0,42.3,4.5,22.2,31.4,8.5,0.0,0.0,0.0,0.0,20.0,https://fbref.com/en/players/7185dd2c/Daniel-Sappa,7185dd2c,Argentina Liga Profesional
44,Rodrigo Saracho,ARG,GK,Godoy Cruz,,29,1994,1.0,2.0,0.0,0.0,1.0,0.0,1.5,0.51,-0.5,-0.47,10.0,19.0,52.6,20.0,3.0,80.0,49.3,7.0,42.9,42.1,15.0,3.0,20.0,0.0,0.0,7.1,https://fbref.com/en/players/8ba6fbcc/Rodrigo-Saracho,8ba6fbcc,Argentina Liga Profesional
45,Gaspar Servio,ARG,GK,Rosario Cent,,30,1992,4.0,1.5,0.0,0.0,0.0,0.0,1.75,0.27,0.25,0.26,4.0,15.0,26.7,17.0,5.0,55.9,44.6,8.0,68.8,55.2,13.0,0.75,5.8,0.0,0.0,7.8,https://fbref.com/en/players/62667393/Gaspar-Servio,62667393,Argentina Liga Profesional
46,Matías Tagliamonte,ARG,GK,Racing Club,,24,1998,3.3,1.52,0.0,0.0,0.3,0.0,1.61,0.36,0.09,0.1,4.24,12.7,33.3,20.6,4.55,39.7,34.5,9.09,50.0,40.9,14.8,0.91,6.1,1.52,1.52,16.9,https://fbref.com/en/players/bafc3bbe/Matias-Tagliamonte,bafc3bbe,Argentina Liga Profesional
47,Ezequiel Unsain,ARG,GK,Defensa y Just,,27,1995,21.0,0.76,0.0,0.1,0.24,0.0,1.06,0.25,0.3,0.3,4.95,11.9,41.6,28.2,3.52,30.0,33.6,10.1,33.8,36.8,19.3,1.29,6.7,0.52,0.52,11.1,https://fbref.com/en/players/036f15cf/Ezequiel-Unsain,036f15cf,Argentina Liga Profesional
48,Manuel Vicentini,ARG,GK,Club Atlético Belgrano,,32,1990,1.5,1.33,0.0,0.0,0.0,0.0,1.2,0.22,-0.13,-0.16,12.7,20.0,63.3,26.0,4.67,53.8,41.8,7.33,81.8,51.3,16.7,1.33,8.0,0.0,0.0,13.8,https://fbref.com/en/players/a949c8a0/Manuel-Vicentini,a949c8a0,Argentina Liga Profesional
49,Guido Villar,ARG,GK,Barracas Central,,27,1995,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/ea1ab6f4/Guido-Villar,ea1ab6f4,Argentina Liga Profesional
