Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Juninho,br BRA,MF,35.0,32.5,3,28,10,35.7,0.86,0.31,0.11,0.3,15.7,0,0,0,2.4,2.4,0.09,0.6,0.6,Matches
Leandro Emmanuel Martínez,ar ARG,MF,28.0,28.2,1,37,11,29.7,1.31,0.39,0.03,0.09,22.8,3,0,0,3.3,3.3,0.09,-2.3,-2.3,Matches
Felipe Azevedo,br BRA,"FW,MF",36.0,19.4,4,45,15,33.3,2.32,0.77,0.09,0.27,17.3,0,0,0,3.7,3.7,0.09,0.3,0.3,Matches
Iago Maidana,br BRA,DF,26.0,24.0,0,15,4,26.7,0.62,0.17,0.0,0.0,13.6,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
Danilo Avelar,br BRA,DF,33.0,22.0,3,34,9,26.5,1.54,0.41,0.06,0.22,13.5,0,1,1,4.0,3.2,0.1,-1.0,-1.2,Matches
Gonzalo Mastriani,uy URU,FW,29.0,19.9,11,54,23,42.6,2.71,1.15,0.19,0.43,14.3,0,1,2,10.7,9.2,0.17,0.3,0.8,Matches
Marlon,br BRA,DF,28.0,18.6,1,11,3,27.3,0.59,0.16,0.09,0.33,24.2,0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
Ricardo Silva,br BRA,DF,30.0,17.9,1,7,4,57.1,0.39,0.22,0.14,0.25,13.1,0,0,0,0.7,0.7,0.1,0.3,0.3,Matches
Eder,br BRA,DF,27.0,17.4,0,7,2,28.6,0.4,0.11,0.0,0.0,12.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Lucas Kal,br BRA,MF,26.0,13.7,0,11,2,18.2,0.8,0.15,0.0,0.0,27.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Matheus Cavichioli,br BRA,GK,36.0,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rodriguinho,br BRA,"DF,MF",19.0,13.9,2,12,4,33.3,0.87,0.29,0.17,0.5,21.0,0,0,0,0.5,0.5,0.04,1.5,1.5,Matches
Everaldo,br BRA,"FW,MF",28.0,13.7,1,20,4,20.0,1.46,0.29,0.05,0.25,20.4,0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
Ale,br BRA,MF,32.0,15.8,1,13,1,7.7,0.82,0.06,0.08,1.0,14.2,0,0,0,1.8,1.8,0.14,-0.8,-0.8,Matches
Martín Benítez,ar ARG,"MF,FW",28.0,12.4,3,36,10,27.8,2.89,0.8,0.08,0.3,24.5,6,0,0,2.6,2.6,0.08,0.4,0.4,Matches
Breno Cascardo,br BRA,MF,19.0,12.9,1,22,5,22.7,1.7,0.39,0.05,0.2,22.9,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
Jori,br BRA,GK,26.0,11.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mateus Pasinato,br BRA,GK,30.0,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marcinho,br BRA,DF,26.0,8.9,0,8,1,12.5,0.9,0.11,0.0,0.0,28.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Aloísio dos Santos Gonçalves,cn CHN,"FW,MF",34.0,8.0,3,34,10,29.4,4.27,1.26,0.03,0.1,20.5,2,2,2,4.1,2.7,0.08,-1.1,-1.7,Matches
Daniel Borges,br BRA,DF,29.0,8.9,0,3,0,0.0,0.34,0.0,0.0,,25.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Nicolas,br BRA,DF,25.0,8.0,1,8,5,62.5,1.0,0.62,0.13,0.2,29.5,4,0,0,0.2,0.2,0.03,0.8,0.8,Matches
Mateus Henrique,br BRA,DF,20.0,6.0,0,3,0,0.0,0.5,0.0,0.0,,13.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Júlio César,br BRA,DF,19.0,6.6,0,4,0,0.0,0.61,0.0,0.0,,14.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Wanderson,br BRA,DF,31.0,5.6,0,2,1,50.0,0.36,0.18,0.0,0.0,12.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Rodrigo Varanda,br BRA,"FW,MF",20.0,5.7,2,19,8,42.1,3.31,1.4,0.11,0.25,19.0,0,0,0,1.6,1.6,0.08,0.4,0.4,Matches
Renato Marques,br BRA,"FW,MF",19.0,5.7,3,14,6,42.9,2.45,1.05,0.21,0.5,18.1,0,0,0,1.3,1.3,0.09,1.7,1.7,Matches
Pedrinho,br BRA,"FW,MF",23.0,4.6,0,14,4,28.6,3.07,0.88,0.0,0.0,17.1,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Esteban Burgos,ar ARG,DF,31.0,3.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Óscar Méndez,uy URU,MF,28.0,2.9,0,1,0,0.0,0.35,0.0,0.0,,34.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Matheusinho,br BRA,"MF,FW",24.0,2.5,0,6,4,66.7,2.36,1.57,0.0,0.0,19.4,0,0,0,0.6,0.6,0.1,-0.6,-0.6,Matches
