Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Juninho,br BRA,MF,35.0,32.5,4,0,0,31,37,3,45,31,26,1,0,0,189,21,41,33.9,Matches
Leandro Emmanuel Martínez,ar ARG,MF,28.0,28.2,4,0,0,29,62,1,109,31,40,0,1,0,242,8,17,32.0,Matches
Felipe Azevedo,br BRA,"FW,MF",36.0,19.4,3,1,0,27,32,5,29,10,10,0,0,0,98,27,42,39.1,Matches
Iago Maidana,br BRA,DF,26.0,24.0,5,1,0,36,6,1,1,32,15,0,1,0,111,72,26,73.5,Matches
Danilo Avelar,br BRA,DF,33.0,22.0,5,1,0,47,14,3,19,35,22,0,1,0,96,95,38,71.4,Matches
Gonzalo Mastriani,uy URU,FW,29.0,19.9,1,1,0,18,19,4,3,1,7,0,0,0,50,48,59,44.9,Matches
Marlon,br BRA,DF,28.0,18.6,3,0,0,16,37,0,64,31,26,0,0,1,129,18,19,48.6,Matches
Ricardo Silva,br BRA,DF,30.0,17.9,3,0,0,21,15,0,2,28,17,0,0,0,90,59,26,69.4,Matches
Eder,br BRA,DF,27.0,17.4,7,1,1,21,4,3,1,19,14,0,0,1,85,40,35,53.3,Matches
Lucas Kal,br BRA,MF,26.0,13.7,4,0,0,19,3,0,8,15,7,0,0,0,65,8,13,38.1,Matches
Matheus Cavichioli,br BRA,GK,36.0,15.0,0,1,0,1,2,0,0,1,1,0,0,1,18,4,0,100.0,Matches
Rodriguinho,br BRA,"DF,MF",19.0,13.9,1,0,0,21,19,3,67,9,16,0,0,0,72,16,19,45.7,Matches
Everaldo,br BRA,"FW,MF",28.0,13.7,7,0,0,19,33,6,50,6,16,0,0,0,65,8,11,42.1,Matches
Ale,br BRA,MF,32.0,15.8,7,1,1,31,24,1,11,28,16,0,0,0,145,20,10,66.7,Matches
Martín Benítez,ar ARG,"MF,FW",28.0,12.4,4,0,0,14,45,4,51,6,7,0,0,0,57,4,9,30.8,Matches
Breno Cascardo,br BRA,MF,19.0,12.9,2,0,0,25,13,1,6,10,19,0,0,0,83,10,12,45.5,Matches
Jori,br BRA,GK,26.0,11.0,1,0,0,1,2,0,0,0,1,0,1,0,9,10,1,90.9,Matches
Mateus Pasinato,br BRA,GK,30.0,10.0,1,0,0,0,2,0,0,0,0,0,0,0,15,3,1,75.0,Matches
