Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Bento,br BRA,GK,23.0,33.0,580.0,886.0,65.5,16226.0,11267.0,114.0,114.0,100.0,283.0,292.0,96.9,180.0,469.0,38.4,1,0.3,0.3,0.7,2.0,10.0,0.0,0.0,0.0,Matches
Thiago Heleno,br BRA,DF,34.0,30.9,1276.0,1526.0,83.6,28855.0,11946.0,279.0,319.0,87.5,748.0,810.0,92.3,236.0,363.0,65.0,0,0.4,0.7,-0.4,5.0,83.0,7.0,0.0,87.0,Matches
Erick,br BRA,MF,25.0,27.8,982.0,1148.0,85.5,17025.0,5792.0,442.0,490.0,90.2,430.0,484.0,88.8,89.0,124.0,71.8,4,3.0,1.8,1.0,17.0,92.0,10.0,2.0,124.0,Matches
Vitor Bueno,br BRA,"MF,FW",28.0,23.1,769.0,1042.0,73.8,13538.0,4587.0,375.0,440.0,85.2,273.0,345.0,79.1,102.0,196.0,52.0,5,6.9,7.0,-1.9,81.0,95.0,62.0,12.0,149.0,Matches
Fernandinho,br BRA,MF,37.0,21.5,1029.0,1222.0,84.2,19680.0,7369.0,449.0,504.0,89.1,405.0,456.0,88.8,152.0,213.0,71.4,3,2.0,3.1,1.0,36.0,156.0,38.0,3.0,192.0,Matches
Agustín Canobbio,uy URU,"FW,MF",24.0,23.5,639.0,840.0,76.1,9639.0,3338.0,362.0,416.0,87.0,227.0,286.0,79.4,32.0,75.0,42.7,5,3.5,2.7,1.5,40.0,63.0,27.0,10.0,76.0,Matches
Tomás Cuello,ar ARG,"MF,FW",22.0,22.8,670.0,994.0,67.4,10923.0,3545.0,348.0,423.0,82.3,253.0,368.0,68.8,54.0,128.0,42.2,4,4.7,3.4,-0.7,31.0,39.0,30.0,16.0,71.0,Matches
Vitor Roque,br BRA,FW,17.0,19.0,195.0,267.0,73.0,2515.0,390.0,128.0,158.0,81.0,49.0,59.0,83.1,4.0,9.0,44.4,3,1.2,0.9,1.8,18.0,12.0,6.0,0.0,22.0,Matches
Cacá,br BRA,DF,23.0,18.8,612.0,752.0,81.4,12435.0,4277.0,180.0,200.0,90.0,343.0,383.0,89.6,81.0,144.0,56.3,0,0.3,0.6,-0.3,5.0,35.0,3.0,1.0,39.0,Matches
Lucas Esquivel,ar ARG,DF,21.0,18.3,793.0,1071.0,74.0,13225.0,5356.0,400.0,445.0,89.9,322.0,420.0,76.7,61.0,160.0,38.1,1,1.4,1.6,-0.4,19.0,63.0,8.0,7.0,69.0,Matches
Hugo Moura,br BRA,MF,25.0,14.7,525.0,625.0,84.0,9828.0,2823.0,230.0,261.0,88.1,230.0,255.0,90.2,60.0,86.0,69.8,0,0.2,0.7,-0.2,4.0,55.0,6.0,1.0,55.0,Matches
Pablo,br BRA,FW,30.0,15.5,338.0,442.0,76.5,5487.0,1090.0,175.0,216.0,81.0,123.0,147.0,83.7,30.0,45.0,66.7,2,1.6,1.0,0.4,26.0,21.0,11.0,4.0,36.0,Matches
