Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Bento,br BRA,GK,23.0,33.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1,1.0,18.0,1.0,Matches
Thiago Heleno,br BRA,DF,34.0,30.9,41.0,26,28.0,12.0,1.0,27.0,39.0,69.2,12.0,35.0,19.0,16.0,41,82.0,138.0,1.0,Matches
Erick,br BRA,MF,25.0,27.8,48.0,27,18.0,26.0,4.0,21.0,44.0,47.7,23.0,33.0,12.0,21.0,42,90.0,32.0,0.0,Matches
Vitor Bueno,br BRA,"MF,FW",28.0,23.1,16.0,7,6.0,7.0,3.0,5.0,18.0,27.8,13.0,16.0,2.0,14.0,6,22.0,1.0,0.0,Matches
Fernandinho,br BRA,MF,37.0,21.5,26.0,15,10.0,13.0,3.0,16.0,33.0,48.5,17.0,19.0,7.0,12.0,16,42.0,27.0,0.0,Matches
Agustín Canobbio,uy URU,"FW,MF",24.0,23.5,59.0,39,19.0,24.0,16.0,30.0,65.0,46.2,35.0,48.0,3.0,45.0,8,67.0,18.0,0.0,Matches
Tomás Cuello,ar ARG,"MF,FW",22.0,22.8,54.0,25,22.0,27.0,5.0,29.0,51.0,56.9,22.0,19.0,2.0,17.0,37,91.0,29.0,1.0,Matches
Vitor Roque,br BRA,FW,17.0,19.0,19.0,10,8.0,8.0,3.0,7.0,18.0,38.9,11.0,12.0,2.0,10.0,2,21.0,2.0,0.0,Matches
Cacá,br BRA,DF,23.0,18.8,27.0,16,23.0,4.0,0.0,16.0,25.0,64.0,9.0,23.0,15.0,8.0,18,45.0,69.0,1.0,Matches
Lucas Esquivel,ar ARG,DF,21.0,18.3,34.0,27,15.0,14.0,5.0,13.0,27.0,48.1,14.0,27.0,7.0,20.0,22,56.0,50.0,0.0,Matches
Hugo Moura,br BRA,MF,25.0,14.7,41.0,19,21.0,19.0,1.0,14.0,45.0,31.1,31.0,31.0,4.0,27.0,19,60.0,27.0,0.0,Matches
Pablo,br BRA,FW,30.0,15.5,18.0,10,4.0,11.0,3.0,7.0,16.0,43.8,9.0,11.0,1.0,10.0,8,26.0,19.0,0.0,Matches
Christian,br BRA,"MF,FW",22.0,15.1,23.0,13,5.0,15.0,3.0,8.0,19.0,42.1,11.0,15.0,1.0,14.0,10,33.0,9.0,1.0,Matches
Mádson,br BRA,"DF,MF",31.0,14.8,12.0,4,5.0,7.0,0.0,5.0,9.0,55.6,4.0,12.0,5.0,7.0,11,23.0,41.0,0.0,Matches
Bruno Zapelli,ar ARG,"MF,FW",20.0,12.7,16.0,7,6.0,8.0,2.0,13.0,22.0,59.1,9.0,17.0,1.0,16.0,7,23.0,3.0,0.0,Matches
Khellven,br BRA,DF,21.0,11.1,14.0,11,6.0,8.0,0.0,11.0,21.0,52.4,10.0,9.0,5.0,4.0,16,30.0,29.0,0.0,Matches
Zé Ivaldo,br BRA,DF,25.0,11.3,17.0,13,13.0,4.0,0.0,10.0,14.0,71.4,4.0,7.0,5.0,2.0,16,33.0,45.0,0.0,Matches
Pedro Henrique,br BRA,DF,27.0,9.5,8.0,5,6.0,2.0,0.0,1.0,6.0,16.7,5.0,21.0,14.0,7.0,12,20.0,30.0,0.0,Matches
Alex Santana,br BRA,MF,27.0,11.1,15.0,11,5.0,7.0,3.0,9.0,19.0,47.4,10.0,10.0,7.0,3.0,11,26.0,8.0,0.0,Matches
Kaique Rocha,br BRA,DF,21.0,7.2,6.0,3,3.0,2.0,1.0,3.0,4.0,75.0,1.0,8.0,3.0,5.0,13,19.0,46.0,0.0,Matches
Matheus Felipe,br BRA,DF,24.0,5.9,5.0,3,5.0,0.0,0.0,2.0,6.0,33.3,4.0,10.0,5.0,5.0,6,11.0,22.0,0.0,Matches
Willian,br BRA,"FW,MF",36.0,6.4,9.0,7,0.0,7.0,2.0,2.0,8.0,25.0,6.0,3.0,0.0,3.0,1,10.0,0.0,0.0,Matches
