Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Bento,br BRA,GK,23.0,33,33,2970.0,33.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Matches
Thiago Heleno,br BRA,DF,34.0,32,31,2779.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.8,0.8,0.4,1.2,2.0,87.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Erick,br BRA,MF,25.0,33,30,2499.0,27.8,4.0,4.0,8.0,4.0,0.0,0.0,7.0,0.0,5.4,5.4,3.0,8.4,27.0,124.0,37.0,0.14,0.14,0.29,0.14,0.29,0.19,0.11,0.3,0.19,0.3,Matches
Vitor Bueno,br BRA,"MF,FW",28.0,32,25,2075.0,23.1,5.0,5.0,10.0,2.0,3.0,3.0,7.0,0.0,5.3,3.1,6.9,9.9,74.0,149.0,114.0,0.22,0.22,0.43,0.09,0.3,0.23,0.3,0.53,0.13,0.43,Matches
Fernandinho,br BRA,MF,37.0,25,23,1935.0,21.5,1.0,3.0,4.0,0.0,1.0,1.0,11.0,1.0,1.2,0.4,2.0,2.4,35.0,192.0,52.0,0.05,0.14,0.19,0.0,0.14,0.06,0.09,0.15,0.02,0.11,Matches
Agustín Canobbio,uy URU,"FW,MF",24.0,29,22,2116.0,23.5,3.0,5.0,8.0,3.0,0.0,0.0,10.0,0.0,5.5,5.5,3.5,9.0,81.0,76.0,223.0,0.13,0.21,0.34,0.13,0.34,0.23,0.15,0.38,0.23,0.38,Matches
Tomás Cuello,ar ARG,"MF,FW",22.0,32,22,2055.0,22.8,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,1.5,1.5,4.7,6.2,81.0,71.0,173.0,0.0,0.18,0.18,0.0,0.18,0.07,0.2,0.27,0.07,0.27,Matches
Vitor Roque,br BRA,FW,17.0,25,19,1714.0,19.0,12.0,3.0,15.0,12.0,0.0,0.0,6.0,0.0,8.8,8.8,1.2,10.0,40.0,22.0,111.0,0.63,0.16,0.79,0.63,0.79,0.46,0.06,0.53,0.46,0.53,Matches
Cacá,br BRA,DF,23.0,19,19,1694.0,18.8,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.1,1.1,0.3,1.4,12.0,39.0,8.0,0.11,0.0,0.11,0.11,0.11,0.06,0.02,0.08,0.06,0.08,Matches
Lucas Esquivel,ar ARG,DF,21.0,19,18,1651.0,18.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.4,1.6,28.0,69.0,47.0,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.09,0.01,0.09,Matches
Hugo Moura,br BRA,MF,25.0,30,15,1327.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.2,0.5,11.0,55.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,Matches
Pablo,br BRA,FW,30.0,25,14,1396.0,15.5,7.0,2.0,9.0,7.0,0.0,0.0,3.0,0.0,6.1,6.1,1.6,7.7,15.0,36.0,60.0,0.45,0.13,0.58,0.45,0.58,0.39,0.1,0.49,0.39,0.49,Matches
Christian,br BRA,"MF,FW",22.0,21,14,1362.0,15.1,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,2.7,2.7,1.4,4.1,23.0,69.0,71.0,0.26,0.0,0.26,0.26,0.26,0.18,0.09,0.27,0.18,0.27,Matches
