Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Bento,br BRA,GK,23.0,33,2970.0,90.0,86.8,33.0,33,90.0,33,0,,0,1.42,41.0,37.0,4.0,0.12,-0.68,41.6,40.2,1.4,0.04,-0.58,Matches
Thiago Heleno,br BRA,DF,34.0,32,2779.0,87.0,81.3,30.9,31,90.0,30,1,1.0,1,1.59,46.0,35.0,11.0,0.36,0.78,42.7,37.2,5.4,0.18,0.31,Matches
Erick,br BRA,MF,25.0,33,2499.0,76.0,73.1,27.8,30,81.0,19,3,24.0,1,1.64,40.0,29.0,11.0,0.4,0.69,41.3,30.9,10.4,0.37,0.95,Matches
Vitor Bueno,br BRA,"MF,FW",28.0,32,2075.0,65.0,60.7,23.1,25,74.0,6,7,33.0,3,1.5,37.0,26.0,11.0,0.48,0.68,34.0,26.2,7.8,0.34,0.56,Matches
Fernandinho,br BRA,MF,37.0,25,1935.0,77.0,56.6,21.5,23,81.0,12,2,37.0,0,1.6,30.0,21.0,9.0,0.42,0.48,30.4,23.5,6.9,0.32,0.46,Matches
Agustín Canobbio,uy URU,"FW,MF",24.0,29,2116.0,73.0,61.9,23.5,22,87.0,16,7,29.0,1,1.52,33.0,27.0,6.0,0.26,0.12,33.4,27.8,5.6,0.24,0.32,Matches
Tomás Cuello,ar ARG,"MF,FW",22.0,32,2055.0,64.0,60.1,22.8,22,81.0,12,10,27.0,4,1.38,28.0,24.0,4.0,0.18,-0.09,29.2,28.4,0.8,0.04,-0.21,Matches
Vitor Roque,br BRA,FW,17.0,25,1714.0,69.0,50.1,19.0,19,82.0,6,6,27.0,0,1.68,31.0,23.0,8.0,0.42,0.42,28.1,23.2,4.9,0.26,0.28,Matches
Cacá,br BRA,DF,23.0,19,1694.0,89.0,49.5,18.8,19,89.0,18,0,,1,1.47,25.0,17.0,8.0,0.43,0.43,22.4,22.1,0.3,0.02,-0.2,Matches
Lucas Esquivel,ar ARG,DF,21.0,19,1651.0,87.0,48.3,18.3,18,90.0,18,1,31.0,1,1.53,25.0,18.0,7.0,0.38,0.33,26.3,19.5,6.8,0.37,0.49,Matches
Hugo Moura,br BRA,MF,25.0,30,1327.0,44.0,38.8,14.7,15,73.0,5,15,15.0,6,1.5,13.0,19.0,-6.0,-0.41,-1.01,15.4,22.2,-6.9,-0.47,-0.95,Matches
Pablo,br BRA,FW,30.0,25,1396.0,56.0,40.8,15.5,14,80.0,8,11,25.0,0,1.64,24.0,19.0,5.0,0.32,0.19,23.8,16.9,6.9,0.44,0.55,Matches
Christian,br BRA,"MF,FW",22.0,21,1362.0,65.0,39.8,15.1,14,81.0,5,7,33.0,2,1.57,20.0,17.0,3.0,0.2,-0.02,21.4,21.3,0.1,0.01,-0.19,Matches
Mádson,br BRA,"DF,MF",31.0,24,1328.0,55.0,38.8,14.8,14,80.0,8,10,21.0,2,1.5,23.0,21.0,2.0,0.14,-0.12,21.0,20.3,0.7,0.05,-0.12,Matches
Bruno Zapelli,ar ARG,"MF,FW",20.0,21,1143.0,54.0,33.4,12.7,13,73.0,0,8,25.0,1,1.38,16.0,15.0,1.0,0.08,-0.2,17.1,14.8,2.3,0.18,0.09,Matches
Khellven,br BRA,DF,21.0,15,995.0,66.0,29.1,11.1,13,74.0,4,2,14.0,5,1.8,13.0,8.0,5.0,0.45,0.34,14.7,12.3,2.4,0.21,0.13,Matches
Zé Ivaldo,br BRA,DF,25.0,14,1016.0,73.0,29.7,11.3,10,85.0,7,4,41.0,6,1.64,17.0,13.0,4.0,0.35,0.2,18.5,16.5,2.0,0.18,0.09,Matches
Pedro Henrique,br BRA,DF,27.0,11,855.0,78.0,25.0,9.5,10,81.0,8,1,45.0,2,1.73,11.0,11.0,0.0,0.0,-0.28,13.7,9.5,4.2,0.44,0.43,Matches
Alex Santana,br BRA,MF,27.0,21,1002.0,48.0,29.3,11.1,9,75.0,2,12,27.0,3,1.29,14.0,14.0,0.0,0.0,-0.3,12.7,14.2,-1.6,-0.14,-0.37,Matches
Kaique Rocha,br BRA,DF,21.0,10,649.0,65.0,19.0,7.2,7,85.0,6,3,18.0,18,1.5,9.0,8.0,1.0,0.14,-0.09,8.8,10.2,-1.4,-0.2,-0.39,Matches
Matheus Felipe,br BRA,DF,24.0,9,532.0,59.0,15.6,5.9,7,75.0,2,2,2.0,28,0.89,4.0,11.0,-7.0,-1.18,-1.65,7.3,11.3,-4.1,-0.69,-0.96,Matches
