Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Bento,br BRA,GK,23.0,33.0,3,0,0,2,4,0,0,1,0,0.0,0.0,0,16.0,10.0,0.0,100.0,Matches
Thiago Heleno,br BRA,DF,34.0,30.9,9,0,0,38,18,2,0,41,26,0.0,1.0,0,136.0,83.0,53.0,61.0,Matches
Erick,br BRA,MF,25.0,27.8,7,0,0,49,24,1,4,42,27,0.0,1.0,0,144.0,64.0,39.0,62.1,Matches
Vitor Bueno,br BRA,"MF,FW",28.0,23.1,7,0,0,21,34,5,146,6,7,0.0,0.0,0,87.0,18.0,37.0,32.7,Matches
Fernandinho,br BRA,MF,37.0,21.5,11,1,1,31,33,1,13,16,15,0.0,1.0,0,147.0,29.0,31.0,48.3,Matches
Agustín Canobbio,uy URU,"FW,MF",24.0,23.5,10,0,0,42,50,13,70,8,39,1.0,1.0,0,143.0,19.0,31.0,38.0,Matches
Tomás Cuello,ar ARG,"MF,FW",22.0,22.8,5,0,0,37,49,4,123,37,25,0.0,0.0,0,121.0,25.0,27.0,48.1,Matches
Vitor Roque,br BRA,FW,17.0,19.0,6,0,0,35,55,8,6,2,10,1.0,0.0,0,57.0,24.0,38.0,38.7,Matches
Cacá,br BRA,DF,23.0,18.8,6,0,0,30,9,0,4,18,16,0.0,0.0,0,87.0,41.0,36.0,53.2,Matches
Lucas Esquivel,ar ARG,DF,21.0,18.3,3,0,0,24,26,0,85,22,27,0.0,1.0,0,112.0,11.0,26.0,29.7,Matches
Hugo Moura,br BRA,MF,25.0,14.7,6,0,0,28,15,0,7,19,19,0.0,0.0,0,78.0,15.0,8.0,65.2,Matches
Pablo,br BRA,FW,30.0,15.5,3,0,0,23,19,11,10,8,10,0.0,0.0,0,61.0,25.0,37.0,40.3,Matches
Christian,br BRA,"MF,FW",22.0,15.1,1,0,0,32,25,0,21,10,13,0.0,0.0,0,55.0,7.0,22.0,24.1,Matches
Mádson,br BRA,"DF,MF",31.0,14.8,4,0,0,17,20,3,19,11,4,0.0,0.0,0,43.0,39.0,28.0,58.2,Matches
Bruno Zapelli,ar ARG,"MF,FW",20.0,12.7,0,0,0,13,13,1,39,7,7,0.0,0.0,0,56.0,7.0,12.0,36.8,Matches
Khellven,br BRA,DF,21.0,11.1,1,0,0,9,9,3,40,16,11,0.0,0.0,0,44.0,9.0,14.0,39.1,Matches
Zé Ivaldo,br BRA,DF,25.0,11.3,2,1,0,20,10,0,3,16,13,0.0,1.0,0,74.0,32.0,18.0,64.0,Matches
Pedro Henrique,br BRA,DF,27.0,9.5,3,0,0,14,6,2,4,12,5,0.0,0.0,0,51.0,22.0,18.0,55.0,Matches
Alex Santana,br BRA,MF,27.0,11.1,6,1,0,20,25,3,3,11,11,0.0,0.0,0,60.0,13.0,14.0,48.1,Matches
Kaique Rocha,br BRA,DF,21.0,7.2,2,0,0,7,3,0,0,13,3,0.0,1.0,0,34.0,20.0,10.0,66.7,Matches
Matheus Felipe,br BRA,DF,24.0,5.9,1,0,0,5,2,0,0,6,3,0.0,0.0,0,20.0,13.0,9.0,59.1,Matches
Willian,br BRA,"FW,MF",36.0,6.4,0,0,0,12,5,2,2,1,7,0.0,0.0,0,20.0,5.0,13.0,27.8,Matches
Fernando,br BRA,DF,23.0,5.3,1,0,0,4,2,0,21,8,9,0.0,0.0,0,25.0,3.0,8.0,27.3,Matches
Arturo Vidal,cl CHI,MF,35.0,4.2,3,0,0,11,10,0,7,6,8,0.0,0.0,0,21.0,5.0,7.0,41.7,Matches
Rômulo,br BRA,"FW,MF",20.0,5.7,1,0,0,9,7,2,10,5,8,1.0,0.0,0,35.0,14.0,22.0,38.9,Matches
Leonardo Linck,br BRA,GK,21.0,5.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,1.0,0.0,Matches
David Terans,uy URU,"MF,FW",28.0,4.4,1,0,0,6,10,4,20,1,1,0.0,0.0,0,21.0,1.0,8.0,11.1,Matches
Vinicius Kaue,br BRA,"DF,MF",19.0,3.8,1,1,0,7,1,0,9,3,2,0.0,0.0,0,13.0,3.0,8.0,27.3,Matches
Pedrinho,br BRA,"DF,MF",20.0,4.0,1,0,0,4,5,0,6,9,4,0.0,0.0,0,29.0,2.0,4.0,33.3,Matches
Léo Cittadini,br BRA,"MF,FW",28.0,2.2,0,0,0,6,3,0,6,2,4,0.0,0.0,0,12.0,4.0,4.0,50.0,Matches
Thiago,br BRA,"FW,MF",22.0,2.5,1,0,0,2,3,0,2,1,3,0.0,0.0,0,12.0,1.0,2.0,33.3,Matches
