Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Rúben Fernandes,pt POR,DF,37-238,14,14,1260.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.3,0.8,4.0,32.0,1.0,0.07,0.0,0.07,0.07,0.07,0.03,0.02,0.06,0.03,0.06,Matches
José Carlos,pt POR,DF,25-152,13,13,1144.0,12.7,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.2,0.2,0.5,0.7,12.0,31.0,37.0,0.08,0.08,0.16,0.08,0.16,0.02,0.04,0.06,0.02,0.06,Matches
Maxime Dominguez,ch SUI,"MF,FW",27-332,14,13,1083.0,12.0,5.0,3.0,8.0,4.0,1.0,1.0,4.0,0.0,2.4,1.6,2.2,3.8,21.0,71.0,55.0,0.42,0.25,0.66,0.33,0.58,0.2,0.18,0.38,0.13,0.31,Matches
Pedro Tiba,pt POR,MF,35-121,13,13,1046.0,11.6,3.0,1.0,4.0,2.0,1.0,2.0,6.0,0.0,1.9,0.3,1.0,1.3,12.0,63.0,14.0,0.26,0.09,0.34,0.17,0.26,0.16,0.08,0.24,0.03,0.11,Matches
Leonardo Buta,pt POR,DF,21-208,14,12,1083.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,30.0,49.0,39.0,0.0,0.08,0.08,0.0,0.08,0.0,0.03,0.03,0.0,0.03,Matches
Andrew,br BRA,GK,22-182,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gabriel Pereira,br BRA,DF,23-237,12,12,1068.0,11.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,2.0,31.0,2.0,0.08,0.0,0.08,0.08,0.08,0.09,0.0,0.09,0.09,0.09,Matches
Kanya Fujimoto,jp JPN,MF,24-182,13,9,827.0,9.2,2.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,1.8,1.0,1.4,2.4,16.0,45.0,43.0,0.22,0.44,0.65,0.11,0.54,0.19,0.16,0.35,0.11,0.26,Matches
Martim Carvalho,pt POR,MF,20-350,13,9,757.0,8.4,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.7,0.8,22.0,45.0,11.0,0.0,0.24,0.24,0.0,0.24,0.01,0.08,0.1,0.01,0.1,Matches
Félix Correia,pt POR,FW,22-342,10,8,711.0,7.9,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,1.5,1.5,0.7,2.2,25.0,28.0,68.0,0.25,0.25,0.51,0.25,0.51,0.19,0.09,0.28,0.19,0.28,Matches
