Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Rúben Fernandes,pt POR,DF,37-238,14.0,841,788,50,49,2,5,3,0,0,0,0,0,706,3,5,Matches
José Carlos,pt POR,DF,25-152,12.7,716,555,161,20,0,3,17,141,0,0,0,0,522,0,13,Matches
Maxime Dominguez,ch SUI,"MF,FW",27-332,12.0,522,463,57,24,4,4,33,5,23,12,8,0,421,2,14,Matches
Pedro Tiba,pt POR,MF,35-121,11.6,582,526,52,49,7,3,20,0,2,0,2,0,457,4,13,Matches
Leonardo Buta,pt POR,DF,21-208,12.0,592,476,115,17,1,1,16,98,0,0,0,0,455,1,13,Matches
Andrew,br BRA,GK,22-182,12.0,439,280,157,34,0,0,0,0,0,0,0,0,333,2,1,Matches
Gabriel Pereira,br BRA,DF,23-237,11.9,759,723,36,35,0,12,0,1,0,0,0,0,661,0,2,Matches
Kanya Fujimoto,jp JPN,MF,24-182,9.2,343,329,10,3,3,0,9,1,4,2,1,0,248,4,10,Matches
Martim Carvalho,pt POR,MF,20-350,8.4,393,386,7,2,1,3,1,3,2,0,1,0,336,0,5,Matches
Félix Correia,pt POR,FW,22-342,7.9,254,245,4,1,3,0,12,0,3,1,0,0,177,5,10,Matches
Murilo Costa,br BRA,FW,29-060,7.1,200,182,16,3,0,1,16,5,8,4,1,0,149,2,4,Matches
Roko Baturina,hr CRO,FW,23-193,6.2,115,98,17,0,0,0,0,0,0,0,0,0,77,0,4,Matches
Marlon,br BRA,"FW,MF",26-106,4.3,124,119,5,0,0,0,5,4,1,0,0,0,86,0,5,Matches
Depú,ao ANG,FW,23-356,4.1,63,56,7,0,0,0,0,0,0,0,0,0,44,0,1,Matches
Mory Gbane,ci CIV,MF,23-005,4.0,172,171,1,1,0,0,0,0,0,0,0,0,150,0,3,Matches
Né lopes,pt POR,DF,23-215,2.8,170,160,9,3,0,0,0,6,0,0,0,0,151,1,2,Matches
Tidjany Chabrol,fr FRA,"FW,MF",21-168,4.0,154,149,4,1,0,2,9,1,2,0,1,0,121,1,2,Matches
Vinicius Dias,br BRA,GK,26-194,2.0,51,30,21,4,0,0,0,0,0,0,0,0,38,0,0,Matches
Kiko Vilas Boas,pt POR,DF,24-113,2.0,104,79,24,5,0,0,7,19,0,0,0,0,67,1,4,Matches
Ali Alipour,ir IRN,FW,28-049,1.7,39,34,5,0,0,2,3,0,0,0,0,0,25,0,3,Matches
Miguel Monteiro,pt POR,FW,20-159,2.2,29,23,6,0,0,0,0,0,0,0,0,0,16,0,1,Matches
Roan Wilson,cr CRC,"MF,DF",21-243,1.0,41,41,0,0,0,0,0,0,0,0,0,0,38,0,1,Matches
Jesús Castillo,pe PER,MF,22-202,0.3,40,39,1,0,0,0,0,1,0,0,0,0,29,0,0,Matches
Thomas Luciano,br BRA,DF,21-350,0.2,20,15,5,0,0,0,3,5,0,0,0,0,11,0,0,Matches
André Simões,pt POR,FW,20-135,0.2,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0,Matches
Felipe Silva Lipe,br BRA,DF,21-314,0.1,16,16,0,0,0,0,0,0,0,0,0,0,15,0,0,Matches
Squad Total,,,26.2,14.0,6791,5995,770,251,21,36,154,290,45,19,14,0,5345,26,116,
Opponent Total,,,26.6,14.0,6570,5846,687,181,17,43,267,303,82,38,29,0,5127,37,130,
