Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Rúben Fernandes,pt POR,DF,37-238,14.0,706,841,83.9,15187,4957,156,180,86.7,458,485,94.4,89,161,55.3,0,0.3,0.4,-0.3,2,30,2,0,32,Matches
José Carlos,pt POR,DF,25-152,12.7,522,716,72.9,8850,3519,245,288,85.1,227,309,73.5,42,96,43.8,1,0.5,0.4,0.5,8,25,7,4,31,Matches
Maxime Dominguez,ch SUI,"MF,FW",27-332,12.0,421,522,80.7,6843,2216,222,248,89.5,139,173,80.3,42,66,63.6,3,2.2,2.3,0.8,25,47,10,1,71,Matches
Pedro Tiba,pt POR,MF,35-121,11.6,457,582,78.5,8461,2576,185,213,86.9,210,256,82.0,54,82,65.9,1,1.0,1.3,0.0,13,37,9,1,63,Matches
Leonardo Buta,pt POR,DF,21-208,12.0,455,592,76.9,7486,2929,237,268,88.4,175,230,76.1,33,67,49.3,1,0.4,0.5,0.6,5,36,3,0,49,Matches
Andrew,br BRA,GK,22-182,12.0,333,439,75.9,8586,5966,64,64,100.0,183,185,98.9,84,184,45.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Gabriel Pereira,br BRA,DF,23-237,11.9,661,759,87.1,14071,4895,143,158,90.5,432,455,94.9,81,136,59.6,0,0.0,0.1,0.0,0,22,1,0,31,Matches
Kanya Fujimoto,jp JPN,MF,24-182,9.2,248,343,72.3,3678,977,139,174,79.9,88,111,79.3,12,27,44.4,4,1.4,1.4,2.6,9,25,10,0,45,Matches
Martim Carvalho,pt POR,MF,20-350,8.4,336,393,85.5,5579,1593,162,184,88.0,134,152,88.2,28,37,75.7,2,0.7,1.0,1.3,10,33,4,0,45,Matches
Félix Correia,pt POR,FW,22-342,7.9,177,254,69.7,2675,782,98,118,83.1,58,81,71.6,12,24,50.0,2,0.7,0.8,1.3,10,12,15,2,28,Matches
Murilo Costa,br BRA,FW,29-060,7.1,149,200,74.5,2230,494,84,101,83.2,47,60,78.3,11,17,64.7,1,0.5,0.8,0.5,8,11,5,2,11,Matches
Roko Baturina,hr CRO,FW,23-193,6.2,77,115,67.0,985,99,52,74,70.3,22,30,73.3,0,1,0.0,0,0.3,0.3,-0.3,3,2,1,0,4,Matches
Marlon,br BRA,"FW,MF",26-106,4.3,86,124,69.4,1307,426,51,63,81.0,27,40,67.5,6,12,50.0,0,0.2,0.4,-0.2,2,13,5,1,14,Matches
Depú,ao ANG,FW,23-356,4.1,44,63,69.8,527,100,32,45,71.1,10,12,83.3,0,0,,0,0.0,0.0,0.0,1,3,1,0,4,Matches
Mory Gbane,ci CIV,MF,23-005,4.0,150,172,87.2,2783,691,47,57,82.5,87,96,90.6,13,14,92.9,0,0.0,0.0,0.0,0,8,0,0,17,Matches
Né lopes,pt POR,DF,23-215,2.8,151,170,88.8,3156,922,35,40,87.5,101,110,91.8,15,18,83.3,0,0.0,0.0,0.0,0,6,1,0,9,Matches
Tidjany Chabrol,fr FRA,"FW,MF",21-168,4.0,121,154,78.6,1608,274,76,86,88.4,39,52,75.0,2,6,33.3,0,0.3,0.4,-0.3,5,9,2,0,9,Matches
Vinicius Dias,br BRA,GK,26-194,2.0,38,51,74.5,1055,771,5,5,100.0,20,20,100.0,13,26,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Kiko Vilas Boas,pt POR,DF,24-113,2.0,67,104,64.4,1247,334,25,30,83.3,36,52,69.2,6,15,40.0,0,0.0,0.0,0.0,0,2,1,1,3,Matches
Ali Alipour,ir IRN,FW,28-049,1.7,25,39,64.1,324,67,15,17,88.2,9,13,69.2,0,3,0.0,0,0.0,0.1,0.0,0,1,2,0,3,Matches
Miguel Monteiro,pt POR,FW,20-159,2.2,16,29,55.2,212,20,11,17,64.7,5,9,55.6,0,0,,1,0.2,0.0,0.8,3,1,0,0,0,Matches
Roan Wilson,cr CRC,"MF,DF",21-243,1.0,38,41,92.7,679,142,13,16,81.3,23,23,100.0,2,2,100.0,0,0.0,0.2,0.0,0,1,0,0,2,Matches
Jesús Castillo,pe PER,MF,22-202,0.3,29,40,72.5,544,263,13,14,92.9,11,15,73.3,5,11,45.5,0,0.0,0.0,0.0,0,6,0,0,5,Matches
Thomas Luciano,br BRA,DF,21-350,0.2,11,20,55.0,165,87,6,6,100.0,5,11,45.5,0,3,0.0,0,0.1,0.0,-0.1,1,1,1,1,2,Matches
André Simões,pt POR,FW,20-135,0.2,12,12,100.0,202,40,6,6,100.0,3,3,100.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Felipe Silva Lipe,br BRA,DF,21-314,0.1,15,16,93.8,292,66,6,6,100.0,7,7,100.0,2,3,66.7,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Squad Total,,,26.2,14.0,5345,6791,78.7,98732,35206,2128,2478,85.9,2556,2990,85.5,554,1013,54.7,16,8.8,10.6,7.2,106,333,80,13,479,
Opponent Total,,,26.6,14.0,5127,6570,78.0,94822,35249,2231,2583,86.4,2186,2595,84.2,621,1097,56.6,17,14.8,17.0,2.2,153,442,97,30,539,
