Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Rúben Fernandes,pt POR,DF,37-238,14.0,2,0,0,12,8,0,3,24,4,0,0,0,55,26,19,57.8,Matches
José Carlos,pt POR,DF,25-152,12.7,5,0,0,19,22,1,17,22,24,0,1,0,69,11,13,45.8,Matches
Maxime Dominguez,ch SUI,"MF,FW",27-332,12.0,4,0,0,18,31,4,33,17,13,0,0,0,83,2,6,25.0,Matches
Pedro Tiba,pt POR,MF,35-121,11.6,6,0,0,21,16,0,20,11,23,0,0,1,89,5,2,71.4,Matches
Leonardo Buta,pt POR,DF,21-208,12.0,1,0,0,13,26,2,16,15,9,1,1,0,56,7,6,53.8,Matches
Andrew,br BRA,GK,22-182,12.0,0,0,0,0,3,0,0,0,0,0,0,0,15,3,0,100.0,Matches
Gabriel Pereira,br BRA,DF,23-237,11.9,4,0,0,15,10,0,0,10,10,1,0,0,63,23,15,60.5,Matches
Kanya Fujimoto,jp JPN,MF,24-182,9.2,0,0,0,8,7,3,9,6,8,0,0,0,26,5,2,71.4,Matches
Martim Carvalho,pt POR,MF,20-350,8.4,4,0,0,14,3,1,1,8,12,0,0,0,60,8,8,50.0,Matches
Félix Correia,pt POR,FW,22-342,7.9,2,0,0,4,20,5,12,7,3,0,0,0,39,2,3,40.0,Matches
Murilo Costa,br BRA,FW,29-060,7.1,2,0,0,5,13,0,16,1,7,0,0,0,30,1,6,14.3,Matches
Roko Baturina,hr CRO,FW,23-193,6.2,0,0,0,8,16,4,0,0,1,1,0,0,10,17,18,48.6,Matches
Marlon,br BRA,"FW,MF",26-106,4.3,1,0,0,10,4,0,5,3,3,0,1,0,28,0,8,0.0,Matches
Depú,ao ANG,FW,23-356,4.1,0,0,0,1,6,2,0,2,2,0,0,0,12,17,18,48.6,Matches
Mory Gbane,ci CIV,MF,23-005,4.0,4,0,0,10,2,0,0,8,6,0,0,0,35,7,5,58.3,Matches
Né lopes,pt POR,DF,23-215,2.8,0,0,0,4,3,0,0,4,3,0,0,0,12,6,3,66.7,Matches
Tidjany Chabrol,fr FRA,"FW,MF",21-168,4.0,0,0,0,4,16,0,9,1,1,1,0,0,23,1,5,16.7,Matches
Vinicius Dias,br BRA,GK,26-194,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Kiko Vilas Boas,pt POR,DF,24-113,2.0,0,0,0,2,7,0,7,5,4,0,0,0,6,3,7,30.0,Matches
Ali Alipour,ir IRN,FW,28-049,1.7,0,0,0,1,2,4,3,0,0,0,0,0,4,6,7,46.2,Matches
Miguel Monteiro,pt POR,FW,20-159,2.2,0,0,0,1,1,0,0,1,0,0,0,0,3,5,11,31.3,Matches
Roan Wilson,cr CRC,"MF,DF",21-243,1.0,0,0,0,0,0,0,0,1,2,0,0,0,7,2,0,100.0,Matches
Jesús Castillo,pe PER,MF,22-202,0.3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Matches
Thomas Luciano,br BRA,DF,21-350,0.2,0,0,0,1,0,0,3,0,0,0,0,0,0,2,1,66.7,Matches
André Simões,pt POR,FW,20-135,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
Felipe Silva Lipe,br BRA,DF,21-314,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
Squad Total,,,26.2,14.0,35,0,0,171,218,26,154,146,136,4,3,1,731,160,163,49.5,
Opponent Total,,,26.6,14.0,30,3,1,221,158,37,267,139,161,2,5,0,827,163,160,50.5,
