Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Rúben Fernandes,pt POR,DF,37-238,14,1260.0,90.0,100.0,14.0,14,90.0,14,0,,0,0.86,25.0,29.0,-4.0,-0.29,,17.0,23.1,-6.1,-0.43,,Matches
José Carlos,pt POR,DF,25-152,13,1144.0,88.0,90.8,12.7,13,88.0,10,0,,0,0.92,24.0,26.0,-2.0,-0.16,1.39,14.1,21.5,-7.4,-0.58,-1.61,Matches
Maxime Dominguez,ch SUI,"MF,FW",27-332,14,1083.0,77.0,86.0,12.0,13,81.0,7,1,30.0,0,0.86,22.0,26.0,-4.0,-0.33,-0.33,13.0,22.2,-9.2,-0.76,-2.32,Matches
Pedro Tiba,pt POR,MF,35-121,13,1046.0,80.0,83.0,11.6,13,80.0,5,0,,0,0.92,22.0,21.0,1.0,0.09,2.19,13.1,19.2,-6.1,-0.52,-0.53,Matches
Leonardo Buta,pt POR,DF,21-208,14,1083.0,77.0,86.0,12.0,12,87.0,9,2,20.0,0,0.86,23.0,24.0,-1.0,-0.08,1.44,16.4,19.4,-3.0,-0.25,1.32,Matches
Andrew,br BRA,GK,22-182,12,1080.0,90.0,85.7,12.0,12,90.0,12,0,,0,0.92,21.0,23.0,-2.0,-0.17,0.83,13.6,21.3,-7.7,-0.64,-1.44,Matches
Gabriel Pereira,br BRA,DF,23-237,12,1068.0,89.0,84.8,11.9,12,89.0,11,0,,1,0.92,23.0,25.0,-2.0,-0.17,0.77,16.4,19.0,-2.6,-0.22,1.38,Matches
Kanya Fujimoto,jp JPN,MF,24-182,13,827.0,64.0,65.6,9.2,9,84.0,5,4,19.0,1,0.69,14.0,20.0,-6.0,-0.65,-1.07,9.1,14.6,-5.5,-0.6,-0.49,Matches
Martim Carvalho,pt POR,MF,20-350,13,757.0,58.0,60.1,8.4,9,73.0,2,4,25.0,0,0.92,14.0,14.0,0.0,0.0,0.72,10.7,10.0,0.7,0.08,1.29,Matches
Félix Correia,pt POR,FW,22-342,10,711.0,71.0,56.4,7.9,8,82.0,2,2,27.0,0,0.8,16.0,16.0,0.0,0.0,0.66,11.9,12.0,-0.1,-0.02,0.95,Matches
