Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Rúben Fernandes,pt POR,DF,37-238,14.0,6,0.43,4,0,0,1,0,1,1,0.07,1,0,0,0,0,0,Matches
José Carlos,pt POR,DF,25-152,12.7,18,1.42,11,2,0,0,4,1,3,0.24,2,0,0,0,0,1,Matches
Maxime Dominguez,ch SUI,"MF,FW",27-332,12.0,42,3.5,21,12,3,2,2,2,6,0.5,1,2,1,2,0,0,Matches
Pedro Tiba,pt POR,MF,35-121,11.6,27,2.33,20,5,0,1,0,1,5,0.43,4,1,0,0,0,0,Matches
Leonardo Buta,pt POR,DF,21-208,12.0,12,1.0,10,0,0,0,2,0,2,0.17,1,0,0,0,1,0,Matches
Andrew,br BRA,GK,22-182,12.0,1,0.08,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gabriel Pereira,br BRA,DF,23-237,11.9,6,0.51,4,0,0,1,1,0,2,0.17,1,0,0,1,0,0,Matches
Kanya Fujimoto,jp JPN,MF,24-182,9.2,21,2.29,20,0,0,0,1,0,5,0.54,5,0,0,0,0,0,Matches
Martim Carvalho,pt POR,MF,20-350,8.4,16,1.9,13,1,1,1,0,0,2,0.24,2,0,0,0,0,0,Matches
Félix Correia,pt POR,FW,22-342,7.9,26,3.29,18,0,3,0,5,0,6,0.76,3,0,2,0,1,0,Matches
Murilo Costa,br BRA,FW,29-060,7.1,19,2.67,9,3,4,3,0,0,3,0.42,1,1,0,1,0,0,Matches
Roko Baturina,hr CRO,FW,23-193,6.2,9,1.45,6,0,0,0,3,0,2,0.32,1,0,0,0,1,0,Matches
Marlon,br BRA,"FW,MF",26-106,4.3,10,2.34,6,1,3,0,0,0,1,0.23,1,0,0,0,0,0,Matches
Depú,ao ANG,FW,23-356,4.1,1,0.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mory Gbane,ci CIV,MF,23-005,4.0,4,0.99,2,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Né lopes,pt POR,DF,23-215,2.8,1,0.36,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tidjany Chabrol,fr FRA,"FW,MF",21-168,4.0,11,2.73,8,0,1,1,1,0,1,0.25,0,0,0,0,1,0,Matches
Vinicius Dias,br BRA,GK,26-194,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Kiko Vilas Boas,pt POR,DF,24-113,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ali Alipour,ir IRN,FW,28-049,1.7,1,0.58,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Miguel Monteiro,pt POR,FW,20-159,2.2,7,3.18,4,0,1,2,0,0,2,0.91,1,0,0,1,0,0,Matches
Roan Wilson,cr CRC,"MF,DF",21-243,1.0,1,0.99,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jesús Castillo,pe PER,MF,22-202,0.3,2,5.81,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Thomas Luciano,br BRA,DF,21-350,0.2,1,4.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
André Simões,pt POR,FW,20-135,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Felipe Silva Lipe,br BRA,DF,21-314,0.1,1,7.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.2,14.0,243,17.36,165,24,16,13,19,6,41,2.93,24,4,3,5,4,1,
Opponent Total,,,26.6,14.0,375,26.79,243,46,23,30,28,5,48,3.43,32,3,0,6,7,0,
