Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Luis Suárez,uy URU,FW,36.0,32.0,17,126,54,42.9,3.94,1.69,0.13,0.3,17.6,12,1,2,13.8,12.2,0.1,3.2,3.8,Matches
Gabriel Chapecó,br BRA,GK,22.0,31.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Franco Cristaldo,ar ARG,"MF,FW",26.0,23.7,8,37,19,51.4,1.56,0.8,0.14,0.26,19.1,1,3,4,6.6,3.6,0.1,1.4,1.4,Matches
Reinaldo,br BRA,DF,33.0,29.8,2,31,14,45.2,1.04,0.47,0.03,0.07,21.8,2,1,1,2.7,1.9,0.06,-0.7,-0.9,Matches
Mathías Villasanti,py PAR,MF,26.0,29.4,4,19,9,47.4,0.65,0.31,0.21,0.44,19.0,0,0,0,1.6,1.6,0.08,2.4,2.4,Matches
Walter Kannemann,ar ARG,DF,31.0,26.2,0,10,4,40.0,0.38,0.15,0.0,0.0,13.6,0,0,0,1.0,1.0,0.1,-1.0,-1.0,Matches
Bruno Fabiano Alves,br BRA,DF,31.0,27.2,0,9,1,11.1,0.33,0.04,0.0,0.0,10.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
João Pedro,br BRA,DF,26.0,23.1,3,12,4,33.3,0.52,0.17,0.25,0.75,20.6,0,0,0,0.7,0.7,0.06,2.3,2.3,Matches
Felipe Carballo,uy URU,MF,26.0,17.1,1,19,5,26.3,1.11,0.29,0.05,0.2,16.8,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
Bitelo,br BRA,"MF,FW",23.0,17.2,4,31,7,22.6,1.8,0.41,0.13,0.57,18.8,1,0,0,3.6,3.6,0.12,0.4,0.4,Matches
Bruno Uvini,br BRA,DF,31.0,16.1,1,14,6,42.9,0.87,0.37,0.07,0.17,11.4,0,0,0,0.8,0.8,0.06,0.2,0.2,Matches
João Pedro Pepê,br BRA,MF,25.0,15.5,1,9,2,22.2,0.58,0.13,0.11,0.5,21.7,0,0,0,1.1,1.1,0.12,-0.1,-0.1,Matches
Fábio,br BRA,"DF,MF",32.0,9.7,0,6,0,0.0,0.62,0.0,0.0,,18.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
João Pedro,it ITA,FW,30.0,6.8,0,10,1,10.0,1.46,0.15,0.0,0.0,12.8,0,0,0,1.0,1.0,0.1,-1.0,-1.0,Matches
Everton,br BRA,"FW,MF",25.0,13.5,6,38,14,36.8,2.82,1.04,0.16,0.43,22.6,0,0,0,3.5,3.5,0.09,2.5,2.5,Matches
Rodrigo Ely,br BRA,DF,29.0,7.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Vinícius,br BRA,FW,31.0,7.3,1,14,5,35.7,1.93,0.69,0.07,0.2,19.8,0,0,0,1.9,1.9,0.13,-0.9,-0.9,Matches
Nathan,br BRA,"MF,FW",26.0,7.6,1,18,6,33.3,2.37,0.79,0.06,0.17,21.3,1,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
Ferreira,br BRA,"FW,MF",25.0,12.7,4,28,11,39.3,2.2,0.86,0.14,0.36,18.0,1,0,0,3.0,3.0,0.11,1.0,1.0,Matches
Pedro Geromel,br BRA,DF,37.0,5.2,0,1,0,0.0,0.19,0.0,0.0,,11.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Gustavo Martins Santos,br BRA,"DF,MF",20.0,7.7,1,7,3,42.9,0.91,0.39,0.14,0.33,9.5,0,0,0,1.0,1.0,0.15,0.0,0.0,Matches
Cuiabano,br BRA,"DF,MF",19.0,5.4,1,10,5,50.0,1.84,0.92,0.1,0.2,19.8,0,0,0,0.7,0.7,0.07,0.3,0.3,Matches
Ronald,br BRA,MF,19.0,4.6,1,4,1,25.0,0.86,0.22,0.25,1.0,9.9,0,0,0,0.6,0.6,0.14,0.4,0.4,Matches
Lucas Besozzi,ar ARG,"FW,MF",20.0,4.4,1,6,5,83.3,1.35,1.13,0.17,0.2,18.6,0,0,0,0.3,0.3,0.05,0.7,0.7,Matches
Diogo Barbosa,br BRA,DF,30.0,4.3,0,1,0,0.0,0.23,0.0,0.0,,26.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Caíque,br BRA,GK,25.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lucas Milla,br BRA,MF,20.0,3.4,0,3,0,0.0,0.89,0.0,0.0,,19.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
Thomas Luciano,br BRA,DF,21.0,3.5,0,4,0,0.0,1.15,0.0,0.0,,12.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
