Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Luis Suárez,uy URU,FW,36.0,32.0,1433,9,33,566,844,206,1431,92,34,37.0,50,54.3,837,2963,1273,36,25,19,75,35,1164,300,Matches
Gabriel Chapecó,br BRA,GK,22.0,31.0,908,805,903,6,0,0,908,0,0,,0,,386,2224,1637,0,1,1,0,0,230,0,Matches
Franco Cristaldo,ar ARG,"MF,FW",26.0,23.7,1502,11,130,737,646,66,1498,32,20,62.5,9,28.1,844,3289,1369,23,33,7,54,37,1063,142,Matches
Reinaldo,br BRA,DF,33.0,29.8,1964,109,419,829,732,37,1963,44,22,50.0,19,43.2,927,4736,2417,41,35,5,33,17,1050,143,Matches
Mathías Villasanti,py PAR,MF,26.0,29.4,1717,84,359,1056,326,25,1717,52,21,40.4,26,50.0,913,4245,2022,32,32,7,39,19,1004,32,Matches
Walter Kannemann,ar ARG,DF,31.0,26.2,1323,174,636,614,77,15,1323,8,3,37.5,3,37.5,605,3069,1764,12,10,2,9,5,680,1,Matches
Bruno Fabiano Alves,br BRA,DF,31.0,27.2,1151,159,607,522,26,13,1151,5,5,100.0,0,0.0,595,2731,1453,6,2,0,4,2,650,1,Matches
João Pedro,br BRA,DF,26.0,23.1,1265,62,319,616,343,27,1265,61,35,57.4,21,34.4,658,4165,2264,60,47,12,25,15,725,68,Matches
Felipe Carballo,uy URU,MF,26.0,17.1,960,35,181,580,213,18,960,27,14,51.9,12,44.4,545,2853,1427,23,29,0,15,14,668,45,Matches
Bitelo,br BRA,"MF,FW",23.0,17.2,1049,22,138,506,420,64,1049,46,21,45.7,19,41.3,669,3131,1611,39,35,10,49,28,759,132,Matches
Bruno Uvini,br BRA,DF,31.0,16.1,683,101,298,342,44,24,683,1,1,100.0,0,0.0,287,1148,550,3,3,0,4,1,329,1,Matches
João Pedro Pepê,br BRA,MF,25.0,15.5,946,53,214,566,179,14,946,36,20,55.6,11,30.6,583,2917,1598,20,18,3,22,14,670,39,Matches
Fábio,br BRA,"DF,MF",32.0,9.7,582,41,144,231,210,16,582,5,2,40.0,3,60.0,269,1300,730,23,19,1,9,4,331,70,Matches
João Pedro,it ITA,FW,30.0,6.8,199,10,27,85,91,29,199,16,5,31.3,11,68.8,96,525,269,8,6,5,13,7,132,36,Matches
Everton,br BRA,"FW,MF",25.0,13.5,589,9,64,270,260,29,589,56,24,42.9,31,55.4,368,1999,765,21,19,8,38,30,421,64,Matches
Rodrigo Ely,br BRA,DF,29.0,7.4,278,67,170,107,3,3,278,0,0,,0,,110,476,238,1,0,0,2,0,142,0,Matches
Vinícius,br BRA,FW,31.0,7.3,411,4,38,245,131,14,411,10,7,70.0,2,20.0,265,1057,529,11,9,2,15,5,330,39,Matches
Nathan,br BRA,"MF,FW",26.0,7.6,403,9,50,205,152,14,403,20,8,40.0,7,35.0,218,971,494,13,14,1,8,5,269,40,Matches
Ferreira,br BRA,"FW,MF",25.0,12.7,700,9,93,288,344,48,700,72,35,48.6,34,47.2,481,3545,1949,53,40,17,36,19,526,128,Matches
Pedro Geromel,br BRA,DF,37.0,5.2,291,48,161,122,9,1,291,0,0,,0,,164,661,307,0,1,0,2,0,168,4,Matches
Gustavo Martins Santos,br BRA,"DF,MF",20.0,7.7,541,49,200,274,72,15,541,7,4,57.1,3,42.9,274,1451,851,8,12,1,11,2,337,9,Matches
Cuiabano,br BRA,"DF,MF",19.0,5.4,322,14,82,128,116,10,322,11,4,36.4,5,45.5,155,851,391,13,10,3,13,9,165,34,Matches
Ronald,br BRA,MF,19.0,4.6,294,13,47,195,54,10,294,0,0,,0,,144,516,236,3,4,0,8,0,187,4,Matches
Lucas Besozzi,ar ARG,"FW,MF",20.0,4.4,252,3,29,94,134,18,252,23,8,34.8,14,60.9,164,1281,705,30,21,10,10,7,181,47,Matches
Diogo Barbosa,br BRA,DF,30.0,4.3,267,18,70,131,70,5,267,21,7,33.3,12,57.1,119,715,352,8,10,2,7,3,140,19,Matches
Caíque,br BRA,GK,25.0,4.0,105,93,105,0,0,0,105,0,0,,0,,46,406,267,0,0,0,0,0,22,0,Matches
Lucas Milla,br BRA,MF,20.0,3.4,191,6,48,117,30,3,191,7,7,100.0,0,0.0,90,418,195,5,6,1,7,5,103,7,Matches
Thomas Luciano,br BRA,DF,21.0,3.5,180,14,65,69,46,6,180,6,3,50.0,0,0.0,71,243,101,3,1,1,5,2,77,14,Matches
Lucas Silva,br BRA,MF,29.0,2.5,169,9,40,116,14,0,169,3,3,100.0,0,0.0,105,509,173,3,3,0,3,5,110,2,Matches
Nathan Fernandes,br BRA,"FW,MF",17.0,4.2,170,3,18,52,105,20,170,24,16,66.7,5,20.8,129,1083,518,15,12,11,18,6,134,40,Matches
Adriel,br BRA,GK,22.0,2.0,65,54,65,0,0,0,65,0,0,,0,,23,141,109,0,0,0,0,0,10,0,Matches
Andre Martins,br BRA,"FW,MF",21.0,4.1,204,5,24,88,92,19,204,14,10,71.4,4,28.6,105,471,212,7,6,4,11,8,150,29,Matches
Zinho,br BRA,"FW,MF",19.0,2.7,98,0,16,41,47,10,98,14,8,57.1,5,35.7,64,544,304,15,7,5,13,5,69,24,Matches
Josué,br BRA,MF,17.0,1.3,77,7,24,43,10,0,77,0,0,,0,,31,188,38,1,0,0,3,1,31,2,Matches
Brenno,br BRA,GK,23.0,1.0,19,16,19,0,0,0,19,0,0,,0,,12,61,47,0,0,0,0,0,5,0,Matches
Wesley,br BRA,DF,19.0,1.0,46,2,13,22,12,0,46,1,1,100.0,0,0.0,21,107,55,1,0,0,2,0,25,1,Matches
