Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Luis Suárez,uy URU,FW,36.0,32.0,8,0,0,31,76,25,31,4,5,1,0,0,74,26,37,41.3,Matches
Gabriel Chapecó,br BRA,GK,22.0,31.0,5,0,0,0,8,0,0,1,0,0,0,0,26,5,0,100.0,Matches
Franco Cristaldo,ar ARG,"MF,FW",26.0,23.7,0,0,0,11,39,6,119,12,18,2,1,0,111,26,48,35.1,Matches
Reinaldo,br BRA,DF,33.0,29.8,11,2,1,34,28,3,152,16,21,0,1,0,159,18,19,48.6,Matches
Mathías Villasanti,py PAR,MF,26.0,29.4,8,1,1,55,31,1,3,34,58,0,1,0,239,15,20,42.9,Matches
Walter Kannemann,ar ARG,DF,31.0,26.2,17,1,1,47,29,0,2,45,33,0,0,0,116,67,35,65.7,Matches
Bruno Fabiano Alves,br BRA,DF,31.0,27.2,3,1,0,24,17,2,4,29,17,0,0,0,107,46,29,61.3,Matches
João Pedro,br BRA,DF,26.0,23.1,1,0,0,19,19,0,31,13,17,0,0,1,103,20,24,45.5,Matches
Felipe Carballo,uy URU,MF,26.0,17.1,3,0,0,20,6,0,14,18,16,0,0,0,117,18,14,56.3,Matches
Bitelo,br BRA,"MF,FW",23.0,17.2,1,0,0,13,56,3,35,20,21,0,0,0,129,9,18,33.3,Matches
Bruno Uvini,br BRA,DF,31.0,16.1,4,0,0,14,7,0,0,22,11,0,1,0,56,42,37,53.2,Matches
João Pedro Pepê,br BRA,MF,25.0,15.5,1,0,0,29,54,1,19,16,31,0,0,0,106,14,20,41.2,Matches
Fábio,br BRA,"DF,MF",32.0,9.7,5,0,0,14,6,0,40,9,18,0,0,0,38,17,17,50.0,Matches
João Pedro,it ITA,FW,30.0,6.8,1,0,0,19,9,3,1,4,4,0,0,0,24,17,30,36.2,Matches
Everton,br BRA,"FW,MF",25.0,13.5,2,0,0,13,10,0,13,12,7,0,0,0,63,12,31,27.9,Matches
Rodrigo Ely,br BRA,DF,29.0,7.4,4,0,0,10,4,1,0,3,2,0,1,0,24,12,16,42.9,Matches
Vinícius,br BRA,FW,31.0,7.3,2,0,0,4,11,1,4,7,1,0,0,0,45,10,8,55.6,Matches
Nathan,br BRA,"MF,FW",26.0,7.6,3,0,0,15,15,1,9,8,6,0,0,0,43,6,9,40.0,Matches
Ferreira,br BRA,"FW,MF",25.0,12.7,2,0,0,9,32,2,28,7,13,1,0,0,88,6,8,42.9,Matches
Pedro Geromel,br BRA,DF,37.0,5.2,2,0,0,3,2,0,3,8,4,0,0,0,35,6,10,37.5,Matches
Gustavo Martins Santos,br BRA,"DF,MF",20.0,7.7,5,0,0,14,5,2,3,5,13,0,0,0,33,25,6,80.6,Matches
Cuiabano,br BRA,"DF,MF",19.0,5.4,3,0,0,18,11,2,20,11,7,0,0,0,34,11,15,42.3,Matches
Ronald,br BRA,MF,19.0,4.6,1,0,0,5,4,0,2,3,4,0,0,0,27,11,6,64.7,Matches
Lucas Besozzi,ar ARG,"FW,MF",20.0,4.4,1,0,0,4,6,0,12,5,2,0,0,0,30,3,3,50.0,Matches
Diogo Barbosa,br BRA,DF,30.0,4.3,1,0,0,4,5,1,5,5,4,0,0,0,27,6,8,42.9,Matches
Caíque,br BRA,GK,25.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,100.0,Matches
Lucas Milla,br BRA,MF,20.0,3.4,2,0,0,9,3,0,1,4,4,0,0,0,16,9,9,50.0,Matches
Thomas Luciano,br BRA,DF,21.0,3.5,0,0,0,9,6,1,4,7,7,0,0,0,17,5,2,71.4,Matches
Lucas Silva,br BRA,MF,29.0,2.5,0,0,0,3,4,0,1,1,6,0,0,0,33,3,7,30.0,Matches
Nathan Fernandes,br BRA,"FW,MF",17.0,4.2,1,0,0,8,9,1,4,1,1,0,0,0,21,1,8,11.1,Matches
Adriel,br BRA,GK,22.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,Matches
Andre Martins,br BRA,"FW,MF",21.0,4.1,1,0,0,8,7,0,3,1,9,0,0,0,15,20,24,45.5,Matches
Zinho,br BRA,"FW,MF",19.0,2.7,0,0,0,2,3,1,3,1,2,0,0,0,21,0,5,0.0,Matches
Josué,br BRA,MF,17.0,1.3,1,0,0,3,2,0,1,6,0,0,0,0,12,2,1,66.7,Matches
Brenno,br BRA,GK,23.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Wesley,br BRA,DF,19.0,1.0,0,0,0,2,0,0,1,1,2,0,0,0,6,0,0,,Matches
Juan Iturbe,py PAR,"FW,MF",29.0,0.8,0,0,0,5,2,2,2,2,5,0,0,0,4,4,1,80.0,Matches
Luan Vieira,br BRA,"FW,MF",29.0,0.6,0,0,0,0,1,0,4,0,1,0,0,0,4,1,2,33.3,Matches
Darlan Mendes,br BRA,MF,24.0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Matches
Gustavinho,br BRA,"FW,MF",21.0,0.4,0,0,0,0,4,0,3,0,0,0,0,0,5,0,2,0.0,Matches
