Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Ricardo Batista,pt POR,GK,37-041,14.0,1,0.07,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nermin Zolotić,ba BIH,DF,30-176,13.8,14,1.02,11,1,0,1,0,1,1,0.07,1,0,0,0,0,0,Matches
Leonardo Lelo,pt POR,"MF,DF",23-275,13.7,37,2.7,24,11,0,1,1,0,3,0.22,2,1,0,0,0,0,Matches
Fernando Varela,cv CPV,DF,36-034,12.9,12,0.93,9,0,0,2,0,1,2,0.16,1,0,0,1,0,0,Matches
Yuki Soma,jp JPN,"FW,MF",26-308,10.2,19,1.87,11,5,1,0,2,0,2,0.2,2,0,0,0,0,0,Matches
Larra,es ESP,"MF,DF",26-013,9.7,21,2.15,17,3,0,1,0,0,2,0.21,2,0,0,0,0,0,Matches
Clayton,br BRA,FW,24-353,9.7,18,1.86,11,0,2,3,2,0,0,0.0,0,0,0,0,0,0,Matches
Vasco Fernandes,pt POR,DF,37-048,10.0,8,0.8,7,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Neto,br BRA,MF,32-119,8.9,18,2.02,15,2,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pablo Roberto,br BRA,MF,24-046,8.9,31,3.48,20,0,7,3,0,1,5,0.56,3,0,1,0,0,1,Matches
Beni,ao ANG,MF,21-223,7.2,13,1.81,11,0,1,0,1,0,2,0.28,2,0,0,0,0,0,Matches
Felippe Cardoso,br BRA,FW,25-087,5.7,7,1.23,2,0,1,1,3,0,0,0.0,0,0,0,0,0,0,Matches
João Nunes,pt POR,DF,28-041,4.1,5,1.22,5,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
Saviour Godwin,ng NGA,"FW,MF",27-130,3.8,10,2.62,6,0,1,2,1,0,3,0.79,1,0,0,1,1,0,Matches
Samuel Justo,pt POR,MF,19-272,3.8,10,2.62,8,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tiago Dias,pt POR,"MF,FW",25-240,3.8,13,3.45,11,1,0,0,0,1,1,0.27,1,0,0,0,0,0,Matches
Fernando,br BRA,FW,30-356,4.1,7,1.71,5,0,2,0,0,0,1,0.24,0,0,1,0,0,0,Matches
Jajá,br BRA,FW,22-259,3.9,11,2.83,3,0,3,3,2,0,1,0.26,0,0,0,0,1,0,Matches
André Geraldes,pt POR,"MF,DF",32-242,4.0,6,1.53,4,2,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
Artur Serobyan,am ARM,MF,20-181,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Telasco Segovia,ve VEN,MF,20-272,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rafael Martins,br BRA,MF,34-288,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Duplexe Tchamba,cm CMR,"DF,FW",25-173,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Diogo Pinto,pt POR,MF,24-184,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.9,14.0,261,18.64,180,29,19,17,12,4,25,1.79,17,1,2,2,2,1,
Opponent Total,,,26.7,14.0,355,25.36,251,37,26,19,16,6,30,2.14,19,2,5,3,1,0,
