Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Ricardo Batista,pt POR,GK,37-041,14.0,1,0,0,0,5,0,0,0,0,0,0,0,14,3,1,75.0,Matches
Nermin Zolotić,ba BIH,DF,30-176,13.8,2,0,0,8,24,0,3,14,14,0,0,0,72,18,15,54.5,Matches
Leonardo Lelo,pt POR,"MF,DF",23-275,13.7,0,0,0,7,14,1,60,18,10,0,0,0,73,4,9,30.8,Matches
Fernando Varela,cv CPV,DF,36-034,12.9,1,0,0,8,10,0,0,8,16,0,0,0,72,23,19,54.8,Matches
Yuki Soma,jp JPN,"FW,MF",26-308,10.2,1,0,0,16,17,2,35,0,8,0,0,0,28,5,6,45.5,Matches
Larra,es ESP,"MF,DF",26-013,9.7,3,0,0,12,6,0,22,12,12,0,0,0,67,8,7,53.3,Matches
Clayton,br BRA,FW,24-353,9.7,1,0,0,28,24,7,6,2,0,0,0,0,19,25,30,45.5,Matches
Vasco Fernandes,pt POR,DF,37-048,10.0,2,0,0,9,8,1,2,10,5,0,0,0,60,11,15,42.3,Matches
Neto,br BRA,MF,32-119,8.9,5,0,0,30,9,0,6,7,10,0,0,0,58,4,8,33.3,Matches
Pablo Roberto,br BRA,MF,24-046,8.9,5,1,0,27,17,0,5,10,8,0,0,0,51,3,7,30.0,Matches
Beni,ao ANG,MF,21-223,7.2,4,0,0,11,11,0,5,5,14,0,0,0,53,5,3,62.5,Matches
Felippe Cardoso,br BRA,FW,25-087,5.7,3,0,0,6,8,3,3,0,3,0,0,0,13,15,17,46.9,Matches
João Nunes,pt POR,DF,28-041,4.1,0,0,0,6,1,0,1,4,4,0,0,0,23,6,6,50.0,Matches
Saviour Godwin,ng NGA,"FW,MF",27-130,3.8,0,0,0,7,7,0,15,4,3,1,0,0,19,0,0,,Matches
Samuel Justo,pt POR,MF,19-272,3.8,1,0,0,8,7,0,3,3,3,0,0,0,23,3,4,42.9,Matches
Tiago Dias,pt POR,"MF,FW",25-240,3.8,1,0,0,4,2,3,42,2,3,0,0,0,21,0,2,0.0,Matches
Fernando,br BRA,FW,30-356,4.1,0,0,0,6,2,4,8,0,6,0,0,0,18,4,5,44.4,Matches
Jajá,br BRA,FW,22-259,3.9,0,0,0,8,7,2,5,1,14,2,0,0,20,1,1,50.0,Matches
André Geraldes,pt POR,"MF,DF",32-242,4.0,2,0,0,4,1,0,5,0,2,0,0,0,15,1,3,25.0,Matches
Artur Serobyan,am ARM,MF,20-181,0.7,1,0,0,2,0,0,0,1,1,0,0,0,1,1,3,25.0,Matches
Telasco Segovia,ve VEN,MF,20-272,0.3,0,0,0,2,0,0,0,1,1,0,0,0,3,1,2,33.3,Matches
Rafael Martins,br BRA,MF,34-288,0.3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,,Matches
Duplexe Tchamba,cm CMR,"DF,FW",25-173,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
Diogo Pinto,pt POR,MF,24-184,0.1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0,Matches
Squad Total,,,28.9,14.0,33,1,0,211,181,23,227,102,137,3,0,0,725,142,165,46.3,
Opponent Total,,,26.7,14.0,28,1,0,186,208,28,269,120,149,0,3,0,751,165,142,53.7,
