Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Ricardo Batista,pt POR,GK,37-041,14.0,498,451,497,1,0,0,498,0,0,,0,,240,1305,835,0,0,0,0,0,195,0,Matches
Nermin Zolotić,ba BIH,DF,30-176,13.8,851,101,453,385,16,4,851,4,2,50.0,0,0.0,498,2798,1599,11,2,0,9,0,559,3,Matches
Leonardo Lelo,pt POR,"MF,DF",23-275,13.7,789,23,210,349,238,10,789,30,15,50.0,14,46.7,371,2059,1112,25,27,2,23,8,410,43,Matches
Fernando Varela,cv CPV,DF,36-034,12.9,617,92,342,255,26,6,617,3,2,66.7,0,0.0,311,1535,802,1,3,0,7,3,352,4,Matches
Yuki Soma,jp JPN,"FW,MF",26-308,10.2,293,5,45,131,121,18,293,9,4,44.4,3,33.3,182,1287,704,31,14,6,24,5,201,57,Matches
Larra,es ESP,"MF,DF",26-013,9.7,542,32,188,231,130,4,542,28,14,50.0,11,39.3,248,1631,912,29,20,3,12,4,259,23,Matches
Clayton,br BRA,FW,24-353,9.7,309,8,19,158,139,45,309,29,11,37.9,13,44.8,199,975,346,17,9,5,32,16,238,48,Matches
Vasco Fernandes,pt POR,DF,37-048,10.0,514,57,302,197,17,9,514,0,0,,0,,250,1123,546,2,0,0,4,1,325,4,Matches
Neto,br BRA,MF,32-119,8.9,482,25,103,308,75,2,482,8,4,50.0,4,50.0,235,964,342,2,5,0,11,5,290,9,Matches
Pablo Roberto,br BRA,MF,24-046,8.9,446,10,84,275,100,7,446,47,23,48.9,18,38.3,247,1671,700,13,14,5,21,16,280,20,Matches
Beni,ao ANG,MF,21-223,7.2,367,8,88,237,54,3,367,21,14,66.7,5,23.8,213,1293,515,10,7,2,13,11,240,7,Matches
Felippe Cardoso,br BRA,FW,25-087,5.7,160,4,10,69,82,23,159,12,3,25.0,9,75.0,81,403,134,4,3,3,30,8,113,20,Matches
João Nunes,pt POR,DF,28-041,4.1,241,38,118,112,11,3,241,2,1,50.0,1,50.0,125,671,320,1,0,0,0,1,138,0,Matches
Saviour Godwin,ng NGA,"FW,MF",27-130,3.8,137,0,15,47,80,18,136,18,8,44.4,6,33.3,89,803,459,23,10,6,14,9,93,31,Matches
Samuel Justo,pt POR,MF,19-272,3.8,233,12,53,126,55,4,233,6,1,16.7,4,66.7,119,503,211,5,3,0,9,4,143,15,Matches
Tiago Dias,pt POR,"MF,FW",25-240,3.8,194,1,28,67,100,2,194,14,2,14.3,10,71.4,106,982,406,21,9,1,14,3,120,32,Matches
Fernando,br BRA,FW,30-356,4.1,139,1,10,56,74,20,138,14,6,42.9,8,57.1,81,488,156,6,5,3,8,8,96,26,Matches
Jajá,br BRA,FW,22-259,3.9,149,0,23,54,79,20,149,28,15,53.6,12,42.9,84,996,562,20,12,11,13,7,86,26,Matches
André Geraldes,pt POR,"MF,DF",32-242,4.0,220,13,72,106,44,3,220,8,1,12.5,7,87.5,88,334,150,2,2,1,6,1,108,18,Matches
Artur Serobyan,am ARM,MF,20-181,0.7,25,1,5,12,8,0,25,0,0,,0,,13,143,34,1,1,0,2,0,15,3,Matches
Telasco Segovia,ve VEN,MF,20-272,0.3,19,1,2,14,4,0,19,2,1,50.0,1,50.0,9,42,15,0,1,1,2,0,10,3,Matches
Rafael Martins,br BRA,MF,34-288,0.3,13,0,4,2,7,0,13,1,1,100.0,0,0.0,8,22,8,0,0,0,0,0,10,1,Matches
Duplexe Tchamba,cm CMR,"DF,FW",25-173,0.1,9,1,6,2,1,1,9,0,0,,0,,2,0,0,0,0,0,0,0,3,0,Matches
Diogo Pinto,pt POR,MF,24-184,0.1,6,0,0,2,4,0,6,0,0,,0,,6,12,11,0,0,0,0,0,5,0,Matches
Squad Total,,,28.9,14.0,7253,884,2677,3196,1465,202,7250,284,128,45.1,126,44.4,3805,22040,10879,224,147,49,254,110,4289,393,
Opponent Total,,,26.7,14.0,8938,771,2818,4155,2049,284,8938,269,122,45.4,113,42.0,4933,25478,12813,243,186,56,227,92,5987,560,
