Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Ricardo Batista,pt POR,GK,37-041,14.0,318,466,68.2,9076,6479,56,56,100.0,162,164,98.8,100,246,40.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Nermin Zolotić,ba BIH,DF,30-176,13.8,628,725,86.6,11740,4924,241,262,92.0,330,360,91.7,54,88,61.4,0,0.0,0.1,0.0,0,45,1,1,47,Matches
Leonardo Lelo,pt POR,"MF,DF",23-275,13.7,475,657,72.3,7644,2822,256,292,87.7,176,231,76.2,38,100,38.0,1,0.9,1.0,0.1,21,32,11,2,45,Matches
Fernando Varela,cv CPV,DF,36-034,12.9,393,486,80.9,7496,2865,153,171,89.5,196,220,89.1,41,87,47.1,1,0.3,0.6,0.7,4,26,2,0,25,Matches
Yuki Soma,jp JPN,"FW,MF",26-308,10.2,136,222,61.3,2370,764,68,88,77.3,45,76,59.2,17,34,50.0,2,1.3,1.3,0.7,10,6,6,4,13,Matches
Larra,es ESP,"MF,DF",26-013,9.7,333,442,75.3,5205,2087,183,207,88.4,128,169,75.7,16,48,33.3,1,1.0,0.6,0.0,12,17,5,2,27,Matches
Clayton,br BRA,FW,24-353,9.7,118,176,67.0,1873,301,58,79,73.4,47,62,75.8,8,15,53.3,0,0.3,0.7,-0.3,8,12,5,1,15,Matches
Vasco Fernandes,pt POR,DF,37-048,10.0,359,441,81.4,6837,2823,139,157,88.5,176,195,90.3,41,76,53.9,0,0.1,0.1,-0.1,3,18,1,0,18,Matches
Neto,br BRA,MF,32-119,8.9,301,382,78.8,4974,1650,154,182,84.6,109,130,83.8,26,45,57.8,0,0.6,0.4,-0.6,9,46,5,1,49,Matches
Pablo Roberto,br BRA,MF,24-046,8.9,234,312,75.0,4357,1466,103,133,77.4,93,112,83.0,31,46,67.4,2,0.8,0.8,1.2,14,32,9,2,48,Matches
Beni,ao ANG,MF,21-223,7.2,267,298,89.6,4437,1293,124,135,91.9,124,132,93.9,16,22,72.7,1,0.1,0.2,0.9,4,23,3,1,29,Matches
Felippe Cardoso,br BRA,FW,25-087,5.7,56,78,71.8,851,131,32,40,80.0,15,18,83.3,6,7,85.7,0,0.2,0.1,-0.2,3,8,2,0,8,Matches
João Nunes,pt POR,DF,28-041,4.1,159,194,82.0,2905,1116,67,71,94.4,76,91,83.5,16,30,53.3,0,0.1,0.1,-0.1,2,12,1,1,10,Matches
Saviour Godwin,ng NGA,"FW,MF",27-130,3.8,44,80,55.0,656,239,27,36,75.0,15,29,51.7,2,9,22.2,0,0.1,0.1,-0.1,1,4,3,1,8,Matches
Samuel Justo,pt POR,MF,19-272,3.8,139,180,77.2,2114,604,74,84,88.1,51,65,78.5,8,18,44.4,0,0.1,0.1,-0.1,5,8,1,1,14,Matches
Tiago Dias,pt POR,"MF,FW",25-240,3.8,96,141,68.1,1539,462,48,54,88.9,43,58,74.1,3,20,15.0,0,0.3,0.9,-0.3,5,6,8,6,14,Matches
Fernando,br BRA,FW,30-356,4.1,63,91,69.2,878,133,39,48,81.3,22,26,84.6,1,5,20.0,0,0.1,0.1,-0.1,3,5,1,0,7,Matches
Jajá,br BRA,FW,22-259,3.9,48,84,57.1,724,306,24,34,70.6,20,33,60.6,2,6,33.3,0,0.4,0.3,-0.4,2,6,1,0,10,Matches
André Geraldes,pt POR,"MF,DF",32-242,4.0,133,186,71.5,2295,975,60,77,77.9,63,80,78.8,7,21,33.3,0,0.0,0.1,0.0,1,8,0,0,12,Matches
Artur Serobyan,am ARM,MF,20-181,0.7,8,14,57.1,117,2,5,8,62.5,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Telasco Segovia,ve VEN,MF,20-272,0.3,10,13,76.9,91,6,8,10,80.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Rafael Martins,br BRA,MF,34-288,0.3,10,12,83.3,155,17,5,5,100.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Duplexe Tchamba,cm CMR,"DF,FW",25-173,0.1,2,2,100.0,40,13,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Diogo Pinto,pt POR,MF,24-184,0.1,3,5,60.0,32,16,2,2,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Squad Total,,,28.9,14.0,4333,5687,76.2,78406,31494,1927,2232,86.3,1901,2263,84.0,434,925,46.9,8,6.7,7.7,1.3,107,317,65,23,402,
Opponent Total,,,26.7,14.0,6032,7411,81.4,109929,39009,2568,2855,89.9,2704,3106,87.1,653,1107,59.0,15,14.8,14.3,0.2,151,436,120,27,564,
