Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Lucas Villalba,ar ARG,DF,28.0,23.8,0,20,0,0.0,0.84,0.0,0.0,,22.2,1,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
Gabriel Ávalos,py PAR,FW,32.0,19.7,12,53,17,32.1,2.69,0.86,0.15,0.47,14.5,1,4,4,9.3,6.1,0.12,2.7,1.9,Matches
Kevin Mac Allister,ar ARG,DF,25.0,19.2,4,30,10,33.3,1.56,0.52,0.13,0.4,13.1,0,0,0,3.2,3.2,0.11,0.8,0.8,Matches
Francisco González,ar ARG,MF,25.0,17.6,5,46,16,34.8,2.62,0.91,0.11,0.31,17.1,4,0,0,5.4,5.4,0.12,-0.4,-0.4,Matches
Javier Cabrera,uy URU,"DF,MF",30.0,17.3,0,28,8,28.6,1.62,0.46,0.0,0.0,15.6,0,0,0,2.3,2.3,0.08,-2.3,-2.3,Matches
Santiago Gabriel,ar ARG,"DF,MF",22.0,18.0,2,31,8,25.8,1.72,0.44,0.03,0.13,21.2,2,1,1,2.4,1.6,0.05,-0.4,-0.6,Matches
Franco Moyano,ar ARG,MF,25.0,17.4,0,11,1,9.1,0.63,0.06,0.0,0.0,28.4,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Miguel Ángel Torrén,ar ARG,DF,34.0,13.8,0,4,1,25.0,0.29,0.07,0.0,0.0,29.7,4,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Gastón Verón,ar ARG,"FW,MF",21.0,14.5,0,31,9,29.0,2.13,0.62,0.0,0.0,14.6,0,0,0,2.2,2.2,0.07,-2.2,-2.2,Matches
Federico Lanzillota,ar ARG,GK,30.0,14.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Federico Redondo,ar ARG,MF,20.0,14.2,1,9,2,22.2,0.63,0.14,0.11,0.5,18.2,1,0,0,0.7,0.7,0.07,0.3,0.3,Matches
Alexis Martin Arias,ar ARG,GK,30.0,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alan Rodríguez,uy URU,MF,23.0,12.9,1,21,7,33.3,1.62,0.54,0.05,0.14,18.4,0,0,0,2.7,2.7,0.13,-1.7,-1.7,Matches
Marco Di Cesare,ar ARG,DF,22.0,12.1,0,5,2,40.0,0.41,0.16,0.0,0.0,12.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Thiago Nuss,ar ARG,"FW,MF",21.0,10.1,0,33,11,33.3,3.26,1.09,0.0,0.0,14.8,0,0,0,3.2,3.2,0.1,-3.2,-3.2,Matches
Luciano Sánchez,ar ARG,"DF,FW",29.0,9.5,0,3,0,0.0,0.32,0.0,0.0,,20.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Rodrigo Cabral,ar ARG,"DF,MF",22.0,8.7,1,17,8,47.1,1.95,0.92,0.06,0.13,23.0,0,0,0,0.8,0.8,0.05,0.2,0.2,Matches
Fabricio Domínguez,uy URU,"MF,DF",24.0,8.6,0,5,2,40.0,0.58,0.23,0.0,0.0,17.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Leonardo Heredia,ar ARG,"FW,MF",27.0,7.3,4,16,8,50.0,2.19,1.09,0.25,0.5,11.3,0,0,0,3.5,3.5,0.23,0.5,0.5,Matches
Matías Vera,ar ARG,MF,27.0,5.8,0,1,0,0.0,0.17,0.0,0.0,,26.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Leonel González,ar ARG,DF,28.0,4.3,0,4,0,0.0,0.94,0.0,0.0,,13.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Mariano Bíttolo,ar ARG,"DF,MF",32.0,3.9,0,3,2,66.7,0.77,0.51,0.0,0.0,22.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Pablo Minissale,ar ARG,DF,22.0,4.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
José Herrera,ar ARG,"DF,FW",17.0,3.5,0,4,1,25.0,1.15,0.29,0.0,0.0,25.5,0,0,1,1.0,0.2,0.05,-1.0,-0.2,Matches
Facundo Ferreyra,ar ARG,"FW,MF",31.0,2.1,0,6,2,33.3,2.8,0.93,0.0,0.0,14.0,0,0,0,1.1,1.1,0.18,-1.1,-1.1,Matches
Román Riquelme,ar ARG,DF,20.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.5,27.0,30,381,115,30.2,14.11,4.26,0.07,0.22,17.1,14,5,6,39.3,34.8,0.09,-9.3,-9.8,
Opponent Total,,,27.0,27.0,22,256,71,27.7,9.48,2.63,0.07,0.24,17.8,11,5,6,25.9,21.4,0.09,-3.9,-4.4,
