Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Lucas Villalba,ar ARG,DF,28.0,23.8,47,26,23,20,4,24,40,60.0,16,16,11,5,49,96,78,1,Matches
Gabriel Ávalos,py PAR,FW,32.0,19.7,7,4,0,3,4,2,9,22.2,7,9,1,8,3,10,12,0,Matches
Kevin Mac Allister,ar ARG,DF,25.0,19.2,59,38,29,27,3,30,57,52.6,27,37,8,29,27,86,56,0,Matches
Francisco González,ar ARG,MF,25.0,17.6,33,22,9,17,7,9,36,25.0,27,21,1,20,7,40,7,0,Matches
Javier Cabrera,uy URU,"DF,MF",30.0,17.3,28,25,10,12,6,13,41,31.7,28,22,1,21,10,38,17,0,Matches
Santiago Gabriel,ar ARG,"DF,MF",22.0,18.0,37,22,15,13,9,24,43,55.8,19,22,3,19,15,52,14,0,Matches
Franco Moyano,ar ARG,MF,25.0,17.4,29,18,11,16,2,14,30,46.7,16,10,3,7,14,43,19,1,Matches
Miguel Ángel Torrén,ar ARG,DF,34.0,13.8,15,11,11,3,1,10,14,71.4,4,15,9,6,13,28,53,0,Matches
Gastón Verón,ar ARG,"FW,MF",21.0,14.5,17,9,1,8,8,8,15,53.3,7,13,4,9,3,20,10,0,Matches
Federico Lanzillota,ar ARG,GK,30.0,14.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,6,1,Matches
Federico Redondo,ar ARG,MF,20.0,14.2,32,19,16,12,4,11,28,39.3,17,20,5,15,11,43,16,1,Matches
Alexis Martin Arias,ar ARG,GK,30.0,13.0,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,8,0,Matches
Alan Rodríguez,uy URU,MF,23.0,12.9,36,25,9,19,8,11,29,37.9,18,10,3,7,11,47,7,0,Matches
Marco Di Cesare,ar ARG,DF,22.0,12.1,20,12,17,3,0,15,20,75.0,5,10,7,3,14,34,70,0,Matches
Thiago Nuss,ar ARG,"FW,MF",21.0,10.1,7,4,0,3,4,2,10,20.0,8,16,0,16,1,8,6,0,Matches
Luciano Sánchez,ar ARG,"DF,FW",29.0,9.5,26,18,19,6,1,17,33,51.5,16,15,3,12,11,37,19,1,Matches
Rodrigo Cabral,ar ARG,"DF,MF",22.0,8.7,11,6,5,5,1,6,13,46.2,7,4,0,4,5,16,1,0,Matches
Fabricio Domínguez,uy URU,"MF,DF",24.0,8.6,26,15,8,15,3,12,20,60.0,8,15,0,15,13,39,4,0,Matches
Leonardo Heredia,ar ARG,"FW,MF",27.0,7.3,5,4,3,1,1,0,0,,0,5,0,5,2,7,3,0,Matches
Matías Vera,ar ARG,MF,27.0,5.8,13,12,3,9,1,7,13,53.8,6,10,2,8,4,17,9,1,Matches
Leonel González,ar ARG,DF,28.0,4.3,5,3,5,0,0,2,5,40.0,3,9,3,6,6,11,18,0,Matches
Mariano Bíttolo,ar ARG,"DF,MF",32.0,3.9,4,3,3,1,0,3,13,23.1,10,4,0,4,2,6,11,0,Matches
Pablo Minissale,ar ARG,DF,22.0,4.1,6,2,5,1,0,3,3,100.0,0,4,2,2,3,9,11,0,Matches
José Herrera,ar ARG,"DF,FW",17.0,3.5,6,4,0,1,5,1,6,16.7,5,6,0,6,0,6,0,0,Matches
Facundo Ferreyra,ar ARG,"FW,MF",31.0,2.1,2,1,0,2,0,0,1,0.0,1,1,0,1,0,2,2,0,Matches
Román Riquelme,ar ARG,DF,20.0,0.5,2,2,2,0,0,1,1,100.0,0,0,0,0,0,2,2,0,Matches
Squad Total,,,26.5,27.0,475,306,206,197,72,227,483,47.0,256,294,66,228,225,700,459,6,
Opponent Total,,,27.0,27.0,425,266,215,174,36,185,454,40.7,269,360,105,255,286,711,611,5,
