Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Lucas Villalba,ar ARG,DF,28.0,23.8,2063,137,811,1083,187,20,2063,29,22,75.9,5,17.2,1210,6649,4511,49,34,3,19,9,1347,20,Matches
Gabriel Ávalos,py PAR,FW,32.0,19.7,691,15,21,293,381,127,687,28,11,39.3,14,50.0,351,1295,463,17,15,12,67,27,533,178,Matches
Kevin Mac Allister,ar ARG,DF,25.0,19.2,1478,65,435,812,237,39,1478,7,3,42.9,3,42.9,711,2565,1525,19,12,1,11,1,787,34,Matches
Francisco González,ar ARG,MF,25.0,17.6,829,7,78,411,351,58,829,48,20,41.7,25,52.1,447,2139,1032,36,32,9,35,21,539,111,Matches
Javier Cabrera,uy URU,"DF,MF",30.0,17.3,906,20,121,296,496,70,906,40,27,67.5,9,22.5,534,2478,1094,51,21,15,33,17,602,223,Matches
Santiago Gabriel,ar ARG,"DF,MF",22.0,18.0,1064,19,211,480,390,40,1063,62,29,46.8,25,40.3,531,2970,1711,52,34,14,29,17,556,114,Matches
Franco Moyano,ar ARG,MF,25.0,17.4,1241,46,269,821,157,0,1241,7,6,85.7,1,14.3,686,3006,1385,18,9,0,12,5,802,18,Matches
Miguel Ángel Torrén,ar ARG,DF,34.0,13.8,1078,110,527,539,25,1,1078,5,3,60.0,2,40.0,590,3563,2410,4,1,0,2,2,644,0,Matches
Gastón Verón,ar ARG,"FW,MF",21.0,14.5,694,13,45,381,272,56,694,39,19,48.7,14,35.9,447,1752,662,16,18,4,42,38,573,101,Matches
Federico Lanzillota,ar ARG,GK,30.0,14.0,444,365,436,8,0,0,444,0,0,,0,,247,1097,577,0,0,0,0,0,209,0,Matches
Federico Redondo,ar ARG,MF,20.0,14.2,1033,23,217,666,167,13,1033,30,19,63.3,10,33.3,576,2686,1338,24,20,1,24,18,716,32,Matches
Alexis Martin Arias,ar ARG,GK,30.0,13.0,422,365,422,1,0,0,422,0,0,,0,,237,1131,626,0,0,0,2,0,172,0,Matches
Alan Rodríguez,uy URU,MF,23.0,12.9,677,15,100,368,216,32,677,45,28,62.2,14,31.1,393,1836,879,19,17,4,27,17,426,53,Matches
Marco Di Cesare,ar ARG,DF,22.0,12.1,990,152,601,376,18,12,990,2,2,100.0,0,0.0,561,2836,1678,2,1,0,2,1,618,3,Matches
Thiago Nuss,ar ARG,"FW,MF",21.0,10.1,374,6,25,114,243,58,374,37,11,29.7,19,51.4,224,1588,790,31,17,9,44,18,264,95,Matches
Luciano Sánchez,ar ARG,"DF,FW",29.0,9.5,611,22,208,292,115,7,611,9,6,66.7,3,33.3,278,1132,550,7,12,4,7,9,329,36,Matches
Rodrigo Cabral,ar ARG,"DF,MF",22.0,8.7,372,3,44,132,200,34,372,38,20,52.6,9,23.7,261,1868,883,40,14,13,31,14,262,104,Matches
Fabricio Domínguez,uy URU,"MF,DF",24.0,8.6,475,7,59,208,214,29,475,54,25,46.3,24,44.4,257,1510,653,22,15,9,23,11,266,63,Matches
Leonardo Heredia,ar ARG,"FW,MF",27.0,7.3,326,2,17,176,137,36,326,15,10,66.7,5,33.3,170,739,334,13,9,3,21,10,242,55,Matches
Matías Vera,ar ARG,MF,27.0,5.8,392,16,95,251,46,0,392,5,2,40.0,2,40.0,225,783,344,3,1,0,9,4,250,2,Matches
Leonel González,ar ARG,DF,28.0,4.3,368,29,169,167,37,7,368,10,7,70.0,3,30.0,192,979,664,11,5,1,4,2,226,10,Matches
Mariano Bíttolo,ar ARG,"DF,MF",32.0,3.9,216,12,53,110,56,2,216,6,1,16.7,4,66.7,97,481,256,8,7,1,4,0,124,14,Matches
Pablo Minissale,ar ARG,DF,22.0,4.1,323,16,120,174,29,4,323,0,0,,0,,159,861,595,5,4,0,3,2,198,5,Matches
José Herrera,ar ARG,"DF,FW",17.0,3.5,170,1,13,69,91,10,169,16,9,56.3,5,31.3,93,510,175,7,5,1,11,6,122,34,Matches
Facundo Ferreyra,ar ARG,"FW,MF",31.0,2.1,89,2,6,45,40,14,89,4,1,25.0,3,75.0,38,83,22,1,0,0,3,0,64,21,Matches
Román Riquelme,ar ARG,DF,20.0,0.5,39,4,20,19,0,0,39,0,0,,0,,14,91,45,0,0,0,0,0,23,0,Matches
Squad Total,,,26.5,27.0,17365,1472,5123,8292,4105,669,17359,536,281,52.4,199,37.1,9529,46628,25202,455,303,104,465,249,10894,1326,
Opponent Total,,,27.0,27.0,12140,1585,4449,5362,2483,360,12134,517,248,48.0,219,42.4,5573,29691,13517,228,196,45,426,239,5900,658,
