Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Lucas Villalba,ar ARG,DF,28.0,23.8,2,0,0,24,22,1,45,49,26,0,1,0,175,64,49,56.6,Matches
Gabriel Ávalos,py PAR,FW,32.0,19.7,4,0,0,23,27,10,9,3,4,0,1,0,48,78,80,49.4,Matches
Kevin Mac Allister,ar ARG,DF,25.0,19.2,5,1,0,32,33,1,17,27,38,0,1,0,120,58,34,63.0,Matches
Francisco González,ar ARG,MF,25.0,17.6,2,0,0,25,24,7,40,7,22,2,0,0,89,22,31,41.5,Matches
Javier Cabrera,uy URU,"DF,MF",30.0,17.3,6,0,0,16,27,11,132,10,25,0,0,0,104,14,23,37.8,Matches
Santiago Gabriel,ar ARG,"DF,MF",22.0,18.0,5,2,1,14,33,1,104,15,22,0,0,0,125,14,27,34.1,Matches
Franco Moyano,ar ARG,MF,25.0,17.4,1,0,0,13,10,0,42,14,18,0,0,0,127,17,22,43.6,Matches
Miguel Ángel Torrén,ar ARG,DF,34.0,13.8,3,0,0,6,7,0,10,13,11,0,0,0,117,28,14,66.7,Matches
Gastón Verón,ar ARG,"FW,MF",21.0,14.5,7,1,1,28,29,4,7,3,9,2,1,0,46,61,42,59.2,Matches
Federico Lanzillota,ar ARG,GK,30.0,14.0,1,0,0,0,3,0,0,1,0,0,0,0,33,2,2,50.0,Matches
Federico Redondo,ar ARG,MF,20.0,14.2,3,1,0,17,17,1,4,11,19,0,0,0,125,25,16,61.0,Matches
Alexis Martin Arias,ar ARG,GK,30.0,13.0,1,0,0,0,1,0,0,0,1,0,0,0,19,2,0,100.0,Matches
Alan Rodríguez,uy URU,MF,23.0,12.9,1,0,0,24,20,0,11,11,25,0,0,0,99,10,25,28.6,Matches
Marco Di Cesare,ar ARG,DF,22.0,12.1,3,0,0,21,9,1,0,14,12,0,1,0,72,42,31,57.5,Matches
Thiago Nuss,ar ARG,"FW,MF",21.0,10.1,5,0,0,23,21,6,33,1,4,0,0,0,36,17,29,37.0,Matches
Luciano Sánchez,ar ARG,"DF,FW",29.0,9.5,2,0,0,14,7,0,15,11,18,0,0,0,54,13,16,44.8,Matches
Rodrigo Cabral,ar ARG,"DF,MF",22.0,8.7,0,0,0,9,28,2,49,5,6,0,0,0,56,6,13,31.6,Matches
Fabricio Domínguez,uy URU,"MF,DF",24.0,8.6,4,0,0,14,18,0,41,13,15,0,0,0,61,8,13,38.1,Matches
Leonardo Heredia,ar ARG,"FW,MF",27.0,7.3,2,1,0,8,8,5,9,2,4,0,0,0,25,18,26,40.9,Matches
Matías Vera,ar ARG,MF,27.0,5.8,2,0,0,10,6,0,1,4,12,0,0,0,37,8,10,44.4,Matches
Leonel González,ar ARG,DF,28.0,4.3,1,0,0,1,0,0,3,6,3,0,1,0,42,7,10,41.2,Matches
Mariano Bíttolo,ar ARG,"DF,MF",32.0,3.9,0,0,0,1,0,0,11,2,3,0,0,0,17,3,7,30.0,Matches
Pablo Minissale,ar ARG,DF,22.0,4.1,0,0,0,5,2,1,3,3,2,0,0,0,27,11,8,57.9,Matches
José Herrera,ar ARG,"DF,FW",17.0,3.5,1,0,0,5,6,1,16,0,4,1,0,0,13,6,16,27.3,Matches
Facundo Ferreyra,ar ARG,"FW,MF",31.0,2.1,2,0,0,6,5,2,1,0,1,1,0,0,8,9,12,42.9,Matches
Román Riquelme,ar ARG,DF,20.0,0.5,1,0,0,1,0,0,0,0,2,0,0,0,5,2,4,33.3,Matches
Squad Total,,,26.5,27.0,64,6,2,340,363,54,603,225,306,6,6,0,1680,545,560,49.3,
Opponent Total,,,27.0,27.0,70,4,1,382,320,40,396,286,266,4,5,1,1597,536,517,50.9,
