Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Cássio,br BRA,GK,35.0,36.8,1104.0,642.0,462.0,93.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,883.0,0.0,0.0,Matches
Gil,br BRA,DF,35.0,32.0,1458.0,1404.0,51.0,48.0,0.0,4.0,2,1.0,0.0,0.0,0.0,0.0,1284.0,3.0,7.0,Matches
Yuri Alberto,br BRA,FW,21.0,30.2,581.0,524.0,55.0,1.0,1.0,2.0,13,3.0,0.0,0.0,0.0,0.0,417.0,2.0,16.0,Matches
Maycon,br BRA,MF,25.0,26.7,1482.0,1409.0,68.0,42.0,4.0,13.0,32,7.0,18.0,5.0,13.0,0.0,1239.0,5.0,23.0,Matches
Fagner,br BRA,DF,33.0,23.3,1573.0,1229.0,341.0,50.0,7.0,10.0,119,255.0,36.0,0.0,36.0,0.0,1209.0,3.0,25.0,Matches
Fábio Santos,br BRA,DF,37.0,18.6,1124.0,943.0,180.0,36.0,1.0,2.0,30,144.0,0.0,0.0,0.0,0.0,935.0,1.0,24.0,Matches
Bruno Méndez,uy URU,DF,23.0,18.3,984.0,859.0,123.0,15.0,0.0,5.0,14,108.0,0.0,0.0,0.0,0.0,786.0,2.0,13.0,Matches
Matheus Bidu,br BRA,DF,23.0,18.4,1129.0,904.0,221.0,37.0,0.0,5.0,105,154.0,30.0,3.0,27.0,0.0,897.0,4.0,23.0,Matches
Giuliano de Paula,br BRA,"MF,FW",32.0,18.1,908.0,868.0,38.0,30.0,0.0,3.0,7,5.0,0.0,0.0,0.0,0.0,789.0,2.0,17.0,Matches
Fausto Vera,ar ARG,MF,22.0,15.3,824.0,808.0,13.0,11.0,6.0,11.0,7,2.0,0.0,0.0,0.0,0.0,694.0,3.0,11.0,Matches
Renato Augusto,br BRA,MF,34.0,14.2,757.0,679.0,72.0,21.0,4.0,11.0,57,6.0,30.0,14.0,15.0,0.0,618.0,6.0,11.0,Matches
