Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Cássio,br BRA,GK,35.0,37,3310.0,89.0,96.8,36.8,37,89.0,36,0,,0,1.27,45.0,48.0,-3.0,-0.08,-1.72,39.4,48.2,-8.8,-0.24,-0.11,Matches
Gil,br BRA,DF,35.0,32,2880.0,90.0,84.2,32.0,32,90.0,32,0,,2,1.28,36.0,38.0,-2.0,-0.06,-0.23,33.8,40.3,-6.5,-0.2,0.2,Matches
Yuri Alberto,br BRA,FW,21.0,34,2722.0,80.0,79.6,30.2,32,83.0,17,2,28.0,1,1.35,41.0,36.0,5.0,0.17,0.94,33.1,37.2,-4.2,-0.14,0.48,Matches
Maycon,br BRA,MF,25.0,32,2403.0,75.0,70.3,26.7,27,84.0,14,5,29.0,2,1.28,34.0,36.0,-2.0,-0.07,-0.16,30.1,34.8,-4.7,-0.17,0.21,Matches
Fagner,br BRA,DF,33.0,30,2095.0,70.0,61.3,23.3,22,85.0,19,8,28.0,0,1.53,34.0,34.0,0.0,0.0,0.07,27.5,28.7,-1.2,-0.05,0.48,Matches
Fábio Santos,br BRA,DF,37.0,25,1673.0,67.0,48.9,18.6,20,78.0,12,5,23.0,7,1.36,23.0,28.0,-5.0,-0.27,-0.48,20.4,23.3,-2.9,-0.16,0.15,Matches
Bruno Méndez,uy URU,DF,23.0,27,1650.0,61.0,48.2,18.3,20,76.0,12,7,19.0,6,1.44,18.0,16.0,2.0,0.11,0.26,17.9,23.4,-5.5,-0.3,-0.13,Matches
Matheus Bidu,br BRA,DF,23.0,24,1659.0,69.0,48.5,18.4,19,80.0,11,5,28.0,14,1.42,24.0,19.0,5.0,0.27,0.58,19.2,23.4,-4.2,-0.23,0.01,Matches
Giuliano de Paula,br BRA,"MF,FW",32.0,30,1633.0,54.0,47.7,18.1,19,71.0,5,11,26.0,6,1.27,21.0,22.0,-1.0,-0.06,-0.06,17.7,24.3,-6.7,-0.37,-0.25,Matches
Fausto Vera,ar ARG,MF,22.0,21,1381.0,66.0,40.4,15.3,17,74.0,5,4,29.0,6,1.33,16.0,14.0,2.0,0.13,0.26,16.2,15.6,0.6,0.04,0.46,Matches
