Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Cássio,br BRA,GK,35.0,36.8,2,0,0,1,6,0,0,0,0,0.0,1.0,0,16.0,11.0,1.0,91.7,Matches
Gil,br BRA,DF,35.0,32.0,10,0,0,31,8,4,2,27,30,0.0,2.0,0,125.0,75.0,41.0,64.7,Matches
Yuri Alberto,br BRA,FW,21.0,30.2,6,0,0,66,71,15,13,3,14,1.0,0.0,0,67.0,63.0,79.0,44.4,Matches
Maycon,br BRA,MF,25.0,26.7,4,1,0,27,9,3,32,33,26,0.0,0.0,0,155.0,8.0,25.0,24.2,Matches
Fagner,br BRA,DF,33.0,23.3,10,0,0,22,40,0,119,17,27,0.0,0.0,0,132.0,6.0,11.0,35.3,Matches
Fábio Santos,br BRA,DF,37.0,18.6,7,0,0,23,26,1,30,19,15,0.0,0.0,0,73.0,27.0,18.0,60.0,Matches
Bruno Méndez,uy URU,DF,23.0,18.3,5,1,0,18,4,1,14,22,22,0.0,1.0,0,72.0,34.0,23.0,59.6,Matches
Matheus Bidu,br BRA,DF,23.0,18.4,2,0,0,24,37,0,105,31,20,0.0,2.0,0,125.0,27.0,20.0,57.4,Matches
Giuliano de Paula,br BRA,"MF,FW",32.0,18.1,2,0,0,19,17,0,7,13,16,0.0,0.0,0,91.0,14.0,25.0,35.9,Matches
Fausto Vera,ar ARG,MF,22.0,15.3,6,0,0,29,10,1,7,16,12,0.0,0.0,0,96.0,12.0,15.0,44.4,Matches
Renato Augusto,br BRA,MF,34.0,14.2,1,0,0,11,24,2,57,8,8,1.0,0.0,0,44.0,9.0,6.0,60.0,Matches
Roger Guedes,br BRA,"FW,MF",26.0,15.0,3,0,0,10,42,6,21,1,3,0.0,0.0,0,33.0,22.0,14.0,61.1,Matches
Lucas Veríssimo,br BRA,DF,27.0,14.5,4,1,0,15,4,4,0,10,11,0.0,0.0,0,62.0,57.0,28.0,67.1,Matches
Gabriel Moscardo,br BRA,MF,17.0,12.6,6,0,0,18,8,0,2,20,22,0.0,0.0,0,69.0,22.0,10.0,68.8,Matches
Caetano,br BRA,DF,23.0,13.4,3,0,0,10,8,0,1,19,8,0.0,1.0,0,62.0,17.0,15.0,53.1,Matches
Ángel Romero,py PAR,FW,30.0,13.3,2,0,0,8,31,4,63,5,14,0.0,0.0,0,67.0,21.0,25.0,45.7,Matches
Murillo,br BRA,DF,20.0,12.9,3,0,0,13,4,0,0,16,9,0.0,0.0,1,79.0,31.0,18.0,63.3,Matches
Ruan Oliveira Ferreira,br BRA,"MF,FW",22.0,9.8,3,0,0,19,13,1,44,8,13,1.0,0.0,0,43.0,1.0,10.0,9.1,Matches
Adson,br BRA,"FW,MF",22.0,9.5,0,0,0,11,20,5,10,8,26,0.0,0.0,0,52.0,7.0,4.0,63.6,Matches
Wesley Ribeiro,br BRA,"FW,MF",17.0,9.6,2,0,0,10,37,1,29,6,11,1.0,0.0,0,45.0,2.0,9.0,18.2,Matches
Budiga Roni,br BRA,MF,23.0,7.5,2,0,0,15,3,0,1,6,13,0.0,0.0,0,42.0,3.0,4.0,42.9,Matches
Matías Rojas,py PAR,"MF,FW",27.0,7.0,1,0,0,8,4,0,35,1,4,0.0,0.0,0,39.0,5.0,4.0,55.6,Matches
Pedrinho Santos,br BRA,"FW,MF",16.0,6.9,1,0,0,12,22,2,16,5,4,1.0,0.0,0,25.0,5.0,12.0,29.4,Matches
Guilherme Biro,br BRA,"FW,MF",18.0,6.4,2,0,0,14,19,2,13,3,4,0.0,0.0,0,37.0,4.0,8.0,33.3,Matches
Matheus Araújo,br BRA,"MF,FW",20.0,6.5,0,0,0,11,8,1,13,9,7,0.0,0.0,0,44.0,6.0,9.0,40.0,Matches
