Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Facundo Cambeses,ar ARG,GK,25.0,27.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,10,0,Matches
Juan Bisanz,ar ARG,"MF,FW",21.0,22.5,23,25,8,9,6,12,30,40.0,18,30,2,28,13,36,3,0,Matches
Brahian Alemán,uy URU,MF,33.0,20.7,40,22,16,19,5,18,39,46.2,21,23,4,19,18,58,25,0,Matches
Alejandro Cabrera,ar ARG,MF,30.0,19.9,68,53,24,37,7,38,69,55.1,31,35,5,30,42,110,29,0,Matches
Alejandro Maciel,ar ARG,DF,25.0,20.6,41,28,28,13,0,25,42,59.5,17,23,15,8,25,66,112,0,Matches
Emanuel Coronel,ar ARG,DF,25.0,19.7,52,37,26,23,3,23,40,57.5,17,27,4,23,29,81,59,1,Matches
Eric Remedi,ar ARG,MF,27.0,19.5,40,26,15,24,1,17,58,29.3,41,38,3,35,24,64,26,0,Matches
Emanuel Insúa,ar ARG,DF,31.0,18.8,67,42,37,28,2,32,55,58.2,23,22,2,20,27,94,47,0,Matches
Milton Giménez,ar ARG,FW,26.0,17.2,36,27,3,24,9,9,24,37.5,15,26,2,24,3,39,13,0,Matches
Aaron Quirós,ar ARG,DF,21.0,15.1,20,11,14,5,1,10,18,55.6,8,20,8,12,15,35,56,1,Matches
Emanuel Olivera,ar ARG,DF,32.0,15.0,26,19,15,10,1,19,29,65.5,10,17,10,7,15,41,69,0,Matches
Nicolás Sosa,uy URU,"MF,FW",26.0,11.9,29,16,8,12,9,13,31,41.9,18,20,2,18,6,35,26,0,Matches
Andrés Chávez,ar ARG,FW,31.0,11.1,6,3,1,2,3,2,8,25.0,6,8,1,7,0,6,11,0,Matches
Sebastián Sosa,uy URU,FW,28.0,9.8,7,5,0,4,3,2,16,12.5,14,13,3,10,6,13,10,0,Matches
Matías Romero,ar ARG,"DF,MF",26.0,10.6,23,11,14,7,2,19,38,50.0,19,4,1,3,13,36,26,0,Matches
Ignacio Rodríguez,ar ARG,MF,20.0,8.0,10,4,4,1,5,5,11,45.5,6,7,1,6,5,15,5,0,Matches
Pedro Souto,ar ARG,DF,22.0,6.7,14,11,7,7,0,8,16,50.0,8,9,0,9,14,28,18,0,Matches
Luis Mago,ve VEN,DF,28.0,5.2,14,9,10,4,0,6,10,60.0,4,8,5,3,8,22,16,1,Matches
Mateo Pérez,ar ARG,DF,22.0,3.4,6,3,2,4,0,4,5,80.0,1,0,0,0,3,9,8,0,Matches
Nicolás Bertolo,ar ARG,MF,37.0,2.0,2,2,1,1,0,0,0,,0,1,0,1,0,2,1,0,Matches
Alan Di Pippa,ar ARG,MF,22.0,2.6,9,7,1,6,2,5,11,45.5,6,6,3,3,4,13,3,0,Matches
Alejandro Piedrahita,co COL,"MF,FW",20.0,1.8,2,0,0,1,1,1,2,50.0,1,3,1,2,1,3,2,0,Matches
Horacio Tijanovich,ar ARG,MF,26.0,1.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Agustín Urzi,ar ARG,MF,22.0,0.7,3,1,1,0,2,1,2,50.0,1,0,0,0,2,5,0,0,Matches
Lautaro Ríos,ar ARG,"MF,FW",22.0,1.7,10,4,3,5,2,3,7,42.9,4,2,1,1,4,14,0,0,Matches
Geronimo Rivera,ar ARG,"MF,FW",19.0,1.5,2,1,0,1,1,0,2,0.0,2,6,0,6,0,2,1,0,Matches
Matías González,ar ARG,MF,20.0,0.6,2,2,0,2,0,0,3,0.0,3,0,0,0,0,2,0,0,Matches
Tomás Adoryán,ar ARG,MF,21.0,0.4,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
Squad Total,,,27.1,27.0,553,369,238,250,65,272,570,47.7,298,348,73,275,277,830,576,3,
Opponent Total,,,27.3,27.0,459,303,188,223,48,192,442,43.4,250,291,70,221,230,689,656,4,
