Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Facundo Cambeses,ar ARG,GK,25.0,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Bisanz,ar ARG,"MF,FW",21.0,26,24,2026.0,22.5,6.0,1.0,7.0,4.0,2.0,2.0,4.0,0.0,4.5,2.9,1.0,4.0,34.0,19.0,76.0,0.27,0.04,0.31,0.18,0.22,0.3,0.07,0.37,0.2,0.27,Matches
Brahian Alemán,uy URU,MF,33.0,26,23,1862.0,20.7,1.0,3.0,4.0,0.0,1.0,1.0,7.0,0.0,2.5,1.7,4.9,6.6,15.0,93.0,77.0,0.05,0.15,0.19,0.0,0.15,0.12,0.24,0.36,0.08,0.32,Matches
Alejandro Cabrera,ar ARG,MF,30.0,22,22,1794.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.9,0.9,0.3,1.3,6.0,86.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06,Matches
Alejandro Maciel,ar ARG,DF,25.0,22,21,1851.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.3,0.8,11.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,Matches
Emanuel Coronel,ar ARG,DF,25.0,21,21,1776.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.7,0.7,1.6,2.3,46.0,84.0,62.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.04,0.12,Matches
Eric Remedi,ar ARG,MF,27.0,24,21,1756.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.7,0.7,0.4,1.1,24.0,84.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,Matches
Emanuel Insúa,ar ARG,DF,31.0,21,19,1695.0,18.8,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,1.6,1.6,0.5,2.1,47.0,59.0,45.0,0.11,0.0,0.11,0.11,0.11,0.09,0.02,0.11,0.09,0.11,Matches
Milton Giménez,ar ARG,FW,26.0,23,17,1545.0,17.2,5.0,2.0,7.0,4.0,1.0,1.0,4.0,0.0,5.7,4.9,1.2,6.2,15.0,16.0,77.0,0.29,0.12,0.41,0.23,0.35,0.33,0.07,0.4,0.29,0.36,Matches
Aaron Quirós,ar ARG,DF,21.0,18,15,1358.0,15.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.4,1.1,4.0,20.0,0.0,0.07,0.07,0.13,0.07,0.13,0.04,0.03,0.07,0.04,0.07,Matches
Emanuel Olivera,ar ARG,DF,32.0,16,15,1347.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.6,1.0,5.0,33.0,2.0,0.0,0.07,0.07,0.0,0.07,0.03,0.04,0.07,0.03,0.07,Matches
Nicolás Sosa,uy URU,"MF,FW",26.0,23,12,1067.0,11.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,1.0,2.4,15.0,15.0,48.0,0.08,0.08,0.17,0.08,0.17,0.12,0.08,0.21,0.12,0.21,Matches
Andrés Chávez,ar ARG,FW,31.0,19,12,1003.0,11.1,1.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,4.5,2.8,0.5,3.4,23.0,20.0,57.0,0.09,0.0,0.09,0.09,0.09,0.41,0.05,0.45,0.25,0.3,Matches
Sebastián Sosa,uy URU,FW,28.0,23,10,881.0,9.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.9,3.9,4.0,21.0,44.0,0.1,0.0,0.1,0.1,0.1,0.2,0.19,0.4,0.2,0.4,Matches
Matías Romero,ar ARG,"DF,MF",26.0,16,9,958.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,13.0,27.0,38.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.08,0.04,0.08,Matches
Ignacio Rodríguez,ar ARG,MF,20.0,18,8,721.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.0,17.0,14.0,49.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13,Matches
Pedro Souto,ar ARG,DF,22.0,8,7,604.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luis Mago,ve VEN,DF,28.0,6,5,467.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.3,0.3,0.2,0.4,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches
Mateo Pérez,ar ARG,DF,22.0,5,3,302.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.07,0.01,0.07,Matches
Nicolás Bertolo,ar ARG,MF,37.0,7,2,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,3.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.15,0.09,0.15,Matches
Alan Di Pippa,ar ARG,MF,22.0,7,1,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,5.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches
Alejandro Piedrahita,co COL,"MF,FW",20.0,5,1,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,7.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.07,0.23,0.3,0.07,0.3,Matches
Horacio Tijanovich,ar ARG,MF,26.0,6,1,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.2,1.1,1.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.6,0.13,0.73,0.6,0.73,Matches
Agustín Urzi,ar ARG,MF,22.0,1,1,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.16,0.04,0.16,Matches
Lautaro Ríos,ar ARG,"MF,FW",22.0,8,0,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.23,0.06,0.29,0.23,0.29,Matches
Geronimo Rivera,ar ARG,"MF,FW",19.0,7,0,137.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.0,1.2,4.0,2.0,14.0,0.0,0.66,0.66,0.0,0.66,0.14,0.65,0.79,0.14,0.79,Matches
Matías González,ar ARG,MF,20.0,2,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,Matches
