Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Facundo Cambeses,ar ARG,GK,25.0,27,2430.0,90.0,100.0,27.0,27,90.0,27,0,,0,1.11,21.0,32.0,-11.0,-0.41,,29.5,28.7,0.7,0.03,,Matches
Juan Bisanz,ar ARG,"MF,FW",21.0,26,2026.0,78.0,83.4,22.5,24,82.0,9,2,35.0,0,1.12,17.0,23.0,-6.0,-0.27,0.85,17.4,14.2,3.2,0.21,0.42,Matches
Brahian Alemán,uy URU,MF,33.0,26,1862.0,72.0,76.6,20.7,23,77.0,9,3,30.0,0,1.15,15.0,27.0,-12.0,-0.58,-0.74,20.0,20.7,-0.6,-0.03,-0.24,Matches
Alejandro Cabrera,ar ARG,MF,30.0,22,1794.0,82.0,73.8,19.9,22,82.0,15,0,,1,1.18,13.0,20.0,-7.0,-0.35,0.21,21.1,19.9,1.2,0.06,0.13,Matches
Alejandro Maciel,ar ARG,DF,25.0,22,1851.0,84.0,76.2,20.6,21,88.0,20,1,6.0,5,1.18,17.0,23.0,-6.0,-0.29,0.49,21.9,23.9,-2.0,-0.1,-0.52,Matches
Emanuel Coronel,ar ARG,DF,25.0,21,1776.0,85.0,73.1,19.7,21,85.0,18,0,,3,1.19,18.0,22.0,-4.0,-0.2,0.76,21.7,20.6,1.0,0.05,0.09,Matches
Eric Remedi,ar ARG,MF,27.0,24,1756.0,73.0,72.3,19.5,21,81.0,11,3,17.0,2,1.08,17.0,25.0,-8.0,-0.41,-0.01,21.4,21.4,0.0,0.0,-0.1,Matches
Emanuel Insúa,ar ARG,DF,31.0,21,1695.0,81.0,69.8,18.8,19,88.0,17,2,16.0,1,1.1,17.0,22.0,-5.0,-0.27,0.47,18.8,18.4,0.3,0.02,-0.04,Matches
Milton Giménez,ar ARG,FW,26.0,23,1545.0,67.0,63.6,17.2,17,80.0,6,6,30.0,1,1.09,16.0,24.0,-8.0,-0.47,-0.16,19.4,18.8,0.6,0.03,0.01,Matches
Aaron Quirós,ar ARG,DF,21.0,18,1358.0,75.0,55.9,15.1,15,88.0,14,3,12.0,8,1.44,15.0,18.0,-3.0,-0.2,0.47,17.8,16.6,1.2,0.08,0.12,Matches
Emanuel Olivera,ar ARG,DF,32.0,16,1347.0,84.0,55.4,15.0,15,88.0,14,1,27.0,4,0.88,8.0,18.0,-10.0,-0.67,-0.59,16.4,15.1,1.4,0.09,0.15,Matches
Nicolás Sosa,uy URU,"MF,FW",26.0,23,1067.0,46.0,43.9,11.9,12,70.0,1,11,20.0,2,1.26,11.0,11.0,0.0,0.0,0.73,13.9,11.7,2.2,0.18,0.28,Matches
Andrés Chávez,ar ARG,FW,31.0,19,1003.0,53.0,41.3,11.1,12,71.0,3,7,21.0,0,0.95,6.0,12.0,-6.0,-0.54,-0.22,11.7,11.4,0.3,0.03,0.0,Matches
Sebastián Sosa,uy URU,FW,28.0,23,881.0,38.0,36.3,9.8,10,65.0,1,13,18.0,3,1.09,7.0,12.0,-5.0,-0.51,-0.16,10.4,12.2,-1.8,-0.19,-0.33,Matches
Matías Romero,ar ARG,"DF,MF",26.0,16,958.0,60.0,39.4,10.6,9,82.0,5,7,31.0,10,1.13,7.0,14.0,-7.0,-0.66,-0.41,11.9,11.1,0.8,0.08,0.08,Matches
Ignacio Rodríguez,ar ARG,MF,20.0,18,721.0,40.0,29.7,8.0,8,71.0,1,10,15.0,9,1.17,5.0,6.0,-1.0,-0.12,0.4,8.5,7.4,1.1,0.14,0.16,Matches
Pedro Souto,ar ARG,DF,22.0,8,604.0,76.0,24.9,6.7,7,81.0,3,1,35.0,17,1.38,4.0,6.0,-2.0,-0.3,0.15,8.7,6.7,1.9,0.29,0.35,Matches
Luis Mago,ve VEN,DF,28.0,6,467.0,78.0,19.2,5.2,5,89.0,3,1,22.0,12,0.67,2.0,9.0,-7.0,-1.35,-1.17,4.7,6.3,-1.7,-0.32,-0.43,Matches
Mateo Pérez,ar ARG,DF,22.0,5,302.0,60.0,12.4,3.4,3,90.0,3,2,16.0,15,2.0,4.0,4.0,0.0,0.0,0.47,6.6,3.6,3.0,0.89,0.99,Matches
Nicolás Bertolo,ar ARG,MF,37.0,7,183.0,26.0,7.5,2.0,2,61.0,0,5,12.0,5,0.43,1.0,7.0,-6.0,-2.95,-2.75,2.9,2.9,-0.1,-0.04,-0.07,Matches
Alan Di Pippa,ar ARG,MF,22.0,7,235.0,34.0,9.7,2.6,1,45.0,0,6,32.0,17,1.14,3.0,2.0,1.0,0.38,0.88,2.1,2.8,-0.7,-0.26,-0.32,Matches
