Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Facundo Cambeses,ar ARG,GK,25.0,27.0,602,323,279,73,0,0,0,0,0,0,0,0,387,0,0,Matches
Juan Bisanz,ar ARG,"MF,FW",21.0,22.5,320,284,34,14,1,3,77,2,12,6,2,0,197,2,14,Matches
Brahian Alemán,uy URU,MF,33.0,20.7,913,708,196,91,5,11,205,12,92,50,38,0,523,9,26,Matches
Alejandro Cabrera,ar ARG,MF,30.0,19.9,929,891,32,30,1,5,9,2,0,0,0,0,700,6,16,Matches
Alejandro Maciel,ar ARG,DF,25.0,20.6,731,687,42,42,0,8,6,0,0,0,0,0,474,2,10,Matches
Emanuel Coronel,ar ARG,DF,25.0,19.7,912,676,231,8,2,7,61,222,1,0,1,0,555,5,44,Matches
Eric Remedi,ar ARG,MF,27.0,19.5,689,643,41,36,0,6,9,4,1,1,0,0,535,5,21,Matches
Emanuel Insúa,ar ARG,DF,31.0,18.8,810,578,231,13,0,3,48,217,1,0,1,0,536,1,27,Matches
Milton Giménez,ar ARG,FW,26.0,17.2,304,272,31,3,3,4,14,3,0,0,0,0,181,1,11,Matches
Aaron Quirós,ar ARG,DF,21.0,15.1,576,490,84,27,0,9,2,53,0,0,0,0,376,2,7,Matches
Emanuel Olivera,ar ARG,DF,32.0,15.0,504,469,34,27,0,10,2,3,0,0,0,0,396,1,2,Matches
Nicolás Sosa,uy URU,"MF,FW",26.0,11.9,244,238,2,0,1,0,9,1,0,0,0,0,140,4,13,Matches
Andrés Chávez,ar ARG,FW,31.0,11.1,196,178,16,0,1,2,17,1,0,0,0,0,106,2,11,Matches
Sebastián Sosa,uy URU,FW,28.0,9.8,210,199,9,0,0,0,3,0,0,0,0,0,137,2,8,Matches
Matías Romero,ar ARG,"DF,MF",26.0,10.6,390,303,84,7,0,2,27,74,3,2,1,0,256,3,13,Matches
Ignacio Rodríguez,ar ARG,MF,20.0,8.0,270,243,24,6,3,0,41,10,8,2,5,0,167,3,12,Matches
Pedro Souto,ar ARG,DF,22.0,6.7,282,224,56,1,0,1,11,55,0,0,0,0,183,2,15,Matches
Luis Mago,ve VEN,DF,28.0,5.2,160,143,17,7,0,2,8,10,0,0,0,0,109,0,1,Matches
Mateo Pérez,ar ARG,DF,22.0,3.4,76,67,9,2,0,2,0,7,0,0,0,0,43,0,2,Matches
Nicolás Bertolo,ar ARG,MF,37.0,2.0,44,38,6,2,0,0,2,2,2,0,1,0,31,0,3,Matches
Alan Di Pippa,ar ARG,MF,22.0,2.6,116,110,6,3,0,0,1,3,0,0,0,0,82,0,2,Matches
Alejandro Piedrahita,co COL,"MF,FW",20.0,1.8,64,63,1,0,0,0,9,1,0,0,0,0,48,0,1,Matches
Horacio Tijanovich,ar ARG,MF,26.0,1.5,49,48,1,1,0,0,10,0,0,0,0,0,28,0,1,Matches
Agustín Urzi,ar ARG,MF,22.0,0.7,13,13,0,0,0,0,2,0,0,0,0,0,8,0,0,Matches
Lautaro Ríos,ar ARG,"MF,FW",22.0,1.7,80,75,5,2,0,1,7,0,3,1,2,0,51,0,2,Matches
Geronimo Rivera,ar ARG,"MF,FW",19.0,1.5,27,24,3,1,0,1,3,2,0,0,0,0,10,0,0,Matches
Matías González,ar ARG,MF,20.0,0.6,27,22,4,2,0,0,4,0,2,1,1,0,16,1,1,Matches
Tomás Adoryán,ar ARG,MF,21.0,0.4,20,17,3,0,0,1,2,3,0,0,0,0,16,0,0,Matches
Squad Total,,,27.1,27.0,9558,8026,1481,398,17,78,589,687,125,63,52,0,6291,51,263,
Opponent Total,,,27.3,27.0,11835,10325,1483,348,19,107,500,734,108,38,58,3,8608,27,320,
