Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Facundo Cambeses,ar ARG,GK,25.0,27.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Juan Bisanz,ar ARG,"MF,FW",21.0,22.5,6,31,13,41.9,1.38,0.58,0.13,0.31,19.9,1,2,2,4.5,2.9,0.12,1.5,1.1,Matches
Brahian Alemán,uy URU,MF,33.0,20.7,1,40,9,22.5,1.93,0.44,0.0,0.0,27.1,13,1,1,2.5,1.7,0.04,-1.5,-1.7,Matches
Alejandro Cabrera,ar ARG,MF,30.0,19.9,0,18,2,11.1,0.9,0.1,0.0,0.0,20.5,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
Alejandro Maciel,ar ARG,DF,25.0,20.6,0,9,0,0.0,0.44,0.0,0.0,,12.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Emanuel Coronel,ar ARG,DF,25.0,19.7,0,18,4,22.2,0.91,0.2,0.0,0.0,25.6,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
Eric Remedi,ar ARG,MF,27.0,19.5,0,9,1,11.1,0.46,0.05,0.0,0.0,22.4,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
Emanuel Insúa,ar ARG,DF,31.0,18.8,2,12,4,33.3,0.64,0.21,0.17,0.5,20.2,0,0,0,1.6,1.6,0.14,0.4,0.4,Matches
Milton Giménez,ar ARG,FW,26.0,17.2,5,46,14,30.4,2.68,0.82,0.09,0.29,16.7,0,1,1,5.7,4.9,0.11,-0.7,-0.9,Matches
Aaron Quirós,ar ARG,DF,21.0,15.1,1,5,2,40.0,0.33,0.13,0.2,0.5,8.6,0,0,0,0.7,0.7,0.13,0.3,0.3,Matches
Emanuel Olivera,ar ARG,DF,32.0,15.0,0,5,2,40.0,0.33,0.13,0.0,0.0,12.0,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Nicolás Sosa,uy URU,"MF,FW",26.0,11.9,1,20,3,15.0,1.69,0.25,0.05,0.33,15.5,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
Andrés Chávez,ar ARG,FW,31.0,11.1,1,38,12,31.6,3.41,1.08,0.03,0.08,18.7,0,0,2,4.5,2.8,0.07,-3.5,-1.8,Matches
Sebastián Sosa,uy URU,FW,28.0,9.8,1,18,7,38.9,1.84,0.72,0.06,0.14,16.1,0,0,0,2.0,2.0,0.11,-1.0,-1.0,Matches
Matías Romero,ar ARG,"DF,MF",26.0,10.6,0,4,0,0.0,0.38,0.0,0.0,,17.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Ignacio Rodríguez,ar ARG,MF,20.0,8.0,0,8,1,12.5,1.0,0.12,0.0,0.0,23.7,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Pedro Souto,ar ARG,DF,22.0,6.7,0,1,0,0.0,0.15,0.0,0.0,,32.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Luis Mago,ve VEN,DF,28.0,5.2,0,3,0,0.0,0.58,0.0,0.0,,12.9,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
Mateo Pérez,ar ARG,DF,22.0,3.4,0,1,0,0.0,0.3,0.0,0.0,,12.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Nicolás Bertolo,ar ARG,MF,37.0,2.0,0,2,0,0.0,0.98,0.0,0.0,,8.6,0,0,0,0.2,0.2,0.1,-0.2,-0.2,Matches
Alan Di Pippa,ar ARG,MF,22.0,2.6,0,3,1,33.3,1.15,0.38,0.0,0.0,27.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Alejandro Piedrahita,co COL,"MF,FW",20.0,1.8,0,1,0,0.0,0.55,0.0,0.0,,7.4,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
Horacio Tijanovich,ar ARG,MF,26.0,1.5,0,4,2,50.0,2.69,1.34,0.0,0.0,17.7,0,0,0,0.9,0.9,0.22,-0.9,-0.9,Matches
Agustín Urzi,ar ARG,MF,22.0,0.7,0,1,0,0.0,1.34,0.0,0.0,,13.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Lautaro Ríos,ar ARG,"MF,FW",22.0,1.7,0,4,1,25.0,2.37,0.59,0.0,0.0,19.1,0,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches
Geronimo Rivera,ar ARG,"MF,FW",19.0,1.5,0,2,0,0.0,1.31,0.0,0.0,,12.2,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
Matías González,ar ARG,MF,20.0,0.6,0,1,0,0.0,1.76,0.0,0.0,,23.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Tomás Adoryán,ar ARG,MF,21.0,0.4,0,2,1,50.0,4.62,2.31,0.0,0.0,20.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Squad Total,,,27.1,27.0,18,306,79,25.8,11.33,2.93,0.05,0.18,19.0,14,4,6,29.5,24.7,0.08,-11.5,-10.7,
Opponent Total,,,27.3,27.0,31,311,101,32.5,11.52,3.74,0.09,0.29,19.5,14,2,3,28.7,26.4,0.09,2.3,2.6,
