Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Facundo Cambeses,ar ARG,GK,25.0,27.0,387,602,64.3,12757,10391,71,71,100.0,162,164,98.8,151,364,41.5,0,0.1,0.0,-0.1,2,16,0,0,0,Matches
Juan Bisanz,ar ARG,"MF,FW",21.0,22.5,197,320,61.6,2963,817,118,153,77.1,55,93,59.1,17,40,42.5,1,1.0,1.4,0.0,15,9,9,5,19,Matches
Brahian Alemán,uy URU,MF,33.0,20.7,523,913,57.3,10318,4346,227,284,79.9,176,283,62.2,101,283,35.7,3,4.9,4.6,-1.9,47,78,25,11,93,Matches
Alejandro Cabrera,ar ARG,MF,30.0,19.9,700,929,75.3,12392,3987,312,371,84.1,302,386,78.2,74,125,59.2,0,0.3,0.5,-0.3,9,76,6,0,86,Matches
Alejandro Maciel,ar ARG,DF,25.0,20.6,474,731,64.8,11082,6454,124,155,80.0,229,294,77.9,116,258,45.0,0,0.3,0.4,-0.3,5,63,3,2,60,Matches
Emanuel Coronel,ar ARG,DF,25.0,19.7,555,912,60.9,10553,6050,243,308,78.9,217,345,62.9,87,200,43.5,0,1.6,1.5,-1.6,18,70,25,10,84,Matches
Eric Remedi,ar ARG,MF,27.0,19.5,535,689,77.6,9939,3110,216,250,86.4,245,297,82.5,62,99,62.6,0,0.4,0.4,-0.4,8,62,3,1,84,Matches
Emanuel Insúa,ar ARG,DF,31.0,18.8,536,810,66.2,9464,4869,245,302,81.1,226,327,69.1,51,132,38.6,0,0.5,0.5,-0.5,10,52,14,10,59,Matches
Milton Giménez,ar ARG,FW,26.0,17.2,181,304,59.5,2960,448,94,150,62.7,60,95,63.2,17,27,63.0,2,1.2,1.2,0.8,16,14,8,2,16,Matches
Aaron Quirós,ar ARG,DF,21.0,15.1,376,576,65.3,8135,4193,108,131,82.4,202,263,76.8,62,162,38.3,1,0.4,0.3,0.6,4,22,0,0,20,Matches
Emanuel Olivera,ar ARG,DF,32.0,15.0,396,504,78.6,8384,4047,129,149,86.6,192,222,86.5,71,123,57.7,1,0.6,0.6,0.4,5,32,4,0,33,Matches
Nicolás Sosa,uy URU,"MF,FW",26.0,11.9,140,244,57.4,1863,431,85,138,61.6,42,61,68.9,4,11,36.4,1,1.0,0.6,0.0,11,9,3,0,15,Matches
Andrés Chávez,ar ARG,FW,31.0,11.1,106,196,54.1,1762,463,46,82,56.1,42,64,65.6,11,17,64.7,0,0.5,1.0,-0.5,4,10,9,5,20,Matches
Sebastián Sosa,uy URU,FW,28.0,9.8,137,210,65.2,1662,534,96,128,75.0,28,48,58.3,4,6,66.7,0,1.9,0.6,-1.9,13,15,3,0,21,Matches
Matías Romero,ar ARG,"DF,MF",26.0,10.6,256,390,65.6,3970,2001,136,162,84.0,93,142,65.5,18,54,33.3,0,0.5,1.0,-0.5,7,15,8,6,27,Matches
Ignacio Rodríguez,ar ARG,MF,20.0,8.0,167,270,61.9,2334,575,109,138,79.0,44,79,55.7,8,29,27.6,0,0.5,0.3,-0.5,6,7,4,2,14,Matches
Pedro Souto,ar ARG,DF,22.0,6.7,183,282,64.9,2933,1833,102,115,88.7,57,87,65.5,18,54,33.3,0,0.0,0.2,0.0,1,22,2,0,19,Matches
Luis Mago,ve VEN,DF,28.0,5.2,109,160,68.1,2212,1383,38,45,84.4,48,59,81.4,20,51,39.2,0,0.2,0.3,-0.2,2,10,3,3,12,Matches
Mateo Pérez,ar ARG,DF,22.0,3.4,43,76,56.6,956,595,13,18,72.2,21,32,65.6,9,20,45.0,0,0.2,0.0,-0.2,2,6,1,0,7,Matches
Nicolás Bertolo,ar ARG,MF,37.0,2.0,31,44,70.5,406,117,21,25,84.0,8,11,72.7,0,2,0.0,0,0.1,0.1,-0.1,1,2,2,1,4,Matches
Alan Di Pippa,ar ARG,MF,22.0,2.6,82,116,70.7,1386,491,37,48,77.1,33,52,63.5,9,9,100.0,0,0.1,0.1,-0.1,3,10,2,0,14,Matches
Alejandro Piedrahita,co COL,"MF,FW",20.0,1.8,48,64,75.0,804,203,22,23,95.7,22,28,78.6,4,12,33.3,0,0.4,0.2,-0.4,2,4,2,1,5,Matches
Horacio Tijanovich,ar ARG,MF,26.0,1.5,28,49,57.1,306,123,20,28,71.4,5,12,41.7,0,3,0.0,0,0.2,0.2,-0.2,3,4,1,1,4,Matches
Agustín Urzi,ar ARG,MF,22.0,0.7,8,13,61.5,131,76,4,5,80.0,3,6,50.0,1,2,50.0,0,0.1,0.1,-0.1,3,1,2,2,0,Matches
Lautaro Ríos,ar ARG,"MF,FW",22.0,1.7,51,80,63.8,835,354,26,33,78.8,21,28,75.0,4,16,25.0,0,0.1,0.1,-0.1,3,7,2,0,12,Matches
Geronimo Rivera,ar ARG,"MF,FW",19.0,1.5,10,27,37.0,208,63,6,12,50.0,1,9,11.1,3,5,60.0,1,1.0,0.8,0.0,2,0,1,0,2,Matches
Matías González,ar ARG,MF,20.0,0.6,16,27,59.3,276,75,10,12,83.3,3,4,75.0,3,8,37.5,0,0.0,0.0,0.0,1,1,1,0,3,Matches
Tomás Adoryán,ar ARG,MF,21.0,0.4,16,20,80.0,272,90,11,12,91.7,3,4,75.0,2,3,66.7,0,0.0,0.0,0.0,1,0,0,0,1,Matches
Squad Total,,,27.1,27.0,6291,9558,65.8,121263,58119,2669,3348,79.7,2540,3495,72.7,927,2115,43.8,10,18.4,17.8,-8.4,204,617,143,62,734,
Opponent Total,,,27.3,27.0,8608,11835,72.7,166744,67476,3414,4151,82.2,3823,4716,81.1,1194,2288,52.2,25,20.4,21.5,4.6,211,718,152,55,962,
