Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Facundo Cambeses,ar ARG,GK,25.0,27.0,655,560,654,1,0,0,655,0,0,,0,,273,1624,802,0,0,0,0,0,161,0,Matches
Juan Bisanz,ar ARG,"MF,FW",21.0,22.5,532,3,49,223,272,41,530,69,31,44.9,31,44.9,317,2268,916,34,31,7,48,21,310,76,Matches
Brahian Alemán,uy URU,MF,33.0,20.7,1172,34,175,586,423,21,1171,44,24,54.5,15,34.1,575,2499,991,15,24,1,55,54,665,77,Matches
Alejandro Cabrera,ar ARG,MF,30.0,19.9,1159,52,284,746,142,13,1159,28,12,42.9,10,35.7,465,1957,633,6,7,1,23,5,529,7,Matches
Alejandro Maciel,ar ARG,DF,25.0,20.6,953,154,564,368,29,12,953,3,2,66.7,1,33.3,392,1877,1193,11,6,0,8,2,429,1,Matches
Emanuel Coronel,ar ARG,DF,25.0,19.7,1171,63,329,542,315,16,1171,34,24,70.6,6,17.6,501,3003,1619,46,27,7,30,16,505,62,Matches
Eric Remedi,ar ARG,MF,27.0,19.5,908,24,204,601,122,5,908,34,14,41.2,8,23.5,487,2819,1246,24,13,2,18,27,463,11,Matches
Emanuel Insúa,ar ARG,DF,31.0,18.8,1054,62,340,505,236,12,1054,68,34,50.0,19,27.9,401,3021,1713,47,32,1,35,16,387,45,Matches
Milton Giménez,ar ARG,FW,26.0,17.2,557,15,28,255,283,68,556,38,19,50.0,16,42.1,267,1244,422,15,14,4,75,28,340,77,Matches
Aaron Quirós,ar ARG,DF,21.0,15.1,708,96,426,239,46,12,708,5,3,60.0,0,0.0,291,1323,685,4,2,0,7,3,313,0,Matches
Emanuel Olivera,ar ARG,DF,32.0,15.0,671,103,400,254,20,7,671,5,3,60.0,2,40.0,275,1322,778,5,1,0,8,2,304,2,Matches
Nicolás Sosa,uy URU,"MF,FW",26.0,11.9,429,23,69,175,193,55,429,25,11,44.0,13,52.0,171,750,340,15,5,4,35,12,238,48,Matches
Andrés Chávez,ar ARG,FW,31.0,11.1,339,13,21,126,196,58,337,37,18,48.6,11,29.7,157,938,420,23,10,7,33,7,231,57,Matches
Sebastián Sosa,uy URU,FW,28.0,9.8,317,8,24,161,132,41,317,8,6,75.0,2,25.0,131,514,136,4,3,4,22,15,215,44,Matches
Matías Romero,ar ARG,"DF,MF",26.0,10.6,491,25,135,228,136,11,491,16,8,50.0,7,43.8,190,903,400,13,6,1,13,11,201,38,Matches
Ignacio Rodríguez,ar ARG,MF,20.0,8.0,369,6,61,158,155,13,369,33,13,39.4,18,54.5,194,1074,491,17,15,3,22,11,207,49,Matches
Pedro Souto,ar ARG,DF,22.0,6.7,369,15,132,177,63,6,369,9,4,44.4,5,55.6,149,604,311,5,6,2,8,2,156,10,Matches
Luis Mago,ve VEN,DF,28.0,5.2,214,29,100,100,18,4,214,1,0,0.0,1,100.0,108,498,290,1,2,0,3,1,92,2,Matches
Mateo Pérez,ar ARG,DF,22.0,3.4,104,5,55,45,5,2,104,0,0,,0,,43,168,79,2,1,0,2,0,39,0,Matches
Nicolás Bertolo,ar ARG,MF,37.0,2.0,76,1,6,39,32,4,76,10,0,0.0,6,60.0,46,346,146,3,3,0,9,7,53,10,Matches
Alan Di Pippa,ar ARG,MF,22.0,2.6,152,4,33,95,30,1,152,3,1,33.3,2,66.7,65,374,209,5,3,0,6,3,68,2,Matches
Alejandro Piedrahita,co COL,"MF,FW",20.0,1.8,94,2,13,41,41,4,94,8,4,50.0,4,50.0,54,386,139,7,3,0,12,2,57,15,Matches
Horacio Tijanovich,ar ARG,MF,26.0,1.5,60,0,3,22,36,4,60,3,3,100.0,0,0.0,38,199,112,1,1,0,3,2,46,20,Matches
Agustín Urzi,ar ARG,MF,22.0,0.7,26,0,3,9,15,1,26,4,2,50.0,1,25.0,23,189,57,3,3,0,6,3,18,6,Matches
Lautaro Ríos,ar ARG,"MF,FW",22.0,1.7,108,2,19,63,30,3,108,2,1,50.0,1,50.0,41,190,96,0,5,0,4,0,48,4,Matches
Geronimo Rivera,ar ARG,"MF,FW",19.0,1.5,66,1,13,23,32,7,66,18,10,55.6,6,33.3,41,354,207,4,6,2,8,2,39,14,Matches
Matías González,ar ARG,MF,20.0,0.6,33,0,3,20,11,0,33,3,2,66.7,0,0.0,22,125,71,2,1,0,0,4,20,3,Matches
Tomás Adoryán,ar ARG,MF,21.0,0.4,27,0,3,16,8,3,27,0,0,,0,,12,54,21,1,0,1,2,0,18,2,Matches
Squad Total,,,27.1,27.0,12814,1300,4146,5818,3021,424,12808,508,249,49.0,185,36.4,5729,30623,14523,313,230,47,495,256,6152,682,
Opponent Total,,,27.3,27.0,14982,1501,4824,7090,3226,421,14979,608,293,48.2,270,44.4,7954,39751,20048,337,262,66,453,280,8529,959,
