Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Tomás Durso,ar ARG,GK,23.0,26,26,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Felipe Sánchez,,DF,,26,26,2323.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches
Leonardo Morales,ar ARG,DF,31.0,24,24,2152.0,23.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,0.3,1.4,21.0,68.0,4.0,0.04,0.04,0.08,0.04,0.08,0.05,0.01,0.06,0.05,0.06,Matches
Ignacio Miramon,ar ARG,MF,19.0,21,20,1691.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.8,0.8,0.3,1.1,22.0,104.0,16.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches
Matías Melluso,ar ARG,DF,24.0,16,16,1415.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.6,1.9,32.0,62.0,41.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,Matches
Franco Soldano,ar ARG,"FW,MF",28.0,20,16,1346.0,15.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,1.5,2.3,9.0,26.0,69.0,0.07,0.13,0.2,0.07,0.2,0.05,0.1,0.15,0.05,0.15,Matches
Alan Lescano,,"MF,FW",,20,16,1226.0,13.6,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,1.8,1.8,2.2,4.1,20.0,81.0,61.0,0.22,0.07,0.29,0.22,0.29,0.14,0.16,0.3,0.14,0.3,Matches
Cristian Tarragona,ar ARG,FW,31.0,19,15,1364.0,15.2,5.0,1.0,6.0,4.0,1.0,2.0,6.0,0.0,4.7,3.1,0.6,3.8,9.0,23.0,103.0,0.33,0.07,0.4,0.26,0.33,0.31,0.04,0.35,0.21,0.25,Matches
Guillermo Enrique,ar ARG,DF,22.0,17,15,1230.0,13.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.7,1.7,2.0,3.7,37.0,38.0,36.0,0.07,0.07,0.15,0.07,0.15,0.12,0.15,0.27,0.12,0.27,Matches
Benjamín Domínguez,ar ARG,FW,19.0,15,14,1142.0,12.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.7,1.7,1.1,2.8,44.0,11.0,118.0,0.16,0.0,0.16,0.16,0.16,0.13,0.09,0.22,0.13,0.22,Matches
Bautista Barros Schelotto,ar ARG,DF,23.0,14,13,1143.0,12.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,1.2,2.2,12.0,40.0,33.0,0.08,0.08,0.16,0.08,0.16,0.08,0.09,0.18,0.08,0.18,Matches
Agustín Bolívar,ar ARG,MF,27.0,16,12,1075.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,7.0,48.0,8.0,0.0,0.08,0.08,0.0,0.08,0.03,0.01,0.05,0.03,0.05,Matches
Nicolás Colazo,ar ARG,"DF,MF",32.0,13,11,871.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,5.0,38.0,26.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches
Erik Ramírez,ar ARG,"FW,MF",26.0,21,10,1001.0,11.1,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,,,,,,,,0.36,0.09,0.45,0.36,0.45,,,,,,Matches
Nicolás Sánchez,ar ARG,MF,18.0,9,8,580.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,1.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches
Antonio Napolitano,ar ARG,"MF,FW",23.0,13,6,602.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,11.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Maximiliano Comba,ar ARG,MF,29.0,12,6,532.0,5.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.7,1.6,5.0,44.0,24.0,0.17,0.17,0.34,0.17,0.34,0.14,0.13,0.27,0.14,0.27,Matches
Ivo Mammini,ar ARG,"FW,MF",19.0,17,5,657.0,7.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.6,1.6,0.5,2.1,20.0,10.0,55.0,0.27,0.0,0.27,0.27,0.27,0.22,0.07,0.29,0.22,0.29,Matches
Alan Sosa,,MF,,12,5,498.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches
Alexis Steimbach,ar ARG,FW,20.0,12,5,487.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.4,1.4,7.0,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.18,0.08,0.26,0.18,0.26,Matches
Rodrigo Castillo,ar ARG,FW,23.0,9,5,423.0,4.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.9,1.9,0.3,2.2,7.0,15.0,30.0,0.21,0.21,0.43,0.21,0.43,0.41,0.06,0.47,0.41,0.47,Matches
Franco Torres,ar ARG,"FW,MF",23.0,14,4,530.0,5.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.7,0.7,0.4,1.0,12.0,8.0,52.0,0.17,0.17,0.34,0.17,0.34,0.11,0.06,0.18,0.11,0.18,Matches
Tomás Muro,ar ARG,"MF,FW",20.0,9,3,333.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,1.2,7.0,11.0,15.0,0.0,0.27,0.27,0.0,0.27,0.14,0.17,0.32,0.14,0.32,Matches
Bruno Palazzo,ar ARG,DF,22.0,5,3,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matías Bazzo,ar ARG,DF,21.0,5,3,308.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches
Leandro Contín,ar ARG,FW,27.0,6,3,214.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,4.0,12.0,0.42,0.0,0.42,0.42,0.42,0.13,0.02,0.14,0.13,0.14,Matches
Leandro Mamut,ar ARG,MF,19.0,12,2,322.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,7.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.17,0.13,0.3,0.17,0.3,Matches
Diego Mastrángelo,ar ARG,DF,20.0,2,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nelson Insfrán,ar ARG,GK,27.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Germán Guiffrey,ar ARG,DF,25.0,1,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Gallo,ar ARG,DF,22.0,1,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gonzalo Ezequiel González,ar ARG,FW,27.0,1,1,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches
Agustín Ramírez,ar ARG,"FW,DF",22.0,3,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.09,0.19,0.28,0.09,0.28,Matches
Sebastián Cocimano,ar ARG,"FW,MF",22.0,3,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tomás Fernández,ar ARG,DF,23.0,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Valentin Peñalva,ar ARG,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Zago Zegarra,ar ARG,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,25.1,27,297,2430.0,27.0,24.0,13.0,37.0,23.0,1.0,2.0,61.0,3.0,28.3,26.8,17.6,44.3,318.0,780.0,839.0,0.89,0.48,1.37,0.85,1.33,1.05,0.65,1.7,0.99,1.64,
Opponent Total,,,27.3,27,297,2430.0,27.0,37.0,25.0,62.0,34.0,3.0,3.0,70.0,2.0,32.8,30.4,24.4,54.8,351.0,943.0,923.0,1.37,0.93,2.3,1.26,2.19,1.21,0.9,2.12,1.13,2.03,
