Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Tomás Durso,ar ARG,GK,23.0,26.0,6.0,0.23,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Felipe Sánchez,,DF,,25.8,,,,,,,,,,,,,,,,,Matches
Leonardo Morales,ar ARG,DF,31.0,23.9,15.0,0.63,10.0,1.0,0.0,2.0,0.0,2.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Ignacio Miramon,ar ARG,MF,19.0,18.8,42.0,2.24,28.0,1.0,4.0,5.0,4.0,0.0,3.0,0.16,1.0,1.0,0.0,1.0,0.0,0.0,Matches
Matías Melluso,ar ARG,DF,24.0,15.7,41.0,2.61,28.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Franco Soldano,ar ARG,"FW,MF",28.0,15.0,34.0,2.28,30.0,1.0,2.0,0.0,1.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Alan Lescano,,"MF,FW",,13.6,55.0,4.04,37.0,12.0,0.0,3.0,2.0,1.0,2.0,0.15,0.0,1.0,0.0,1.0,0.0,0.0,Matches
Cristian Tarragona,ar ARG,FW,31.0,15.2,30.0,1.98,21.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guillermo Enrique,ar ARG,DF,22.0,13.7,24.0,1.76,11.0,5.0,7.0,1.0,0.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Benjamín Domínguez,ar ARG,FW,19.0,12.7,37.0,2.92,15.0,0.0,12.0,3.0,7.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Bautista Barros Schelotto,ar ARG,DF,23.0,12.7,17.0,1.34,12.0,2.0,1.0,1.0,0.0,1.0,2.0,0.16,1.0,0.0,0.0,0.0,0.0,1.0,Matches
