Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Tomás Durso,ar ARG,GK,23.0,26.0,349.0,614.0,56.8,12802.0,10839.0,43.0,44.0,97.7,135.0,137.0,98.5,171.0,430.0,39.8,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,Matches
Felipe Sánchez,,DF,,25.8,,,,,,,,,,,,,,,0,,,,,,,,,Matches
Leonardo Morales,ar ARG,DF,31.0,23.9,653.0,905.0,72.2,14268.0,7448.0,192.0,233.0,82.4,333.0,429.0,77.6,127.0,218.0,58.3,1,0.3,0.3,0.7,7.0,43.0,2.0,0.0,68.0,Matches
Ignacio Miramon,ar ARG,MF,19.0,18.8,561.0,768.0,73.0,11376.0,4128.0,225.0,272.0,82.7,214.0,276.0,77.5,106.0,178.0,59.6,0,0.3,0.5,-0.3,7.0,90.0,5.0,3.0,104.0,Matches
Matías Melluso,ar ARG,DF,24.0,15.7,482.0,724.0,66.6,8753.0,4702.0,218.0,266.0,82.0,203.0,277.0,73.3,56.0,143.0,39.2,0,1.6,1.3,-1.6,21.0,50.0,21.0,11.0,62.0,Matches
Franco Soldano,ar ARG,"FW,MF",28.0,15.0,164.0,360.0,45.6,2493.0,915.0,83.0,155.0,53.5,61.0,122.0,50.0,10.0,33.0,30.3,2,1.5,1.0,0.5,23.0,16.0,10.0,5.0,26.0,Matches
Alan Lescano,,"MF,FW",,13.6,388.0,540.0,71.9,7838.0,2642.0,164.0,196.0,83.7,145.0,176.0,82.4,71.0,137.0,51.8,1,2.2,1.6,-1.2,31.0,56.0,14.0,1.0,81.0,Matches
Cristian Tarragona,ar ARG,FW,31.0,15.2,249.0,366.0,68.0,3616.0,467.0,152.0,203.0,74.9,72.0,101.0,71.3,15.0,23.0,65.2,1,0.6,0.7,0.4,15.0,18.0,10.0,1.0,23.0,Matches
Guillermo Enrique,ar ARG,DF,22.0,13.7,256.0,497.0,51.5,5419.0,3360.0,87.0,127.0,68.5,118.0,200.0,59.0,48.0,134.0,35.8,1,2.0,1.9,-1.0,8.0,23.0,6.0,4.0,38.0,Matches
Benjamín Domínguez,ar ARG,FW,19.0,12.7,149.0,244.0,61.1,1945.0,355.0,96.0,132.0,72.7,39.0,71.0,54.9,3.0,12.0,25.0,0,1.1,1.8,-1.1,10.0,8.0,6.0,1.0,11.0,Matches
Bautista Barros Schelotto,ar ARG,DF,23.0,12.7,334.0,537.0,62.2,6086.0,3751.0,146.0,164.0,89.0,140.0,237.0,59.1,41.0,114.0,36.0,1,1.2,1.2,-0.2,7.0,26.0,15.0,9.0,40.0,Matches
Agustín Bolívar,ar ARG,MF,27.0,11.9,269.0,380.0,70.8,5000.0,1888.0,102.0,128.0,79.7,125.0,157.0,79.6,34.0,74.0,45.9,1,0.1,0.3,0.9,4.0,40.0,4.0,2.0,48.0,Matches
Nicolás Colazo,ar ARG,"DF,MF",32.0,9.7,294.0,434.0,67.7,4850.0,2420.0,149.0,183.0,81.4,119.0,165.0,72.1,22.0,59.0,37.3,0,0.6,1.0,-0.6,14.0,22.0,7.0,5.0,38.0,Matches
Erik Ramírez,ar ARG,"FW,MF",26.0,11.1,,,,,,,,,,,,,,,1,,,,,,,,,Matches
Nicolás Sánchez,ar ARG,MF,18.0,6.4,121.0,169.0,71.6,2460.0,852.0,49.0,62.0,79.0,50.0,62.0,80.6,21.0,39.0,53.8,0,0.1,0.1,-0.1,2.0,15.0,2.0,0.0,25.0,Matches
Antonio Napolitano,ar ARG,"MF,FW",23.0,6.7,203.0,274.0,74.1,3132.0,1211.0,119.0,139.0,85.6,62.0,85.0,72.9,16.0,34.0,47.1,0,0.1,0.2,-0.1,4.0,25.0,5.0,0.0,34.0,Matches
Maximiliano Comba,ar ARG,MF,29.0,5.9,213.0,291.0,73.2,3564.0,1374.0,110.0,135.0,81.5,81.0,105.0,77.1,20.0,32.0,62.5,1,0.7,1.0,0.3,12.0,35.0,9.0,2.0,44.0,Matches
Ivo Mammini,ar ARG,"FW,MF",19.0,7.3,100.0,163.0,61.3,1442.0,285.0,60.0,78.0,76.9,34.0,57.0,59.6,4.0,8.0,50.0,0,0.5,0.5,-0.5,10.0,2.0,7.0,5.0,10.0,Matches
Alan Sosa,,MF,,5.5,,,,,,,,,,,,,,,0,,,,,,,,,Matches
Alexis Steimbach,ar ARG,FW,20.0,5.4,75.0,152.0,49.3,1469.0,600.0,31.0,54.0,57.4,30.0,58.0,51.7,12.0,28.0,42.9,0,0.4,0.5,-0.4,7.0,10.0,4.0,3.0,17.0,Matches
Rodrigo Castillo,ar ARG,FW,23.0,4.7,93.0,133.0,69.9,1336.0,299.0,52.0,62.0,83.9,33.0,54.0,61.1,4.0,5.0,80.0,1,0.3,0.4,0.7,3.0,5.0,3.0,0.0,15.0,Matches
Franco Torres,ar ARG,"FW,MF",23.0,5.9,72.0,137.0,52.6,1078.0,433.0,39.0,57.0,68.4,24.0,48.0,50.0,6.0,20.0,30.0,1,0.4,0.6,0.6,6.0,5.0,5.0,2.0,8.0,Matches
Tomás Muro,ar ARG,"MF,FW",20.0,3.7,73.0,119.0,61.3,1523.0,514.0,37.0,44.0,84.1,17.0,26.0,65.4,18.0,42.0,42.9,1,0.6,0.6,0.4,11.0,10.0,3.0,1.0,11.0,Matches
Bruno Palazzo,ar ARG,DF,22.0,3.5,58.0,92.0,63.0,1210.0,567.0,13.0,20.0,65.0,35.0,44.0,79.5,8.0,24.0,33.3,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,Matches
Matías Bazzo,ar ARG,DF,21.0,3.4,,,,,,,,,,,,,,,0,,,,,,,,,Matches
Leandro Contín,ar ARG,FW,27.0,2.4,21.0,46.0,45.7,250.0,59.0,15.0,24.0,62.5,5.0,11.0,45.5,0.0,0.0,,0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,Matches
Leandro Mamut,ar ARG,MF,19.0,3.6,107.0,140.0,76.4,1571.0,519.0,63.0,76.0,82.9,32.0,40.0,80.0,7.0,12.0,58.3,0,0.5,0.6,-0.5,8.0,14.0,2.0,2.0,19.0,Matches
Diego Mastrángelo,ar ARG,DF,20.0,1.2,15.0,26.0,57.7,268.0,148.0,6.0,7.0,85.7,8.0,8.0,100.0,1.0,8.0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
Nelson Insfrán,ar ARG,GK,27.0,1.0,21.0,34.0,61.8,840.0,690.0,2.0,2.0,100.0,5.0,5.0,100.0,14.0,26.0,53.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Germán Guiffrey,ar ARG,DF,25.0,0.9,29.0,45.0,64.4,605.0,448.0,11.0,16.0,68.8,13.0,18.0,72.2,5.0,10.0,50.0,0,0.0,0.1,0.0,0.0,6.0,2.0,2.0,4.0,Matches
Rodrigo Gallo,ar ARG,DF,22.0,0.8,24.0,47.0,51.1,512.0,345.0,8.0,12.0,66.7,11.0,16.0,68.8,5.0,14.0,35.7,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,Matches
Gonzalo Ezequiel González,ar ARG,FW,27.0,0.6,,,,,,,,,,,,,,,0,,,,,,,,,Matches
Agustín Ramírez,ar ARG,"FW,DF",22.0,0.5,10.0,17.0,58.8,136.0,59.0,7.0,8.0,87.5,2.0,4.0,50.0,0.0,1.0,0.0,0,0.1,0.0,-0.1,1.0,1.0,0.0,0.0,2.0,Matches
Sebastián Cocimano,ar ARG,"FW,MF",22.0,0.3,3.0,6.0,50.0,22.0,0.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tomás Fernández,ar ARG,DF,23.0,0.2,11.0,17.0,64.7,270.0,144.0,3.0,5.0,60.0,6.0,9.0,66.7,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Squad Total,,,25.1,27.0,5558.0,8541.0,65.1,108954.0,52524.0,2362.0,3010.0,78.5,2205.0,3075.0,71.7,871.0,1921.0,45.3,13,17.6,19.0,-4.6,227.0,570.0,152.0,64.0,780.0,
Opponent Total,,,27.3,27.0,7444.0,10780.0,69.1,144793.0,66725.0,3129.0,3894.0,80.4,3050.0,4016.0,75.9,1103.0,2223.0,49.6,25,24.4,26.4,0.6,239.0,736.0,194.0,65.0,943.0,
