Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Tomás Durso,ar ARG,GK,23.0,26.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Felipe Sánchez,,DF,,25.8,0,9,1,11.1,0.35,0.04,0.0,0.0,,,0,0,,,,,,Matches
Leonardo Morales,ar ARG,DF,31.0,23.9,1,11,2,18.2,0.46,0.08,0.09,0.5,15.7,0.0,0,0,1.1,1.1,0.1,-0.1,-0.1,Matches
Ignacio Miramon,ar ARG,MF,19.0,18.8,0,29,6,20.7,1.54,0.32,0.0,0.0,29.8,0.0,0,0,0.8,0.8,0.03,-0.8,-0.8,Matches
Matías Melluso,ar ARG,DF,24.0,15.7,0,9,0,0.0,0.57,0.0,0.0,,26.8,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Franco Soldano,ar ARG,"FW,MF",28.0,15.0,1,16,4,25.0,1.07,0.27,0.06,0.25,15.3,0.0,0,0,0.7,0.7,0.05,0.3,0.3,Matches
Alan Lescano,,"MF,FW",,13.6,3,27,10,37.0,1.98,0.73,0.11,0.3,22.8,4.0,0,0,1.8,1.8,0.07,1.2,1.2,Matches
Cristian Tarragona,ar ARG,FW,31.0,15.2,5,40,15,37.5,2.64,0.99,0.1,0.27,18.6,3.0,1,2,4.7,3.1,0.08,0.3,0.9,Matches
Guillermo Enrique,ar ARG,DF,22.0,13.7,1,11,2,18.2,0.8,0.15,0.09,0.5,19.8,0.0,0,0,1.7,1.7,0.15,-0.7,-0.7,Matches
Benjamín Domínguez,ar ARG,FW,19.0,12.7,2,26,10,38.5,2.05,0.79,0.08,0.2,19.1,0.0,0,0,1.7,1.7,0.06,0.3,0.3,Matches
Bautista Barros Schelotto,ar ARG,DF,23.0,12.7,1,6,5,83.3,0.47,0.39,0.17,0.2,19.8,0.0,0,0,1.1,1.1,0.18,-0.1,-0.1,Matches
Agustín Bolívar,ar ARG,MF,27.0,11.9,0,11,2,18.2,0.92,0.17,0.0,0.0,23.2,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Nicolás Colazo,ar ARG,"DF,MF",32.0,9.7,0,7,3,42.9,0.72,0.31,0.0,0.0,23.7,1.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Erik Ramírez,ar ARG,"FW,MF",26.0,11.1,4,43,12,27.9,3.87,1.08,0.09,0.33,,,0,0,,,,,,Matches
Nicolás Sánchez,ar ARG,MF,18.0,6.4,0,5,1,20.0,0.78,0.16,0.0,0.0,35.2,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Antonio Napolitano,ar ARG,"MF,FW",23.0,6.7,0,5,1,20.0,0.75,0.15,0.0,0.0,25.1,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Maximiliano Comba,ar ARG,MF,29.0,5.9,1,9,2,22.2,1.52,0.34,0.11,0.5,22.6,0.0,0,0,0.8,0.8,0.09,0.2,0.2,Matches
Ivo Mammini,ar ARG,"FW,MF",19.0,7.3,2,22,6,27.3,3.01,0.82,0.09,0.33,17.6,0.0,0,0,1.6,1.6,0.07,0.4,0.4,Matches
Alan Sosa,,MF,,5.5,0,9,1,11.1,1.63,0.18,0.0,0.0,,,0,0,,,,,,Matches
Alexis Steimbach,ar ARG,FW,20.0,5.4,0,10,4,40.0,1.85,0.74,0.0,0.0,17.9,0.0,0,0,1.0,1.0,0.1,-1.0,-1.0,Matches
Rodrigo Castillo,ar ARG,FW,23.0,4.7,1,12,6,50.0,2.55,1.28,0.08,0.17,11.9,0.0,0,0,1.9,1.9,0.17,-0.9,-0.9,Matches
Franco Torres,ar ARG,"FW,MF",23.0,5.9,1,9,3,33.3,1.53,0.51,0.11,0.33,21.9,0.0,0,0,0.7,0.7,0.07,0.3,0.3,Matches
Tomás Muro,ar ARG,"MF,FW",20.0,3.7,0,9,1,11.1,2.43,0.27,0.0,0.0,25.9,2.0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Bruno Palazzo,ar ARG,DF,22.0,3.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Matías Bazzo,ar ARG,DF,21.0,3.4,0,3,1,33.3,0.88,0.29,0.0,0.0,,,0,0,,,,,,Matches
Leandro Contín,ar ARG,FW,27.0,2.4,1,2,1,50.0,0.84,0.42,0.5,1.0,11.2,0.0,0,0,0.3,0.3,0.15,0.7,0.7,Matches
Leandro Mamut,ar ARG,MF,19.0,3.6,0,7,2,28.6,1.96,0.56,0.0,0.0,16.8,0.0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
Diego Mastrángelo,ar ARG,DF,20.0,1.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Nelson Insfrán,ar ARG,GK,27.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Germán Guiffrey,ar ARG,DF,25.0,0.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
