Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Fábio,br BRA,GK,42.0,35.0,3,0,0,0,2,0,0,0,0,0,0,0,32,12,1,92.3,Matches
André,br BRA,"MF,DF",21.0,29.4,11,1,0,41,49,0,5,31,37,0,0,0,214,12,14,46.2,Matches
Germán Cano,ar ARG,FW,34.0,27.4,8,0,0,33,12,17,21,6,9,0,0,0,73,10,20,33.3,Matches
Lima,br BRA,"MF,FW",26.0,28.1,8,0,0,37,74,5,57,21,20,0,0,0,167,15,27,35.7,Matches
Jhon Arias,co COL,"FW,MF",25.0,26.5,5,1,0,41,72,9,158,9,31,1,0,0,141,17,32,34.7,Matches
Nino,br BRA,DF,25.0,23.9,5,2,0,24,25,0,7,22,6,0,0,0,124,68,34,66.7,Matches
Samuel Xavier,br BRA,DF,32.0,23.4,7,0,0,22,40,4,32,16,18,0,0,0,116,17,33,34.0,Matches
Ganso,br BRA,MF,33.0,19.3,5,0,0,16,30,1,46,6,17,0,0,0,71,8,9,47.1,Matches
Martinelli,br BRA,"MF,DF",21.0,20.9,5,1,1,39,23,1,7,13,24,0,0,0,103,13,24,35.1,Matches
Keno,br BRA,"FW,MF",33.0,17.9,5,0,0,17,27,6,96,10,15,1,0,0,62,13,18,41.9,Matches
Marcelo,br BRA,DF,34.0,14.7,4,0,0,8,27,1,85,12,19,0,0,0,72,7,8,46.7,Matches
Felipe Melo,br BRA,DF,39.0,11.0,10,1,1,13,9,0,1,8,10,0,1,0,57,26,16,61.9,Matches
Guga,br BRA,DF,24.0,16.8,4,0,0,19,20,0,36,14,21,0,1,1,72,25,20,55.6,Matches
John Kennedy,br BRA,"FW,MF",20.0,15.2,10,0,0,26,28,8,4,3,9,2,0,0,42,19,18,51.4,Matches
Alexsander,br BRA,"MF,DF",19.0,13.3,3,0,0,27,19,1,17,10,19,0,1,0,74,11,14,44.0,Matches
Marlon,br BRA,DF,27.0,10.4,5,0,0,18,2,0,3,9,5,0,1,0,45,21,13,61.8,Matches
Diogo Barbosa,br BRA,DF,30.0,12.4,1,0,0,4,15,3,22,10,11,0,0,0,43,9,11,45.0,Matches
David Braz,br BRA,DF,35.0,9.6,2,0,0,13,7,1,1,8,8,0,0,0,41,29,26,52.7,Matches
Thiago dos Santos,br BRA,"DF,MF",33.0,9.1,7,1,1,19,9,0,3,16,14,0,0,0,41,23,9,71.9,Matches
Lelê,br BRA,"FW,MF",25.0,12.7,5,1,1,32,12,11,6,3,11,0,0,0,45,30,57,34.5,Matches
Leonardo Fernández,uy URU,"MF,FW",24.0,7.3,2,0,0,15,23,0,68,4,5,0,0,0,42,3,1,75.0,Matches
Danielzinho,br BRA,MF,27.0,6.8,1,0,0,8,13,0,10,9,9,0,0,0,38,0,4,0.0,Matches
Yony González,co COL,"FW,MF",28.0,6.4,1,0,0,11,3,5,7,2,5,0,0,0,15,21,17,55.3,Matches
Gabriel Pirani,br BRA,"MF,FW",20.0,4.4,1,0,0,6,9,0,4,2,5,0,1,0,17,0,4,0.0,Matches
Manoel,br BRA,DF,32.0,3.2,1,0,0,2,1,0,0,2,3,0,1,0,12,2,8,20.0,Matches
Pedro Rangel,br BRA,GK,22.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches
Felipe Vieira,,DF,,2.3,0,0,0,2,0,0,2,4,1,0,0,0,12,3,3,50.0,Matches
Vitor Mendes,br BRA,DF,23.0,1.2,1,0,0,1,0,0,0,1,0,0,0,0,3,6,1,85.7,Matches
Giovanni,br BRA,"MF,DF",21.0,1.1,1,0,0,4,3,0,2,1,0,0,0,0,7,2,3,40.0,Matches
Vitor Eudes,br BRA,GK,24.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Justen,br BRA,DF,19.0,0.6,0,1,0,4,1,0,0,2,1,0,0,0,2,2,0,100.0,Matches
Alan Carvalho,cn CHN,MF,33.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,50.0,Matches
Isaac,br BRA,"MF,DF",18.0,1.5,0,0,0,3,5,0,2,3,4,0,0,0,11,1,3,25.0,Matches
João Neto,br BRA,"MF,DF",19.0,0.6,0,0,0,1,0,1,3,0,1,0,0,0,0,0,1,0.0,Matches
Arthur,br BRA,"DF,FW",18.0,0.2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,Matches
Alexandre Jesus,br BRA,DF,21.0,0.1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,,Matches
Rafael Monteiro,br BRA,MF,18.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,29.2,38.0,122,9,4,506,560,75,707,258,339,4,6,1,1802,427,450,48.7,
Opponent Total,,,27.6,38.0,100,4,0,585,485,60,688,345,429,6,5,0,1770,449,427,51.3,
