Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Fábio,br BRA,GK,42.0,35.0,1049,717,330,35,0,3,0,1,0,0,0,0,940,2,2,Matches
André,br BRA,"MF,DF",21.0,29.4,2491,2410,78,71,2,23,5,7,0,0,0,0,2355,3,15,Matches
Germán Cano,ar ARG,FW,34.0,27.4,490,433,55,1,0,6,21,2,0,0,0,0,375,2,16,Matches
Lima,br BRA,"MF,FW",26.0,28.1,1555,1465,88,34,1,3,57,28,25,8,8,0,1339,2,37,Matches
Jhon Arias,co COL,"FW,MF",25.0,26.5,1561,1422,130,30,2,2,158,30,70,25,19,0,1233,9,53,Matches
Nino,br BRA,DF,25.0,23.9,1718,1672,46,43,1,9,7,3,0,0,0,0,1566,0,11,Matches
Samuel Xavier,br BRA,DF,32.0,23.4,1387,1144,236,38,6,5,32,197,1,0,0,0,1182,7,32,Matches
Ganso,br BRA,MF,33.0,19.3,1394,1269,115,62,4,4,46,18,35,22,1,1,1201,10,17,Matches
Martinelli,br BRA,"MF,DF",21.0,20.9,1519,1439,78,55,0,5,7,23,0,0,0,0,1415,2,14,Matches
Keno,br BRA,"FW,MF",33.0,17.9,647,603,35,1,3,5,96,24,10,7,0,0,429,9,35,Matches
Marcelo,br BRA,DF,34.0,14.7,1127,942,183,52,3,14,85,98,33,12,11,0,889,2,22,Matches
Felipe Melo,br BRA,DF,39.0,11.0,846,818,26,21,0,19,1,0,0,0,0,0,758,2,3,Matches
Guga,br BRA,DF,24.0,16.8,980,846,131,16,0,2,36,114,1,0,1,0,838,3,22,Matches
John Kennedy,br BRA,"FW,MF",20.0,15.2,302,290,11,1,0,1,4,0,0,0,0,0,224,1,18,Matches
Alexsander,br BRA,"MF,DF",19.0,13.3,734,694,38,13,0,2,17,24,0,0,0,0,613,2,24,Matches
Marlon,br BRA,DF,27.0,10.4,802,781,20,20,0,6,3,0,0,0,0,0,740,1,5,Matches
Diogo Barbosa,br BRA,DF,30.0,12.4,721,603,114,6,2,2,22,106,2,1,0,0,620,4,17,Matches
David Braz,br BRA,DF,35.0,9.6,651,607,42,31,0,6,1,7,0,0,0,0,558,2,2,Matches
Thiago dos Santos,br BRA,"DF,MF",33.0,9.1,634,598,35,32,1,6,3,1,0,0,0,0,537,1,8,Matches
Lelê,br BRA,"FW,MF",25.0,12.7,209,186,21,0,0,0,6,1,0,0,0,0,143,2,8,Matches
Leonardo Fernández,uy URU,"MF,FW",24.0,7.3,433,368,62,23,0,11,68,11,27,8,13,3,308,3,13,Matches
Danielzinho,br BRA,MF,27.0,6.8,477,457,18,10,3,1,10,2,6,0,2,0,405,2,10,Matches
Yony González,co COL,"FW,MF",28.0,6.4,129,122,6,1,0,0,7,5,0,0,0,0,89,1,6,Matches
Gabriel Pirani,br BRA,"MF,FW",20.0,4.4,165,157,6,0,0,0,4,5,0,0,0,0,139,2,7,Matches
Manoel,br BRA,DF,32.0,3.2,210,201,9,7,0,0,0,1,0,0,0,0,194,0,1,Matches
Pedro Rangel,br BRA,GK,22.0,2.0,55,39,16,1,0,0,0,0,0,0,0,0,49,0,1,Matches
Felipe Vieira,,DF,,2.3,106,94,12,1,0,0,2,11,0,0,0,0,88,0,3,Matches
Vitor Mendes,br BRA,DF,23.0,1.2,60,53,7,7,0,0,0,0,0,0,0,0,54,0,0,Matches
Giovanni,br BRA,"MF,DF",21.0,1.1,88,82,5,1,0,0,2,4,0,0,0,0,75,1,1,Matches
Vitor Eudes,br BRA,GK,24.0,1.0,24,21,3,0,0,0,0,0,0,0,0,0,21,0,0,Matches
Justen,br BRA,DF,19.0,0.6,24,24,0,0,0,0,0,0,0,0,0,0,21,0,0,Matches
Alan Carvalho,cn CHN,MF,33.0,0.5,13,13,0,0,0,0,0,0,0,0,0,0,8,0,1,Matches
Isaac,br BRA,"MF,DF",18.0,1.5,78,74,4,0,0,0,2,4,0,0,0,0,62,0,4,Matches
João Neto,br BRA,"MF,DF",19.0,0.6,21,21,0,0,0,0,3,0,0,0,0,0,20,0,1,Matches
Arthur,br BRA,"DF,FW",18.0,0.2,19,18,1,1,0,0,1,0,0,0,0,0,16,0,1,Matches
Alexandre Jesus,br BRA,DF,21.0,0.1,8,7,1,0,0,0,0,1,0,0,0,0,7,0,0,Matches
Rafael Monteiro,br BRA,MF,18.0,0.0,5,4,1,0,0,0,1,1,0,0,0,0,4,0,0,Matches
Squad Total,,,29.2,38.0,22732,20694,1963,614,28,135,707,729,210,83,55,4,19515,75,410,
Opponent Total,,,27.6,38.0,14127,12291,1776,551,47,112,688,633,203,70,74,0,10935,60,298,
