Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Fábio,br BRA,GK,42.0,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
André,br BRA,"MF,DF",21.0,29.4,0,12,3,25.0,0.41,0.1,0.0,0.0,28.5,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Germán Cano,ar ARG,FW,34.0,27.4,10,81,33,40.7,2.96,1.2,0.12,0.3,20.3,0,0,1,10.0,9.2,0.11,0.0,0.8,Matches
Lima,br BRA,"MF,FW",26.0,28.1,6,47,17,36.2,1.67,0.6,0.13,0.35,21.9,1,0,0,3.0,3.0,0.06,3.0,3.0,Matches
Jhon Arias,co COL,"FW,MF",25.0,26.5,7,50,23,46.0,1.89,0.87,0.1,0.22,19.6,6,2,2,5.8,4.2,0.08,1.2,0.8,Matches
Nino,br BRA,DF,25.0,23.9,2,14,6,42.9,0.58,0.25,0.14,0.33,12.9,0,0,0,1.2,1.2,0.09,0.8,0.8,Matches
Samuel Xavier,br BRA,DF,32.0,23.4,1,24,3,12.5,1.02,0.13,0.04,0.33,21.0,0,0,0,0.9,0.9,0.04,0.1,0.1,Matches
Ganso,br BRA,MF,33.0,19.3,3,22,7,31.8,1.14,0.36,0.14,0.43,19.1,1,0,0,2.3,2.3,0.1,0.7,0.7,Matches
Martinelli,br BRA,"MF,DF",21.0,20.9,2,20,5,25.0,0.96,0.24,0.1,0.4,20.6,0,0,0,1.2,1.2,0.06,0.8,0.8,Matches
Keno,br BRA,"FW,MF",33.0,17.9,2,42,18,42.9,2.34,1.0,0.02,0.06,20.7,0,1,1,2.8,2.0,0.05,-0.8,-1.0,Matches
Marcelo,br BRA,DF,34.0,14.7,1,28,8,28.6,1.9,0.54,0.04,0.13,22.5,2,0,0,1.4,1.4,0.05,-0.4,-0.4,Matches
Felipe Melo,br BRA,DF,39.0,11.0,2,4,2,50.0,0.37,0.18,0.5,1.0,15.9,0,0,0,0.4,0.4,0.09,1.6,1.6,Matches
Guga,br BRA,DF,24.0,16.8,1,8,2,25.0,0.48,0.12,0.13,0.5,18.5,0,0,0,0.8,0.8,0.1,0.2,0.2,Matches
John Kennedy,br BRA,"FW,MF",20.0,15.2,6,51,22,43.1,3.35,1.44,0.12,0.27,16.3,0,0,0,6.3,6.3,0.12,-0.3,-0.3,Matches
Alexsander,br BRA,"MF,DF",19.0,13.3,0,9,2,22.2,0.68,0.15,0.0,0.0,21.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Marlon,br BRA,DF,27.0,10.4,0,3,1,33.3,0.29,0.1,0.0,0.0,20.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Diogo Barbosa,br BRA,DF,30.0,12.4,1,6,3,50.0,0.48,0.24,0.17,0.33,22.0,0,0,0,0.3,0.3,0.05,0.7,0.7,Matches
David Braz,br BRA,DF,35.0,9.6,0,10,3,30.0,1.04,0.31,0.0,0.0,18.7,3,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Thiago dos Santos,br BRA,"DF,MF",33.0,9.1,0,6,1,16.7,0.66,0.11,0.0,0.0,23.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Lelê,br BRA,"FW,MF",25.0,12.7,2,43,16,37.2,3.38,1.26,0.05,0.13,12.9,0,0,0,6.0,6.0,0.14,-4.0,-4.0,Matches
Leonardo Fernández,uy URU,"MF,FW",24.0,7.3,1,24,13,54.2,3.28,1.78,0.04,0.08,28.8,5,0,1,1.5,0.7,0.03,-0.5,0.3,Matches
Danielzinho,br BRA,MF,27.0,6.8,0,5,1,20.0,0.74,0.15,0.0,0.0,19.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Yony González,co COL,"FW,MF",28.0,6.4,1,13,5,38.5,2.03,0.78,0.08,0.2,12.0,0,0,0,2.1,2.1,0.16,-1.1,-1.1,Matches
Gabriel Pirani,br BRA,"MF,FW",20.0,4.4,1,8,4,50.0,1.82,0.91,0.13,0.25,12.6,0,0,0,1.6,1.6,0.2,-0.6,-0.6,Matches
Manoel,br BRA,DF,32.0,3.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
