Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Fábio,br BRA,GK,42.0,35,3150.0,90.0,92.1,35.0,35,90.0,35,0,,0,1.57,49.0,41.0,8.0,0.23,1.56,46.4,45.8,0.6,0.02,-0.45,Matches
André,br BRA,"MF,DF",21.0,31,2649.0,85.0,77.5,29.4,29,89.0,28,2,27.0,0,1.48,42.0,37.0,5.0,0.17,0.29,38.4,39.4,-1.0,-0.03,-0.39,Matches
Germán Cano,ar ARG,FW,34.0,30,2465.0,82.0,72.1,27.4,28,87.0,18,2,14.0,0,1.77,44.0,29.0,15.0,0.55,1.58,36.6,32.5,4.1,0.15,0.35,Matches
Lima,br BRA,"MF,FW",26.0,35,2532.0,72.0,74.0,28.1,26,84.0,17,9,39.0,0,1.6,40.0,29.0,11.0,0.39,1.1,37.5,34.5,3.0,0.11,0.21,Matches
Jhon Arias,co COL,"FW,MF",25.0,29,2385.0,82.0,69.7,26.5,26,87.0,22,3,38.0,1,1.45,37.0,30.0,7.0,0.26,0.53,36.5,33.6,2.9,0.11,0.19,Matches
Nino,br BRA,DF,25.0,26,2155.0,83.0,63.0,23.9,26,83.0,19,0,,0,1.62,34.0,27.0,7.0,0.29,0.51,32.6,31.6,1.0,0.04,-0.03,Matches
Samuel Xavier,br BRA,DF,32.0,25,2108.0,84.0,61.6,23.4,25,84.0,18,0,,3,1.64,30.0,26.0,4.0,0.17,0.17,29.4,24.8,4.6,0.2,0.38,Matches
Ganso,br BRA,MF,33.0,27,1734.0,64.0,50.7,19.3,20,77.0,6,7,26.0,2,1.67,32.0,26.0,6.0,0.31,0.42,26.0,25.8,0.2,0.01,-0.09,Matches
Martinelli,br BRA,"MF,DF",21.0,28,1882.0,67.0,55.0,20.9,19,83.0,13,9,34.0,1,1.43,35.0,27.0,8.0,0.38,0.62,31.6,23.7,7.9,0.38,0.72,Matches
Keno,br BRA,"FW,MF",33.0,24,1613.0,67.0,47.2,17.9,18,79.0,6,6,31.0,1,1.46,28.0,26.0,2.0,0.11,0.01,21.6,24.3,-2.7,-0.15,-0.39,Matches
Marcelo,br BRA,DF,34.0,19,1325.0,70.0,38.7,14.7,18,72.0,3,1,26.0,1,1.79,24.0,19.0,5.0,0.34,0.38,21.8,15.3,6.5,0.44,0.64,Matches
Felipe Melo,br BRA,DF,39.0,19,986.0,52.0,28.8,11.0,18,54.0,0,1,17.0,1,1.89,13.0,13.0,0.0,0.0,-0.15,10.7,12.5,-1.9,-0.17,-0.31,Matches
Guga,br BRA,DF,24.0,22,1508.0,69.0,44.1,16.8,16,84.0,9,6,26.0,14,1.45,24.0,21.0,3.0,0.18,0.13,22.1,23.1,-1.1,-0.06,-0.21,Matches
John Kennedy,br BRA,"FW,MF",20.0,26,1372.0,53.0,40.1,15.2,13,86.0,8,13,19.0,3,1.38,20.0,19.0,1.0,0.07,-0.07,21.8,22.3,-0.5,-0.03,-0.14,Matches
Alexsander,br BRA,"MF,DF",19.0,19,1194.0,63.0,34.9,13.3,13,75.0,6,6,38.0,4,1.32,12.0,16.0,-4.0,-0.3,-0.62,14.3,17.8,-3.6,-0.27,-0.5,Matches
Marlon,br BRA,DF,27.0,15,935.0,62.0,27.3,10.4,13,70.0,6,2,10.0,1,1.27,14.0,19.0,-5.0,-0.48,-0.81,14.7,13.5,1.2,0.11,0.08,Matches
Diogo Barbosa,br BRA,DF,30.0,19,1117.0,59.0,32.7,12.4,10,87.0,8,9,27.0,2,1.37,14.0,13.0,1.0,0.08,-0.04,12.6,15.4,-2.8,-0.23,-0.42,Matches
David Braz,br BRA,DF,35.0,18,865.0,48.0,25.3,9.6,10,76.0,6,8,13.0,16,2.0,6.0,11.0,-5.0,-0.52,-0.84,11.4,9.9,1.5,0.15,0.13,Matches
Thiago dos Santos,br BRA,"DF,MF",33.0,16,819.0,51.0,23.9,9.1,9,77.0,4,7,18.0,18,1.47,9.0,13.0,-4.0,-0.44,-0.72,7.1,11.2,-4.0,-0.44,-0.65,Matches
Lelê,br BRA,"FW,MF",25.0,29,1144.0,39.0,33.5,12.7,8,85.0,2,21,22.0,7,1.55,16.0,21.0,-5.0,-0.39,-0.75,21.0,19.4,1.5,0.12,0.1,Matches
Leonardo Fernández,uy URU,"MF,FW",24.0,18,658.0,37.0,19.2,7.3,8,59.0,1,10,19.0,6,1.22,6.0,3.0,3.0,0.41,0.38,9.6,7.1,2.5,0.35,0.36,Matches
Danielzinho,br BRA,MF,27.0,12,612.0,51.0,17.9,6.8,8,65.0,1,4,23.0,13,0.83,6.0,9.0,-3.0,-0.44,-0.67,10.0,7.3,2.7,0.4,0.42,Matches
Yony González,co COL,"FW,MF",28.0,18,575.0,32.0,16.8,6.4,6,71.0,2,12,13.0,6,0.89,6.0,6.0,0.0,0.0,-0.13,11.0,6.0,5.0,0.78,0.87,Matches
Gabriel Pirani,br BRA,"MF,FW",20.0,9,396.0,44.0,11.6,4.4,6,60.0,0,3,12.0,5,1.56,5.0,4.0,1.0,0.23,0.14,6.4,7.1,-0.8,-0.18,-0.26,Matches
Manoel,br BRA,DF,32.0,6,289.0,48.0,8.5,3.2,2,77.0,1,4,34.0,4,1.67,3.0,6.0,-3.0,-0.93,-1.14,3.5,8.0,-4.5,-1.41,-1.59,Matches
