Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Filipe Relvas,pt POR,DF,24-101,14,14,1244.0,13.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.2,0.8,5.0,42.0,6.0,0.07,0.07,0.14,0.07,0.14,0.04,0.02,0.06,0.04,0.06,Matches
Carlinhos,br BRA,MF,29-191,13,13,1164.0,12.9,4.0,2.0,6.0,2.0,2.0,2.0,5.0,0.0,2.6,1.0,2.1,3.1,29.0,69.0,28.0,0.31,0.15,0.46,0.15,0.31,0.2,0.16,0.36,0.08,0.24,Matches
Vinicius Silvestre,br BRA,GK,29-277,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hélio Varela,cv CPV,"FW,MF",21-241,14,12,1074.0,11.9,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,1.7,1.7,0.2,1.8,57.0,35.0,97.0,0.34,0.0,0.34,0.34,0.34,0.14,0.01,0.15,0.14,0.15,Matches
Pedrão,br BRA,DF,26-241,12,11,1035.0,11.5,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.2,1.2,11.0,42.0,7.0,0.17,0.0,0.17,0.17,0.17,0.09,0.02,0.1,0.09,0.1,Matches
Alemão,br BRA,DF,21-054,11,11,984.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.3,0.4,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
Dener,br BRA,MF,31-292,11,11,881.0,9.8,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.8,0.6,0.3,0.9,8.0,34.0,7.0,0.1,0.1,0.2,0.1,0.2,0.08,0.03,0.11,0.07,0.1,Matches
Sylvester Jasper,bg BUL,"FW,MF",22-108,12,11,843.0,9.4,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.9,1.9,0.9,2.8,24.0,22.0,48.0,0.11,0.21,0.32,0.11,0.32,0.21,0.1,0.3,0.21,0.3,Matches
Gonçalo Costa,pt POR,"DF,MF",23-315,13,10,892.0,9.9,0.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.5,0.5,1.7,2.2,23.0,41.0,48.0,0.0,0.3,0.3,0.0,0.3,0.05,0.17,0.22,0.05,0.22,Matches
Ronie Carrillo,ec ECU,FW,27-113,12,9,757.0,8.4,3.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.7,1.7,1.0,2.7,6.0,13.0,28.0,0.36,0.0,0.36,0.36,0.36,0.21,0.12,0.33,0.21,0.33,Matches
Guga,pt POR,"DF,MF",20-068,10,7,645.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.2,8.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Igor Marques,br BRA,"DF,MF",24-356,10,6,576.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9,0.9,18.0,20.0,26.0,0.0,0.16,0.16,0.0,0.16,0.0,0.14,0.14,0.0,0.14,Matches
Maurício,br BRA,MF,35-070,7,6,451.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.15,0.14,0.15,Matches
Rildo,br BRA,"FW,MF",23-343,11,5,509.0,5.7,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.4,0.7,0.7,1.4,6.0,9.0,35.0,0.0,0.18,0.18,0.0,0.18,0.24,0.13,0.37,0.12,0.25,Matches
Moustapha Seck,sn SEN,"DF,MF",27-310,10,4,301.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Paulo Estrela Moreira,pt POR,"MF,FW",24-313,9,3,377.0,4.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.0,22.0,1.0,0.0,0.24,0.24,0.0,0.24,0.02,0.02,0.03,0.02,0.03,Matches
Nonoca,br BRA,"MF,FW",25-225,9,3,320.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.4,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,Matches
Kosuke Nakamura,jp JPN,GK,28-306,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Paulinho,pt POR,"FW,MF",24-100,8,2,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,Matches
Rafael Alcobia,pt POR,DF,20-191,2,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Luan Campos,br BRA,"FW,MF",21-286,6,1,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.12,0.17,0.29,0.12,0.29,Matches
