Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Filipe Relvas,pt POR,DF,24-101,13.8,1,4,2,50.0,0.29,0.14,0.25,0.5,9.1,0,0,0,0.5,0.5,0.13,0.5,0.5,Matches
Carlinhos,br BRA,MF,29-191,12.9,4,26,8,30.8,2.01,0.62,0.08,0.25,28.6,6,2,2,2.6,1.0,0.04,1.4,1.0,Matches
Vinicius Silvestre,br BRA,GK,29-277,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Hélio Varela,cv CPV,"FW,MF",21-241,11.9,4,25,9,36.0,2.09,0.75,0.16,0.44,18.8,0,0,0,1.7,1.7,0.07,2.3,2.3,Matches
Pedrão,br BRA,DF,26-241,11.5,2,5,3,60.0,0.43,0.26,0.4,0.67,13.9,0,0,0,1.0,1.0,0.2,1.0,1.0,Matches
Alemão,br BRA,DF,21-054,10.9,0,3,1,33.3,0.27,0.09,0.0,0.0,10.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Dener,br BRA,MF,31-292,9.8,1,8,3,37.5,0.82,0.31,0.13,0.33,9.6,0,0,0,0.8,0.6,0.08,0.2,0.4,Matches
Sylvester Jasper,bg BUL,"FW,MF",22-108,9.4,1,13,3,23.1,1.39,0.32,0.08,0.33,17.9,0,0,0,1.9,1.9,0.15,-0.9,-0.9,Matches
Gonçalo Costa,pt POR,"DF,MF",23-315,9.9,0,10,2,20.0,1.01,0.2,0.0,0.0,20.6,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Ronie Carrillo,ec ECU,FW,27-113,8.4,3,14,8,57.1,1.66,0.95,0.21,0.38,13.6,0,0,0,1.7,1.7,0.12,1.3,1.3,Matches
Guga,pt POR,"DF,MF",20-068,7.2,0,5,3,60.0,0.7,0.42,0.0,0.0,25.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Igor Marques,br BRA,"DF,MF",24-356,6.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Maurício,br BRA,MF,35-070,5.0,0,5,1,20.0,1.0,0.2,0.0,0.0,20.2,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches
Rildo,br BRA,"FW,MF",23-343,5.7,0,10,2,20.0,1.77,0.35,0.0,0.0,16.1,0,0,1,1.4,0.7,0.07,-1.4,-0.7,Matches
Moustapha Seck,sn SEN,"DF,MF",27-310,3.3,0,1,0,0.0,0.3,0.0,0.0,,28.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Paulo Estrela Moreira,pt POR,"MF,FW",24-313,4.2,0,3,2,66.7,0.72,0.48,0.0,0.0,29.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Nonoca,br BRA,"MF,FW",25-225,3.6,0,2,1,50.0,0.56,0.28,0.0,0.0,22.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Kosuke Nakamura,jp JPN,GK,28-306,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Paulinho,pt POR,"FW,MF",24-100,1.9,0,4,2,50.0,2.13,1.07,0.0,0.0,13.5,0,0,0,0.6,0.6,0.14,-0.6,-0.6,Matches
Rafael Alcobia,pt POR,DF,20-191,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Luan Campos,br BRA,"FW,MF",21-286,1.1,0,3,0,0.0,2.78,0.0,0.0,,27.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Zinho,br BRA,"FW,MF",20-235,1.3,0,1,0,0.0,0.77,0.0,0.0,,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Midana Cassama,gw GNB,MF,21-134,0.2,0,1,0,0.0,5.0,0.0,0.0,,22.1,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches
Jose Souza,pt POR,MF,22-204,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dennis Adeniran,eng ENG,MF,24-362,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,25.7,14.0,16,143,50,35.0,10.21,3.57,0.1,0.28,19.5,7,2,3,13.9,11.6,0.08,2.1,2.4,
Opponent Total,,,26.5,14.0,29,216,73,33.8,15.43,5.21,0.12,0.36,17.8,10,3,3,21.7,19.5,0.09,7.3,6.5,
