Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Filipe Relvas,pt POR,DF,24-101,13.8,25,14,17,8,0,12,21,57.1,9,25,16,9,22,47,68,1,Matches
Carlinhos,br BRA,MF,29-191,12.9,21,13,6,14,1,9,19,47.4,10,6,2,4,5,26,13,2,Matches
Vinicius Silvestre,br BRA,GK,29-277,12.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,8,0,Matches
Hélio Varela,cv CPV,"FW,MF",21-241,11.9,12,7,7,5,0,2,13,15.4,11,16,2,14,5,17,9,0,Matches
Pedrão,br BRA,DF,26-241,11.5,20,12,17,3,0,9,18,50.0,9,11,5,6,24,44,54,0,Matches
Alemão,br BRA,DF,21-054,10.9,26,19,20,6,0,15,22,68.2,7,20,14,6,11,37,69,1,Matches
Dener,br BRA,MF,31-292,9.8,24,14,12,11,1,9,25,36.0,16,7,2,5,10,34,27,0,Matches
Sylvester Jasper,bg BUL,"FW,MF",22-108,9.4,14,9,6,4,4,7,14,50.0,7,8,0,8,6,20,9,0,Matches
Gonçalo Costa,pt POR,"DF,MF",23-315,9.9,27,15,13,11,3,15,22,68.2,7,9,2,7,11,38,19,0,Matches
Ronie Carrillo,ec ECU,FW,27-113,8.4,5,2,1,3,1,1,6,16.7,5,7,1,6,2,7,14,0,Matches
Guga,pt POR,"DF,MF",20-068,7.2,20,10,13,6,1,12,23,52.2,11,9,5,4,5,25,9,0,Matches
Igor Marques,br BRA,"DF,MF",24-356,6.4,25,16,9,13,3,11,22,50.0,11,9,0,9,15,40,21,1,Matches
Maurício,br BRA,MF,35-070,5.0,11,8,3,8,0,8,14,57.1,6,7,3,4,9,20,11,1,Matches
Rildo,br BRA,"FW,MF",23-343,5.7,5,3,0,5,0,1,3,33.3,2,9,0,9,1,6,3,0,Matches
Moustapha Seck,sn SEN,"DF,MF",27-310,3.3,4,1,1,3,0,2,3,66.7,1,4,0,4,2,6,11,0,Matches
Paulo Estrela Moreira,pt POR,"MF,FW",24-313,4.2,11,4,3,7,1,3,11,27.3,8,9,1,8,6,17,9,0,Matches
Nonoca,br BRA,"MF,FW",25-225,3.6,12,8,6,5,1,4,7,57.1,3,6,1,5,3,15,2,0,Matches
Kosuke Nakamura,jp JPN,GK,28-306,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Paulinho,pt POR,"FW,MF",24-100,1.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
Rafael Alcobia,pt POR,DF,20-191,1.3,3,3,2,1,0,1,1,100.0,0,1,0,1,0,3,1,0,Matches
Luan Campos,br BRA,"FW,MF",21-286,1.1,1,1,0,1,0,0,0,,0,0,0,0,3,4,1,0,Matches
Zinho,br BRA,"FW,MF",20-235,1.3,1,0,0,0,1,1,2,50.0,1,2,0,2,1,2,1,0,Matches
Midana Cassama,gw GNB,MF,21-134,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Jose Souza,pt POR,MF,22-204,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Dennis Adeniran,eng ENG,MF,24-362,0.1,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,Matches
Squad Total,,,25.7,14.0,267,159,136,114,17,122,249,49.0,127,166,54,112,143,410,363,6,
Opponent Total,,,26.5,14.0,236,162,93,109,34,122,245,49.8,123,128,23,105,117,353,204,0,
