Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Juan Manuel Insaurralde,ar ARG,DF,38.0,23.8,605.0,536.0,68.0,65.0,0.0,9.0,1,3.0,0.0,0.0,0.0,0.0,433.0,1.0,7.0,Matches
Emiliano Méndez,ar ARG,MF,33.0,21.1,646.0,634.0,12.0,9.0,0.0,5.0,2,2.0,1.0,0.0,0.0,0.0,424.0,0.0,20.0,Matches
Gonzalo Bettini,ar ARG,"DF,MF",30.0,20.7,857.0,637.0,218.0,16.0,1.0,4.0,104,193.0,9.0,1.0,8.0,0.0,512.0,2.0,24.0,Matches
Sebastián Meza,ar ARG,GK,22.0,21.0,491.0,205.0,283.0,48.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,252.0,3.0,0.0,Matches
Luciano Gondou,ar ARG,"FW,MF",21.0,18.4,390.0,367.0,19.0,1.0,0.0,2.0,19,0.0,0.0,0.0,0.0,0.0,250.0,4.0,16.0,Matches
Manuel García,ar ARG,"DF,MF",23.0,18.3,534.0,508.0,25.0,15.0,1.0,12.0,7,10.0,0.0,0.0,0.0,0.0,371.0,1.0,12.0,Matches
Fernando Martínez,py PAR,MF,28.0,16.3,475.0,469.0,1.0,1.0,0.0,4.0,3,0.0,0.0,0.0,0.0,0.0,312.0,5.0,15.0,Matches
Javier Toledo,ar ARG,FW,36.0,17.7,385.0,369.0,12.0,0.0,0.0,0.0,9,3.0,0.0,0.0,0.0,0.0,163.0,4.0,10.0,Matches
Gabriel Díaz,ar ARG,"DF,MF",22.0,16.2,619.0,446.0,169.0,16.0,0.0,3.0,70,145.0,8.0,0.0,7.0,0.0,353.0,4.0,21.0,Matches
Lisandro López,ar ARG,"FW,MF",39.0,13.9,378.0,343.0,34.0,12.0,3.0,13.0,26,5.0,9.0,2.0,3.0,0.0,266.0,1.0,11.0,Matches
Franco Sbuttoni,ar ARG,DF,33.0,13.8,352.0,319.0,26.0,22.0,0.0,1.0,0,4.0,0.0,0.0,0.0,0.0,223.0,7.0,6.0,Matches
Alejandro Donatti,ar ARG,DF,36.0,12.0,203.0,191.0,9.0,9.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,132.0,3.0,1.0,Matches
Jean Pierre Rosso,uy URU,"DF,MF",25.0,11.2,439.0,326.0,107.0,5.0,1.0,1.0,33,96.0,6.0,0.0,6.0,0.0,261.0,6.0,17.0,Matches
Sergio Quiroga,ar ARG,MF,28.0,12.6,378.0,300.0,71.0,22.0,1.0,5.0,72,4.0,45.0,15.0,28.0,1.0,204.0,7.0,12.0,Matches
Lucas Melano,ar ARG,"FW,MF",29.0,12.1,289.0,260.0,28.0,0.0,2.0,2.0,42,9.0,6.0,1.0,4.0,0.0,182.0,1.0,20.0,Matches
Manuel Mónaco,,MF,,11.3,,,,,,,39,,,,,,,,,Matches
Juan Hernández,uy URU,DF,25.0,9.1,,,,,,,3,,,,,,,,,Matches
Franco Quinteros,ar ARG,"DF,MF",24.0,6.2,235.0,146.0,88.0,6.0,0.0,1.0,30,75.0,7.0,2.0,5.0,0.0,124.0,1.0,8.0,Matches
José Devecchi,ar ARG,GK,27.0,6.0,150.0,94.0,56.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,Matches
Juan Cruz Kaprof,ar ARG,"FW,MF",27.0,3.7,109.0,106.0,3.0,0.0,0.0,1.0,4,1.0,0.0,0.0,0.0,0.0,82.0,0.0,3.0,Matches
Jonatan Gallardo,ar ARG,"MF,DF",25.0,2.3,39.0,37.0,1.0,0.0,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,Matches
Guido Mainero,ar ARG,"MF,FW",27.0,2.2,100.0,76.0,24.0,7.0,0.0,1.0,22,14.0,3.0,0.0,3.0,0.0,60.0,0.0,10.0,Matches
Harrinson Mancilla,co COL,MF,31.0,2.1,58.0,58.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0,Matches
José Mauri,it ITA,MF,26.0,1.1,23.0,23.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,Matches
Yair Ezequiel Arismendi,ar ARG,MF,24.0,1.3,,,,,,,7,,,,,,,,,Matches
Ayrton Cougo,uy URU,"MF,DF",26.0,0.8,34.0,28.0,6.0,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,Matches
Lautaro Cerato,ar ARG,FW,22.0,0.4,12.0,12.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,Matches
Joaquín Gho,ar ARG,MF,19.0,0.3,18.0,14.0,4.0,0.0,0.0,0.0,3,3.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,Matches
Nicolás Femia,ar ARG,"MF,FW",26.0,0.2,15.0,13.0,2.0,0.0,0.0,0.0,2,0.0,2.0,0.0,2.0,0.0,13.0,0.0,0.0,Matches
Santiago Morales,,DF,,0.1,,,,,,,0,,,,,,,,,Matches
Pablo Gerzel,ar ARG,MF,23.0,0.1,5.0,4.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,Matches
Yamil Garnier,ar ARG,MF,40.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Matches
Squad Total,,,29.7,27.0,7843.0,6525.0,1267.0,258.0,9.0,65.0,506,574.0,98.0,21.0,68.0,1.0,4832.0,51.0,222.0,
Opponent Total,,,27.0,27.0,13705.0,12310.0,1372.0,369.0,15.0,131.0,637,602.0,158.0,32.0,58.0,2.0,10651.0,23.0,246.0,
