Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Juan Manuel Insaurralde,ar ARG,DF,38.0,23.8,5,1,1,10,6,1,1,11,16,1.0,1.0,0,120.0,60.0,26.0,69.8,Matches
Emiliano Méndez,ar ARG,MF,33.0,21.1,10,1,1,53,26,2,2,26,42,0.0,0.0,0,157.0,84.0,38.0,68.9,Matches
Gonzalo Bettini,ar ARG,"DF,MF",30.0,20.7,4,0,0,13,5,2,104,29,33,0.0,0.0,0,111.0,29.0,22.0,56.9,Matches
Sebastián Meza,ar ARG,GK,22.0,21.0,3,0,0,0,4,0,0,0,0,0.0,0.0,0,19.0,8.0,0.0,100.0,Matches
Luciano Gondou,ar ARG,"FW,MF",21.0,18.4,1,0,0,22,31,7,19,3,7,1.0,0.0,0,78.0,58.0,71.0,45.0,Matches
Manuel García,ar ARG,"DF,MF",23.0,18.3,6,1,1,31,11,0,7,23,28,0.0,1.0,0,137.0,21.0,21.0,50.0,Matches
Fernando Martínez,py PAR,MF,28.0,16.3,5,0,0,31,15,0,3,25,27,1.0,0.0,0,116.0,30.0,17.0,63.8,Matches
Javier Toledo,ar ARG,FW,36.0,17.7,7,0,0,36,32,20,9,1,6,1.0,0.0,0,29.0,130.0,128.0,50.4,Matches
Gabriel Díaz,ar ARG,"DF,MF",22.0,16.2,1,0,0,14,6,2,70,32,25,0.0,0.0,0,109.0,12.0,16.0,42.9,Matches
Lisandro López,ar ARG,"FW,MF",39.0,13.9,7,0,0,19,23,5,26,3,8,0.0,0.0,0,71.0,19.0,32.0,37.3,Matches
Franco Sbuttoni,ar ARG,DF,33.0,13.8,1,0,0,14,5,0,0,17,9,0.0,1.0,0,68.0,45.0,25.0,64.3,Matches
Alejandro Donatti,ar ARG,DF,36.0,12.0,1,0,0,7,2,1,0,10,0,0.0,0.0,0,36.0,32.0,12.0,72.7,Matches
Jean Pierre Rosso,uy URU,"DF,MF",25.0,11.2,1,0,0,14,3,2,33,18,21,0.0,0.0,0,65.0,27.0,30.0,47.4,Matches
Sergio Quiroga,ar ARG,MF,28.0,12.6,2,0,0,12,26,1,72,5,20,0.0,0.0,0,72.0,7.0,18.0,28.0,Matches
Lucas Melano,ar ARG,"FW,MF",29.0,12.1,2,0,0,15,15,6,42,4,15,0.0,0.0,0,50.0,13.0,37.0,26.0,Matches
Manuel Mónaco,,MF,,11.3,3,0,0,18,21,2,39,3,11,,,0,,,,,Matches
Juan Hernández,uy URU,DF,25.0,9.1,2,0,0,11,7,0,3,10,10,,,0,,,,,Matches
Franco Quinteros,ar ARG,"DF,MF",24.0,6.2,3,0,0,11,5,0,30,8,16,0.0,1.0,0,39.0,10.0,9.0,52.6,Matches
José Devecchi,ar ARG,GK,27.0,6.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,2.0,2.0,0.0,100.0,Matches
Juan Cruz Kaprof,ar ARG,"FW,MF",27.0,3.7,2,0,0,8,1,4,4,3,9,0.0,0.0,0,22.0,3.0,18.0,14.3,Matches
Jonatan Gallardo,ar ARG,"MF,DF",25.0,2.3,0,0,0,3,4,0,5,2,6,0.0,0.0,0,18.0,2.0,5.0,28.6,Matches
Guido Mainero,ar ARG,"MF,FW",27.0,2.2,0,1,0,4,6,1,22,3,4,0.0,0.0,0,26.0,4.0,5.0,44.4,Matches
Harrinson Mancilla,co COL,MF,31.0,2.1,2,1,0,10,1,0,0,1,3,0.0,0.0,0,18.0,2.0,2.0,50.0,Matches
José Mauri,it ITA,MF,26.0,1.1,0,0,0,0,1,0,0,1,5,0.0,0.0,0,10.0,1.0,1.0,50.0,Matches
Yair Ezequiel Arismendi,ar ARG,MF,24.0,1.3,0,0,0,1,0,0,7,1,2,,,0,,,,,Matches
Ayrton Cougo,uy URU,"MF,DF",26.0,0.8,2,0,0,6,0,0,0,1,1,0.0,0.0,0,4.0,5.0,3.0,62.5,Matches
Lautaro Cerato,ar ARG,FW,22.0,0.4,0,0,0,1,0,0,2,1,0,0.0,0.0,0,1.0,4.0,4.0,50.0,Matches
Joaquín Gho,ar ARG,MF,19.0,0.3,0,0,0,1,0,0,3,0,0,0.0,0.0,0,6.0,0.0,2.0,0.0,Matches
Nicolás Femia,ar ARG,"MF,FW",26.0,0.2,0,0,0,0,2,0,2,0,1,0.0,0.0,0,2.0,0.0,0.0,,Matches
Santiago Morales,,DF,,0.1,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Pablo Gerzel,ar ARG,MF,23.0,0.1,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,2.0,0.0,Matches
Yamil Garnier,ar ARG,MF,40.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches
Squad Total,,,29.7,27.0,70,5,3,365,259,56,506,241,326,4.0,4.0,0,1386.0,608.0,544.0,52.8,
Opponent Total,,,27.0,27.0,60,3,2,270,342,25,637,190,221,4.0,5.0,0,1518.0,556.0,644.0,46.3,
