Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Juan Manuel Insaurralde,ar ARG,DF,38.0,23.8,17.0,0.71,7.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emiliano Méndez,ar ARG,MF,33.0,21.1,28.0,1.33,25.0,0.0,1.0,1.0,1.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Gonzalo Bettini,ar ARG,"DF,MF",30.0,20.7,44.0,2.13,33.0,6.0,0.0,1.0,3.0,1.0,1.0,0.05,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Sebastián Meza,ar ARG,GK,22.0,21.0,4.0,0.19,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luciano Gondou,ar ARG,"FW,MF",21.0,18.4,53.0,2.88,40.0,0.0,7.0,2.0,4.0,0.0,4.0,0.22,2.0,0.0,1.0,0.0,1.0,0.0,Matches
Manuel García,ar ARG,"DF,MF",23.0,18.3,20.0,1.1,16.0,1.0,0.0,1.0,1.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando Martínez,py PAR,MF,28.0,16.3,21.0,1.28,15.0,0.0,0.0,0.0,3.0,3.0,2.0,0.12,1.0,0.0,0.0,0.0,1.0,0.0,Matches
Javier Toledo,ar ARG,FW,36.0,17.7,40.0,2.26,28.0,0.0,2.0,2.0,7.0,1.0,5.0,0.28,3.0,0.0,0.0,1.0,1.0,0.0,Matches
Gabriel Díaz,ar ARG,"DF,MF",22.0,16.2,35.0,2.16,25.0,8.0,0.0,2.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Lisandro López,ar ARG,"FW,MF",39.0,13.9,38.0,2.73,25.0,3.0,1.0,3.0,5.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Franco Sbuttoni,ar ARG,DF,33.0,13.8,7.0,0.51,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alejandro Donatti,ar ARG,DF,36.0,12.0,7.0,0.58,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jean Pierre Rosso,uy URU,"DF,MF",25.0,11.2,25.0,2.23,13.0,7.0,0.0,2.0,1.0,2.0,4.0,0.36,2.0,1.0,0.0,0.0,0.0,1.0,Matches
Sergio Quiroga,ar ARG,MF,28.0,12.6,51.0,4.03,19.0,18.0,3.0,1.0,8.0,2.0,5.0,0.4,3.0,1.0,1.0,0.0,0.0,0.0,Matches
Lucas Melano,ar ARG,"FW,MF",29.0,12.1,43.0,3.57,29.0,3.0,5.0,4.0,2.0,0.0,8.0,0.66,4.0,0.0,4.0,0.0,0.0,0.0,Matches
Manuel Mónaco,,MF,,11.3,,,,,,,,,,,,,,,,,Matches
Juan Hernández,uy URU,DF,25.0,9.1,,,,,,,,,,,,,,,,,Matches
Franco Quinteros,ar ARG,"DF,MF",24.0,6.2,11.0,1.79,3.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
José Devecchi,ar ARG,GK,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Cruz Kaprof,ar ARG,"FW,MF",27.0,3.7,10.0,2.67,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jonatan Gallardo,ar ARG,"MF,DF",25.0,2.3,5.0,2.2,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guido Mainero,ar ARG,"MF,FW",27.0,2.2,4.0,1.85,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Harrinson Mancilla,co COL,MF,31.0,2.1,2.0,0.94,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
José Mauri,it ITA,MF,26.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yair Ezequiel Arismendi,ar ARG,MF,24.0,1.3,,,,,,,,,,,,,,,,,Matches
