Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Juan Manuel Insaurralde,ar ARG,DF,38.0,23.8,433.0,605.0,71.6,10342.0,4973.0,101.0,129.0,78.3,231.0,292.0,79.1,98.0,169.0,58.0,0,0.2,0.3,-0.2,2.0,33.0,2.0,0.0,37.0,Matches
Emiliano Méndez,ar ARG,MF,33.0,21.1,424.0,646.0,65.6,7647.0,3136.0,181.0,256.0,70.7,184.0,257.0,71.6,48.0,81.0,59.3,0,0.6,0.9,-0.6,12.0,51.0,3.0,0.0,71.0,Matches
Gonzalo Bettini,ar ARG,"DF,MF",30.0,20.7,512.0,857.0,59.7,10053.0,6068.0,206.0,264.0,78.0,218.0,344.0,63.4,80.0,201.0,39.8,0,1.0,1.6,-1.0,16.0,49.0,27.0,14.0,86.0,Matches
Sebastián Meza,ar ARG,GK,22.0,21.0,252.0,491.0,51.3,12294.0,11146.0,6.0,6.0,100.0,54.0,54.0,100.0,192.0,428.0,44.9,0,0.1,0.1,-0.1,1.0,22.0,1.0,0.0,1.0,Matches
Luciano Gondou,ar ARG,"FW,MF",21.0,18.4,250.0,390.0,64.1,3415.0,739.0,156.0,222.0,70.3,66.0,97.0,68.0,15.0,19.0,78.9,2,2.0,1.0,0.0,27.0,15.0,5.0,4.0,26.0,Matches
Manuel García,ar ARG,"DF,MF",23.0,18.3,371.0,534.0,69.5,7519.0,3287.0,141.0,170.0,82.9,155.0,208.0,74.5,65.0,127.0,51.2,1,0.5,0.5,0.5,6.0,34.0,4.0,2.0,58.0,Matches
Fernando Martínez,py PAR,MF,28.0,16.3,312.0,475.0,65.7,5535.0,1920.0,147.0,191.0,77.0,118.0,171.0,69.0,41.0,71.0,57.7,1,0.7,0.4,0.3,10.0,43.0,4.0,0.0,46.0,Matches
Javier Toledo,ar ARG,FW,36.0,17.7,163.0,385.0,42.3,2152.0,525.0,100.0,203.0,49.3,47.0,115.0,40.9,4.0,17.0,23.5,2,2.2,1.8,-0.2,22.0,22.0,6.0,0.0,31.0,Matches
Gabriel Díaz,ar ARG,"DF,MF",22.0,16.2,353.0,619.0,57.0,6969.0,4074.0,138.0,182.0,75.8,154.0,264.0,58.3,52.0,122.0,42.6,1,1.8,2.6,-0.8,17.0,42.0,17.0,9.0,61.0,Matches
Lisandro López,ar ARG,"FW,MF",39.0,13.9,266.0,378.0,70.4,4724.0,1313.0,127.0,157.0,80.9,74.0,108.0,68.5,45.0,72.0,62.5,0,1.6,1.5,-1.6,19.0,23.0,11.0,5.0,39.0,Matches
Franco Sbuttoni,ar ARG,DF,33.0,13.8,223.0,352.0,63.4,4557.0,2483.0,75.0,96.0,78.1,99.0,151.0,65.6,44.0,84.0,52.4,0,0.2,0.3,-0.2,3.0,20.0,1.0,0.0,27.0,Matches
Alejandro Donatti,ar ARG,DF,36.0,12.0,132.0,203.0,65.0,2736.0,1176.0,34.0,48.0,70.8,80.0,99.0,80.8,17.0,51.0,33.3,1,0.5,0.0,0.5,2.0,5.0,1.0,0.0,7.0,Matches
Jean Pierre Rosso,uy URU,"DF,MF",25.0,11.2,261.0,439.0,59.5,4585.0,2483.0,118.0,147.0,80.3,100.0,164.0,61.0,31.0,82.0,37.8,1,0.7,0.7,0.3,9.0,37.0,9.0,3.0,45.0,Matches
Sergio Quiroga,ar ARG,MF,28.0,12.6,204.0,378.0,54.0,4669.0,2278.0,64.0,98.0,65.3,78.0,130.0,60.0,56.0,118.0,47.5,1,1.8,1.9,-0.8,25.0,31.0,14.0,4.0,46.0,Matches
Lucas Melano,ar ARG,"FW,MF",29.0,12.1,182.0,289.0,63.0,2722.0,771.0,98.0,131.0,74.8,55.0,89.0,61.8,17.0,33.0,51.5,2,1.7,1.6,0.3,15.0,10.0,16.0,7.0,28.0,Matches
Manuel Mónaco,,MF,,11.3,,,,,,,,,,,,,,,1,,,,,,,,,Matches
Juan Hernández,uy URU,DF,25.0,9.1,,,,,,,,,,,,,,,1,,,,,,,,,Matches
Franco Quinteros,ar ARG,"DF,MF",24.0,6.2,124.0,235.0,52.8,2617.0,1620.0,37.0,50.0,74.0,59.0,104.0,56.7,24.0,66.0,36.4,0,0.3,0.4,-0.3,5.0,8.0,5.0,5.0,11.0,Matches
José Devecchi,ar ARG,GK,27.0,6.0,89.0,150.0,59.3,3699.0,3347.0,4.0,4.0,100.0,26.0,27.0,96.3,59.0,119.0,49.6,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Matches
Juan Cruz Kaprof,ar ARG,"FW,MF",27.0,3.7,82.0,109.0,75.2,1289.0,212.0,45.0,55.0,81.8,28.0,38.0,73.7,6.0,7.0,85.7,0,0.3,0.1,-0.3,9.0,5.0,0.0,0.0,5.0,Matches
Jonatan Gallardo,ar ARG,"MF,DF",25.0,2.3,22.0,39.0,56.4,382.0,144.0,9.0,14.0,64.3,11.0,14.0,78.6,1.0,4.0,25.0,0,0.1,0.0,-0.1,1.0,2.0,1.0,1.0,6.0,Matches
Guido Mainero,ar ARG,"MF,FW",27.0,2.2,60.0,100.0,60.0,1163.0,528.0,27.0,31.0,87.1,19.0,25.0,76.0,11.0,31.0,35.5,0,0.4,0.7,-0.4,2.0,7.0,4.0,3.0,4.0,Matches
Harrinson Mancilla,co COL,MF,31.0,2.1,41.0,58.0,70.7,753.0,368.0,13.0,16.0,81.3,23.0,30.0,76.7,4.0,9.0,44.4,0,0.5,0.0,-0.5,2.0,5.0,1.0,0.0,6.0,Matches
José Mauri,it ITA,MF,26.0,1.1,19.0,23.0,82.6,299.0,129.0,10.0,13.0,76.9,9.0,10.0,90.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,Matches
Yair Ezequiel Arismendi,ar ARG,MF,24.0,1.3,,,,,,,,,,,,,,,0,,,,,,,,,Matches
Ayrton Cougo,uy URU,"MF,DF",26.0,0.8,19.0,34.0,55.9,296.0,162.0,10.0,14.0,71.4,6.0,11.0,54.5,2.0,4.0,50.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,Matches
Lautaro Cerato,ar ARG,FW,22.0,0.4,6.0,12.0,50.0,118.0,2.0,4.0,5.0,80.0,1.0,3.0,33.3,1.0,1.0,100.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Matches
Joaquín Gho,ar ARG,MF,19.0,0.3,11.0,18.0,61.1,170.0,121.0,7.0,7.0,100.0,3.0,8.0,37.5,1.0,2.0,50.0,0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,Matches
Nicolás Femia,ar ARG,"MF,FW",26.0,0.2,13.0,15.0,86.7,250.0,93.0,5.0,5.0,100.0,7.0,8.0,87.5,1.0,2.0,50.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Matches
Santiago Morales,,DF,,0.1,,,,,,,,,,,,,,,0,,,,,,,,,Matches
Pablo Gerzel,ar ARG,MF,23.0,0.1,5.0,5.0,100.0,95.0,30.0,2.0,2.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Matches
Yamil Garnier,ar ARG,MF,40.0,0.0,3.0,4.0,75.0,63.0,12.0,1.0,1.0,100.0,2.0,3.0,66.7,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
Squad Total,,,29.7,27.0,4832.0,7843.0,61.6,101113.0,53140.0,1866.0,2517.0,74.1,1908.0,2825.0,67.5,916.0,1921.0,47.7,14,18.0,18.1,-4.0,208.0,479.0,132.0,57.0,655.0,
Opponent Total,,,27.0,27.0,10651.0,13705.0,77.7,190366.0,71968.0,4844.0,5564.0,87.1,4330.0,5222.0,82.9,1218.0,2208.0,55.2,18,23.7,24.6,-5.7,321.0,968.0,247.0,84.0,1248.0,
