Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Fabio Pereyra,ar ARG,DF,33.0,26,26,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.1,1.1,0.0,1.2,7.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Brian Blasi,ar ARG,DF,26.0,24,24,2019.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.2,0.5,18.0,78.0,24.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Mauro Pittón,ar ARG,MF,28.0,26,23,2098.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,1.4,2.2,15.0,105.0,27.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.09,0.04,0.09,Matches
Gustavo Canto,ar ARG,DF,28.0,24,23,2087.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.1,1.1,0.5,1.6,23.0,78.0,36.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches
Brian Farioli,ar ARG,"MF,FW",24.0,26,23,1804.0,20.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.1,2.1,2.1,4.2,33.0,82.0,94.0,0.05,0.1,0.15,0.05,0.15,0.11,0.11,0.21,0.11,0.21,Matches
Ciro Rius,ar ARG,"MF,FW",34.0,24,21,1707.0,19.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.2,1.2,1.0,2.1,23.0,38.0,71.0,0.05,0.11,0.16,0.05,0.16,0.06,0.05,0.11,0.06,0.11,Matches
Leandro Maciel,ar ARG,MF,27.0,24,21,1639.0,18.2,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,3.0,3.0,1.1,4.1,11.0,75.0,44.0,0.22,0.05,0.27,0.22,0.27,0.17,0.06,0.22,0.17,0.22,Matches
Lucas Gamba,ar ARG,FW,35.0,26,20,1830.0,20.3,5.0,5.0,10.0,4.0,1.0,1.0,1.0,0.0,3.1,2.3,3.9,6.2,31.0,33.0,160.0,0.25,0.25,0.49,0.2,0.44,0.15,0.19,0.34,0.11,0.3,Matches
Lucas Besozzi,ar ARG,"MF,FW",20.0,24,19,1596.0,17.7,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.9,2.9,4.0,6.9,110.0,59.0,154.0,0.17,0.11,0.28,0.17,0.28,0.17,0.23,0.39,0.17,0.39,Matches
Marcos Ignacio Ledesma,ar ARG,GK,26.0,18,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
